proposal,deployable,n_states,n_groups,strict_replay_rate,successes,success_rate,success_ci_low,success_ci_high,rescued_cells,rescued_tasks,drop_rate,baseline_drop_rate,wrong_rate,baseline_wrong_rate,safety_rate,baseline_safety_rate,mean_final_t,mean_queries,mean_executed_steps,drop_rate_delta,wrong_rate_delta,safety_rate_delta,gate_passed,failed_gate_checks
perception_regrasp_h8,True,20,20,1.0,1,0.05,0.0,0.15,1,1,0.05,0.05,0.55,0.25,0.0,0.0,279.45,22.95,215.45,0.0,0.30000000000000004,0.0,False,complete_80_states;sr_at_least_10pct;bootstrap_lower_above_zero;rescues_in_at_least_4_cells;rescues_in_at_least_3_tasks
