metric,aggregation,n,success_mean,fail_mean,failure_auc,failure_auc_strength
candidate_value_internal_consistency_mean,mean,20,0.007301613709635355,0.008229266208526199,0.8947368421052632,0.39473684210526316
candidate_future_proprio_across_sample_std_mean,max,20,0.024450723081827164,0.01772885402591017,0.10526315789473684,0.39473684210526316
candidate_future_proprio_internal_consistency_mean,mean,20,0.007781067651442506,0.008454545161279782,0.8947368421052632,0.39473684210526316
candidate_action_internal_consistency_mean,first,20,0.022771010175347328,0.02603808192438201,0.8421052631578947,0.3421052631578947
candidate_value_std,first,20,0.0004156724608037621,0.0019214946001547535,0.8421052631578947,0.3421052631578947
candidate_action_chunk_consistency_mean,max,20,0.00881434790790081,0.009724241583363005,0.8421052631578947,0.3421052631578947
candidate_action_consensus_first_mean,max,20,0.053321633487939835,0.5429814258884442,0.8421052631578947,0.3421052631578947
candidate_future_proprio_across_sample_std_mean,first,20,0.0011256164871156216,0.0029754339545769127,0.7894736842105263,0.2894736842105263
candidate_value_internal_consistency_mean,first,20,0.007017092313617468,0.007947674511294616,0.7894736842105263,0.2894736842105263
candidate_future_proprio_internal_consistency_mean,max,20,0.008993370458483696,0.010992882675246188,0.7894736842105263,0.2894736842105263
candidate_value_range,first,20,0.0011470317840576172,0.0048131409444307025,0.7894736842105263,0.2894736842105263
candidate_action_consensus_chunk_mean,first,20,0.06670815497636795,0.41173552525670903,0.7368421052631579,0.23684210526315785
planning_predicted_proprio_error,first,20,0.04803973765435763,0.07607095622989142,0.7368421052631579,0.23684210526315785
candidate_action_chunk_consistency_mean,first,20,0.008281615562736988,0.008823060528620294,0.7368421052631579,0.23684210526315785
candidate_action_consensus_first_mean,mean,20,0.020838982213965872,0.050239873055829,0.7368421052631579,0.23684210526315785
planning_predicted_proprio_error,mean,20,0.05512192461647544,0.07499784101073793,0.7368421052631579,0.23684210526315785
candidate_value_internal_consistency_mean,max,20,0.008823960088193417,0.011775117195946606,0.6842105263157895,0.1842105263157895
candidate_action_consensus_first_mean,first,20,0.023299600929021835,0.10546947594143842,0.6842105263157895,0.1842105263157895
candidate_value_range,mean,20,0.002518923445181413,0.0046166889454734685,0.631578947368421,0.13157894736842102
candidate_value_std,max,20,0.004220062401145697,0.010749996655105957,0.631578947368421,0.13157894736842102
planning_predicted_proprio_error,max,20,0.12330468649738234,0.18148346193753903,0.631578947368421,0.13157894736842102
candidate_value_std,mean,20,0.00100536061786856,0.0017956965450463922,0.631578947368421,0.13157894736842102
candidate_value_range,max,20,0.010485470294952393,0.027810661416304738,0.631578947368421,0.13157894736842102
candidate_value_mean,first,20,0.3759179711341858,0.4247569143772125,0.47368421052631576,0.026315789473684237
candidate_value_mean,max,20,0.9991192817687988,0.8065784385329798,0.47368421052631576,0.026315789473684237
candidate_future_proprio_across_sample_std_mean,mean,20,0.00263806578269313,0.00312111174085154,0.47368421052631576,0.026315789473684237
candidate_future_proprio_internal_consistency_mean,first,20,0.008979594334959984,0.009244739617172041,0.47368421052631576,0.026315789473684237
candidate_action_consensus_chunk_mean,mean,20,0.2774910078468648,0.32286861931875316,0.47368421052631576,0.026315789473684237
candidate_action_internal_consistency_mean,mean,20,0.022383528253571552,0.0232223258811972,0.47368421052631576,0.026315789473684237
candidate_action_chunk_consistency_mean,mean,20,0.008077264255420729,0.008217002251302688,0.5263157894736842,0.02631578947368418
candidate_action_internal_consistency_mean,max,20,0.028849858790636063,0.03262454232102946,0.5263157894736842,0.02631578947368418
candidate_value_mean,mean,20,0.5812765522436663,0.6248841889935717,0.5263157894736842,0.02631578947368418
candidate_action_consensus_chunk_mean,max,20,1.4003645181655884,1.6451258784846257,0.5263157894736842,0.02631578947368418
