planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
frozen_factor_ridge,0.0,1,1,1.0,147.0,10.0,0.5,0.5475836127996445,0.5485044032335281,-0.0020964009883920496
max_value,0.0,1,1,1.0,147.0,10.0,0.0,0.5467027068138123,0.5467027068138123,0.0
