planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
phase_surrogate_requery_action,1.0,20,20,1.0,102.45,7.0,0.40714285714285714,0.5734989930476461,0.5736743865268571,-0.7969467963225075
