planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
max_value,0.0,100,35,0.35,232.52,29.19,0.0,0.48422810850861786,0.48422810850861786,0.0
