planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
phase_surrogate_requery_action,1.0,20,20,1.0,130.6,8.95,0.4125,0.5813567472000917,0.5814884141501453,-0.8717536016419116
