method,n_cases,n_groups,baseline_successes,method_successes,baseline_sr,method_sr,paired_sr_delta,paired_sr_delta_ci_low,paired_sr_delta_ci_high,rescues,harms,triggered,interventions,trigger_rate,intervention_rate,mean_final_t_delta,both_success_cases,mean_time_delta_both_success,drop_rate_delta,wrong_rate_delta,safety_rate_delta
workspace_calibrated,40,40,7,25,0.175,0.625,0.45,0.3,0.6,18,0,25,25,0.625,0.625,-48.35,7,-28.142857142857142,0.0,-0.05,0.0
