case_id,split,suite,position_level,task_id,init_state_id,rollout_id,rollout_seed,independent_group,task_description,strategy,prefix_state_sha256,snapshot_replay_max_abs,primitive_steps,intervention_applied,counterfactual_reused,video_path,trigger_localization_object,trigger_localization_pixel_row,trigger_localization_pixel_col,trigger_localization_world_x,trigger_localization_world_y,trigger_localization_world_z,trigger_localization_peak_probability,trigger_localization_entropy,trigger_localization_score_range,trigger_passed,trigger_mode,terminal_available,terminal_success,terminal_final_t,terminal_continuation_queries,terminal_goal_progress_max,terminal_target_drop_candidate,terminal_wrong_object_interaction_candidate,terminal_official_safety_violation,terminal_failure_type,terminal_episode_failure_type,terminal_episode_failure_event_t,terminal_episode_safe_task_success,terminal_episode_safety_terminated,terminal_episode_official_safety_violation,terminal_episode_official_safety_violation_t,terminal_episode_official_safety_cost_types,terminal_episode_target_objects,terminal_episode_goal_relevant_objects,terminal_episode_target_drop_candidate,terminal_episode_target_drop_candidate_t,terminal_episode_target_drop_candidate_object,terminal_episode_successful_target_release,terminal_episode_successful_target_release_t,terminal_episode_successful_target_release_objects,terminal_episode_wrong_object_interaction_candidate,terminal_episode_wrong_object_interaction_candidate_t,terminal_episode_kinematic_deadlock_candidate,terminal_episode_episode_goal_progress_initial,terminal_episode_episode_goal_progress_max,terminal_episode_episode_time_to_first_goal_progress,terminal_episode_episode_time_to_first_target_lift,terminal_episode_episode_target_lift_max,terminal_episode_goal_predicates_json,terminal_episode_goal_predicates_satisfied_final_json,terminal_episode_episode_eef_path_length,terminal_episode_episode_eef_net_displacement,terminal_episode_episode_eef_jerk_mean,terminal_episode_episode_eef_dimensionless_jerk_proxy,terminal_utility_v1,trigger_finite_pass,trigger_confidence_pass,trigger_workspace_pass,trigger_miss_distance_pass,trigger_reach_pass,trigger_estimated_target_eef_distance_m,trigger_score_threshold,perception_localization_used,perception_object,perception_pixel_row,perception_pixel_col,perception_world_x,perception_world_y,perception_world_z,perception_peak_probability,perception_entropy,perception_score_range,perception_confidence_pass,perception_guard_mode,perception_guard_passed,perception_guard_finite_pass,perception_guard_confidence_pass,perception_guard_workspace_pass,perception_guard_miss_distance_pass,perception_guard_reach_pass,perception_guard_estimated_target_eef_distance_m,perception_guard_score_threshold,perception_guard_pass
p3c_development__x0p2__task5__init27__rollout0,development,libero_object_temp,x0.2,5,27,0,48233314,x0.2|task5|init27,pick up the tomato sauce and place it in the basket,baseline_h8,6a544da3ba7f2d703cbf610f71efb05872f8c46a58bff354e97202442d012d1b,0.0,0,0,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.098413536302347,0.33121110730705694,40.175875663757324,0,baseline,True,0,280,26,0.0,0,0,0,timeout_no_goal,timeout_no_goal,280,False,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,0.0,-1,187,0.180470617740422,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[0],1.7193603355051401,0.2789276220786622,5.245238585263673,269090910.9777105,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3c_development__x0p2__task5__init27__rollout0,development,libero_object_temp,x0.2,5,27,0,48233314,x0.2|task5|init27,pick up the tomato sauce and place it in the basket,workspace_calibrated,6a544da3ba7f2d703cbf610f71efb05872f8c46a58bff354e97202442d012d1b,0.0,25,1,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.098413536302347,0.33121110730705694,40.175875663757324,1,workspace_calibrated,True,1,163,9,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,163,96,0.18542866881268402,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.2813764381624062,0.3127294519201721,6.011016231715266,22215817.64958856,3.0,True,True,True,True,True,0.16509663416446918,14.163268327713011,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.09200683778763664,0.3312627561154197,36.91830635070801,True,workspace_calibrated,True,True,True,True,True,True,0.18099648482130012,14.163268327713011,True
p3c_development__x0p2__task5__init28__rollout0,development,libero_object_temp,x0.2,5,28,0,45884469,x0.2|task5|init28,pick up the tomato sauce and place it in the basket,baseline_h8,0f46b831a0f97545533161ca9d201abf76917312713609dae86f7b35b8ed64a3,0.0,0,0,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.10100966404784578,0.32823789238955364,38.231529235839844,0,baseline,True,1,265,25,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,265,173,0.1883499180554639,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.6263404772955337,0.2691015586341095,4.560090974746271,157752646.382434,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3c_development__x0p2__task5__init28__rollout0,development,libero_object_temp,x0.2,5,28,0,45884469,x0.2|task5|init28,pick up the tomato sauce and place it in the basket,workspace_calibrated,0f46b831a0f97545533161ca9d201abf76917312713609dae86f7b35b8ed64a3,0.0,25,1,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.10100966404784578,0.32823789238955364,38.231529235839844,1,workspace_calibrated,True,1,162,9,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,162,96,0.18618075426124164,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.277338827265295,0.31349065848328517,6.462488519990266,28874809.996615145,3.0,True,True,True,True,True,0.16062563678463454,14.163268327713011,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.07601380003676454,0.35452701804355813,32.224961280822754,True,workspace_calibrated,True,True,True,True,True,True,0.17768302888428691,14.163268327713011,True
p3c_development__x0p2__task5__init29__rollout0,development,libero_object_temp,x0.2,5,29,0,46356003,x0.2|task5|init29,pick up the tomato sauce and place it in the basket,baseline_h8,c52026f74b68e6c0833943e95dd3d35c11e1b67bd33b954b15bbb7eb4d16a062,0.0,0,0,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.0919145593012521,0.3387129460153849,37.208876609802246,0,baseline,True,1,232,20,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,232,173,0.1863585648643905,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.6064720549726361,0.2976205027589255,5.176358016996085,87394961.20297557,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3c_development__x0p2__task5__init29__rollout0,development,libero_object_temp,x0.2,5,29,0,46356003,x0.2|task5|init29,pick up the tomato sauce and place it in the basket,workspace_calibrated,c52026f74b68e6c0833943e95dd3d35c11e1b67bd33b954b15bbb7eb4d16a062,0.0,25,1,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.0919145593012521,0.3387129460153849,37.208876609802246,1,workspace_calibrated,True,1,152,7,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,152,96,0.17968705584142936,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.235864870828138,0.28801741817372595,6.318580444288552,19972992.229556013,3.0,True,True,True,True,True,0.16459816981352318,14.163268327713011,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.08319807775282097,0.34775676979690867,32.79934883117676,True,workspace_calibrated,True,True,True,True,True,True,0.18157441990380596,14.163268327713011,True
p3c_development__x0p2__task5__init30__rollout0,development,libero_object_temp,x0.2,5,30,0,40747499,x0.2|task5|init30,pick up the tomato sauce and place it in the basket,baseline_h8,dcabae9703a78cf17b39063c00b8530f7eeeaca0bc9abaf359c456d1550c0235,0.0,0,0,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.09304787762863574,0.3328600966961992,37.78149127960205,0,baseline,True,0,280,26,0.0,1,0,0,target_drop_candidate,target_drop_candidate,209,False,False,False,-1,,tomato_sauce_1,tomato_sauce_1,True,209,tomato_sauce_1,False,-1,,False,-1,False,0.0,0.0,-1,179,0.1968058225431429,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[0],1.6359959740224421,0.260176439380887,4.403277775484439,198739728.05108336,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3c_development__x0p2__task5__init30__rollout0,development,libero_object_temp,x0.2,5,30,0,40747499,x0.2|task5|init30,pick up the tomato sauce and place it in the basket,workspace_calibrated,dcabae9703a78cf17b39063c00b8530f7eeeaca0bc9abaf359c456d1550c0235,0.0,25,1,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.09304787762863574,0.3328600966961992,37.78149127960205,1,workspace_calibrated,True,1,157,8,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,157,96,0.18787149562139985,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.2695036296601017,0.3106448592177698,6.478435863060609,22739581.224975616,3.0,True,True,True,True,True,0.1665229796264745,14.163268327713011,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.07767741371216227,0.3487459686213921,33.39786243438721,True,workspace_calibrated,True,True,True,True,True,True,0.18369054019620948,14.163268327713011,True
p3c_development__x0p2__task5__init31__rollout0,development,libero_object_temp,x0.2,5,31,0,46667095,x0.2|task5|init31,pick up the tomato sauce and place it in the basket,baseline_h8,d8e0598ba8c7932d9d13e2bd68c47b2f5911103ac9815b17f81c584cfe337679,0.0,0,0,0,,tomato sauce,123.0,100.0,-0.12149359199497911,-0.10760004053916691,0.03839259594678879,0.04134020325152576,0.5090752535925002,21.42747402191162,0,baseline,True,1,191,15,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,191,129,0.19013068516192483,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.3679426719765826,0.3114130620132567,4.696491419870196,22967810.87570358,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3c_development__x0p2__task5__init31__rollout0,development,libero_object_temp,x0.2,5,31,0,46667095,x0.2|task5|init31,pick up the tomato sauce and place it in the basket,workspace_calibrated,d8e0598ba8c7932d9d13e2bd68c47b2f5911103ac9815b17f81c584cfe337679,0.0,25,1,0,,tomato sauce,123.0,100.0,-0.12149359199497911,-0.10760004053916691,0.03839259594678879,0.04134020325152576,0.5090752535925002,21.42747402191162,1,workspace_calibrated,True,1,225,16,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,225,134,0.1856994137667407,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.4790705760422553,0.33189243940626106,7.6244932882776615,162906976.32792452,3.0,True,True,True,True,True,0.13422410404801793,14.163268327713011,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.08848537251013297,0.3346279902974409,41.90472221374512,True,workspace_calibrated,True,True,True,True,True,True,0.12494297794521085,14.163268327713011,True
