family,deployable,feature_count,target_variant,alpha,scheme,query_rate,raw_gain,adjusted_gain,rescues,harms,rescue_vs_harm_auc,effect_spearman,worst_cell_adjusted_gain,quintile_monotonic_rho,quintile_top_minus_bottom
relative_object_spatial,True,192,direct_terminal_utility,10.0,leave_one_cell,0.2,-0.0171875,-0.0221874999999999,12,23,0.4118351063829787,-0.0775965937130717,-0.269375,-0.7,-0.1484375
relative_object_spatial,True,192,direct_grounded,10.0,leave_one_cell,0.2,-0.015625,-0.0206249999999999,12,22,0.4122340425531915,-0.0761112301108374,-0.269375,-0.8207826816681233,-0.140625
relative_object_spatial,True,192,potential_success,10.0,leave_one_cell,0.2,-0.0265625,-0.0315624999999999,17,34,0.325531914893617,-0.1933050631433001,-0.2906249999999999,-0.8999999999999998,-0.3203125
object_spatial_only,True,112,direct_success,0.01,leave_one_task,0.2,0.015625,0.0106249999999999,16,6,0.6235372340425532,0.1125135209023371,-0.0349999999999999,0.8999999999999998,0.1796875
object_spatial_only,True,112,direct_terminal_utility,0.01,leave_one_task,0.2,0.0171875,0.0121875,16,5,0.6289893617021277,0.1162283672240986,-0.0362499999999999,0.8207826816681233,0.171875
object_spatial_only,True,112,direct_grounded,0.01,leave_one_task,0.2,0.0171875,0.0121875,16,5,0.6321808510638298,0.1193567885461392,-0.0362499999999999,0.8999999999999998,0.1875
object_spatial_only,True,112,potential_success,0.01,leave_one_task,0.2,0.00625,0.00125,18,14,0.5876329787234043,0.0832226598868648,-0.1174999999999999,0.6155870112510925,0.1484375
object_spatial_only,True,112,direct_success,0.01,leave_one_level,0.2,-0.03125,-0.03625,12,32,0.3753989361702127,-0.1164973506798529,-0.3399999999999999,-0.8999999999999998,-0.1953125
object_spatial_only,True,112,direct_terminal_utility,0.01,leave_one_level,0.2,-0.0265625,-0.0315624999999999,14,31,0.3909574468085106,-0.102584951421768,-0.3406249999999999,-0.8999999999999998,-0.140625
object_spatial_only,True,112,direct_grounded,0.01,leave_one_level,0.2,-0.03125,-0.0362499999999999,14,34,0.3913563829787234,-0.1016736929663193,-0.3393749999999999,-0.7999999999999999,-0.1875
object_spatial_only,True,112,potential_success,0.01,leave_one_level,0.2,-0.0171875,-0.0221874999999999,14,25,0.4006648936170213,-0.0944123716462455,-0.2099999999999999,-0.9746794344808964,-0.1171875
object_spatial_only,True,112,direct_success,0.01,leave_one_cell,0.2,-0.0046875,-0.0096874999999999,16,19,0.5152925531914894,0.0126939658027824,-0.1293749999999999,0.3077935056255462,0.0
object_spatial_only,True,112,direct_terminal_utility,0.01,leave_one_cell,0.2,-0.0046875,-0.0096874999999999,17,20,0.5163563829787234,0.0141201941109272,-0.1549999999999999,-0.0512989176042577,-0.015625
object_spatial_only,True,112,direct_grounded,0.01,leave_one_cell,0.2,-0.003125,-0.0081249999999999,17,19,0.5224734042553192,0.0166699930067726,-0.1549999999999999,0.3077935056255462,0.0
object_spatial_only,True,112,potential_success,0.01,leave_one_cell,0.2,-0.0140625,-0.0190625,16,25,0.4465425531914894,-0.0512349830638525,-0.1549999999999999,-0.3999999999999999,-0.15625
object_spatial_only,True,112,direct_success,0.1,leave_one_task,0.2,0.015625,0.0106249999999999,16,6,0.6242021276595745,0.1130720209020713,-0.0349999999999999,0.8999999999999998,0.1875
object_spatial_only,True,112,direct_terminal_utility,0.1,leave_one_task,0.2,0.01875,0.01375,17,5,0.629654255319149,0.1168689995767349,-0.0362499999999999,0.8999999999999998,0.1875
object_spatial_only,True,112,direct_grounded,0.1,leave_one_task,0.2,0.0171875,0.0121875,16,5,0.6335106382978724,0.120235194060427,-0.035625,0.8999999999999998,0.1875
object_spatial_only,True,112,potential_success,0.1,leave_one_task,0.2,-0.003125,-0.0081249999999999,18,20,0.5283244680851064,0.0286325702069619,-0.0981249999999999,0.6,0.0390625
object_spatial_only,True,112,direct_success,0.1,leave_one_level,0.2,-0.03125,-0.03625,12,32,0.3769946808510638,-0.1149820087688094,-0.3399999999999999,-0.8720815992723809,-0.1875
object_spatial_only,True,112,direct_terminal_utility,0.1,leave_one_level,0.2,-0.0265625,-0.0315624999999999,15,32,0.3924202127659574,-0.1016650690692646,-0.3406249999999999,-0.7999999999999999,-0.140625
object_spatial_only,True,112,direct_grounded,0.1,leave_one_level,0.2,-0.0296875,-0.0346874999999999,15,34,0.3936170212765957,-0.1002105050993685,-0.3149999999999999,-0.7999999999999999,-0.171875
object_spatial_only,True,112,potential_success,0.1,leave_one_level,0.2,-0.028125,-0.033125,13,31,0.389095744680851,-0.1044386786267681,-0.1812499999999999,-0.7,-0.1796875
object_spatial_only,True,112,direct_success,0.1,leave_one_cell,0.2,-0.003125,-0.0081249999999999,16,18,0.5150265957446809,0.0128882088173959,-0.1149999999999999,0.6,0.015625
object_spatial_only,True,112,direct_terminal_utility,0.1,leave_one_cell,0.2,-0.0046875,-0.0096874999999999,17,20,0.5164893617021277,0.0140204033021512,-0.1549999999999999,-0.1999999999999999,-0.0234375
object_spatial_only,True,112,direct_grounded,0.1,leave_one_cell,0.2,-0.003125,-0.0081249999999999,17,19,0.5232712765957447,0.0169677227860427,-0.1549999999999999,0.1999999999999999,-0.0078125
object_spatial_only,True,112,potential_success,0.1,leave_one_cell,0.2,-0.0171875,-0.0221874999999999,15,26,0.419281914893617,-0.0795644848886058,-0.1287499999999999,-0.8999999999999998,-0.1171875
object_spatial_only,True,112,direct_success,1.0,leave_one_task,0.2,0.015625,0.0106249999999999,16,6,0.6275265957446808,0.1157979936948916,-0.0337499999999999,0.8999999999999998,0.1796875
object_spatial_only,True,112,direct_terminal_utility,1.0,leave_one_task,0.2,0.0203125,0.0153125,18,5,0.6336436170212766,0.1196417878107095,-0.025625,1.0,0.1953125
object_spatial_only,True,112,direct_grounded,1.0,leave_one_task,0.2,0.01875,0.01375,17,5,0.6381648936170212,0.1232473981031112,-0.025625,0.8999999999999998,0.1796875
object_spatial_only,True,112,potential_success,1.0,leave_one_task,0.2,-0.0171875,-0.0221874999999999,15,26,0.4339095744680851,-0.0642866352635236,-0.1306249999999999,-0.3999999999999999,-0.140625
object_spatial_only,True,112,direct_success,1.0,leave_one_level,0.2,-0.0265625,-0.0315625,14,31,0.3888297872340425,-0.1034452878184174,-0.3143749999999999,-0.9746794344808964,-0.171875
object_spatial_only,True,112,direct_terminal_utility,1.0,leave_one_level,0.2,-0.025,-0.0299999999999999,15,31,0.4050531914893617,-0.0908100466479599,-0.3143749999999999,-0.7999999999999999,-0.140625
object_spatial_only,True,112,direct_grounded,1.0,leave_one_level,0.2,-0.0265625,-0.0315625,15,32,0.4074468085106383,-0.0892942940751518,-0.3143749999999999,-0.8720815992723809,-0.15625
object_spatial_only,True,112,potential_success,1.0,leave_one_level,0.2,-0.0296875,-0.0346874999999999,14,33,0.3446808510638298,-0.1517452712513137,-0.2099999999999999,-0.8999999999999998,-0.2578125
object_spatial_only,True,112,direct_success,1.0,leave_one_cell,0.2,-0.0015625,-0.0065624999999999,17,18,0.5167553191489361,0.0144787018313448,-0.1037499999999999,0.6,0.015625
object_spatial_only,True,112,direct_terminal_utility,1.0,leave_one_cell,0.2,-0.003125,-0.0081249999999999,18,20,0.5159574468085106,0.0140397044050832,-0.1549999999999999,0.1999999999999999,-0.0234375
object_spatial_only,True,112,direct_grounded,1.0,leave_one_cell,0.2,0.0,-0.0049999999999999,18,18,0.5210106382978723,0.0168412389625734,-0.1293749999999999,0.8207826816681233,0.015625
object_spatial_only,True,112,potential_success,1.0,leave_one_cell,0.2,-0.025,-0.0299999999999999,13,29,0.3571808510638298,-0.142106628976489,-0.2081249999999999,-0.8999999999999998,-0.1953125
object_spatial_only,True,112,direct_success,10.0,leave_one_task,0.2,0.0140625,0.0090625,16,7,0.618218085106383,0.1024223293630218,-0.0343749999999999,0.8207826816681233,0.171875
object_spatial_only,True,112,direct_terminal_utility,10.0,leave_one_task,0.2,0.015625,0.0106249999999999,17,7,0.6202127659574468,0.1064891128169688,-0.0337499999999999,0.8999999999999998,0.1875
object_spatial_only,True,112,direct_grounded,10.0,leave_one_task,0.2,0.0203125,0.0153125,18,5,0.6243351063829787,0.108659870904171,-0.025625,0.7,0.2109375
object_spatial_only,True,112,potential_success,10.0,leave_one_task,0.2,-0.025,-0.0299999999999999,18,34,0.3590425531914893,-0.1516803866925211,-0.2624999999999999,-0.8999999999999998,-0.25
object_spatial_only,True,112,direct_success,10.0,leave_one_level,0.2,-0.0109375,-0.0159374999999999,16,23,0.4251329787234043,-0.0737671727590118,-0.2118749999999999,-0.7181848464596079,-0.0546875
object_spatial_only,True,112,direct_terminal_utility,10.0,leave_one_level,0.2,-0.015625,-0.0206249999999999,16,26,0.4293882978723404,-0.0728908205535465,-0.2374999999999999,-0.9746794344808964,-0.109375
object_spatial_only,True,112,direct_grounded,10.0,leave_one_level,0.2,-0.015625,-0.0206249999999999,18,28,0.4372340425531915,-0.0638969172490031,-0.2887499999999999,-0.8999999999999998,-0.09375
object_spatial_only,True,112,potential_success,10.0,leave_one_level,0.2,-0.0515625,-0.0565625,10,43,0.3095744680851063,-0.1915322363059085,-0.3749999999999999,-0.8999999999999998,-0.3359375
object_spatial_only,True,112,direct_success,10.0,leave_one_cell,0.2,-0.0078125,-0.0128124999999999,15,20,0.5019946808510638,-6.529522055716127e-05,-0.0924999999999999,-0.3162277660168379,-0.0078125
object_spatial_only,True,112,direct_terminal_utility,10.0,leave_one_cell,0.2,-0.003125,-0.0081249999999999,16,18,0.5031914893617021,0.0005096312497574,-0.0781249999999999,-0.0999999999999999,-0.0078125
object_spatial_only,True,112,direct_grounded,10.0,leave_one_cell,0.2,-0.0015625,-0.0065624999999999,17,18,0.5058510638297873,0.0036302499982723,-0.0774999999999999,0.0,-0.015625
object_spatial_only,True,112,potential_success,10.0,leave_one_cell,0.2,-0.0484375,-0.0534374999999999,12,43,0.2473404255319149,-0.2678442800195916,-0.3668749999999999,-1.0,-0.375
relative_object_spatial_context_diagnostic,False,198,direct_success,0.01,leave_one_task,0.2,-0.00625,-0.0112499999999999,9,13,0.4905585106382978,-0.0005001860291737,-0.1299999999999999,-0.3999999999999999,-0.0703125
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,0.01,leave_one_task,0.2,-0.0078125,-0.0128125,9,14,0.4970744680851063,0.0045341165419598,-0.1293749999999999,-0.1538967528127731,-0.015625
relative_object_spatial_context_diagnostic,False,198,direct_grounded,0.01,leave_one_task,0.2,-0.0078125,-0.0128125,8,13,0.5002659574468085,0.0090111510986527,-0.1037499999999999,-0.3077935056255462,-0.015625
relative_object_spatial_context_diagnostic,False,198,potential_success,0.01,leave_one_task,0.2,0.0046875,-0.0003124999999999,13,10,0.5660904255319149,0.0657563937187065,-0.0612499999999999,0.4999999999999999,0.1328125
relative_object_spatial_context_diagnostic,False,198,direct_success,0.01,leave_one_level,0.2,-0.01875,-0.02375,12,24,0.3792553191489362,-0.110465961344488,-0.2081249999999999,-0.8999999999999998,-0.171875
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,0.01,leave_one_level,0.2,-0.01875,-0.0237499999999999,14,26,0.3889627659574468,-0.1004297984816171,-0.1599999999999999,-0.8999999999999998,-0.15625
relative_object_spatial_context_diagnostic,False,198,direct_grounded,0.01,leave_one_level,0.2,-0.0140625,-0.0190625,14,23,0.3908244680851064,-0.1005082348786386,-0.1599999999999999,-0.8999999999999998,-0.1328125
relative_object_spatial_context_diagnostic,False,198,potential_success,0.01,leave_one_level,0.2,-0.0140625,-0.0190625,13,22,0.4018617021276596,-0.0864221256941657,-0.159375,-0.8999999999999998,-0.15625
relative_object_spatial_context_diagnostic,False,198,direct_success,0.01,leave_one_cell,0.2,-0.0015625,-0.0065624999999999,11,12,0.4497340425531915,-0.0373710418939798,-0.1043749999999999,-0.2051956704170308,-0.0546875
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,0.01,leave_one_cell,0.2,-0.00625,-0.0112499999999999,11,15,0.4545212765957447,-0.0342389246160586,-0.1037499999999999,-0.7,-0.0546875
relative_object_spatial_context_diagnostic,False,198,direct_grounded,0.01,leave_one_cell,0.2,-0.0046875,-0.0096874999999999,12,15,0.4538563829787234,-0.0324357088080932,-0.1037499999999999,-0.6324555320336759,-0.0390625
relative_object_spatial_context_diagnostic,False,198,potential_success,0.01,leave_one_cell,0.2,0.0,-0.0049999999999999,12,12,0.5059840425531915,0.01592135661007,-0.0606249999999999,0.0999999999999999,-0.0234375
relative_object_spatial_context_diagnostic,False,198,direct_success,0.1,leave_one_task,0.2,-0.003125,-0.0081249999999999,8,10,0.4841755319148936,-0.0029892069838715,-0.0787499999999999,-0.3,-0.046875
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,0.1,leave_one_task,0.2,-0.0046875,-0.0096874999999999,8,11,0.4912234042553191,0.0018463352932389,-0.0774999999999999,-0.3,-0.0390625
relative_object_spatial_context_diagnostic,False,198,direct_grounded,0.1,leave_one_task,0.2,-0.0046875,-0.0096874999999999,8,11,0.4998670212765957,0.0090407187456975,-0.076875,0.2236067977499789,0.0
relative_object_spatial_context_diagnostic,False,198,potential_success,0.1,leave_one_task,0.2,-0.0015625,-0.0065624999999999,14,15,0.5289893617021276,0.0323938213081131,-0.06,0.1999999999999999,0.1015625
relative_object_spatial_context_diagnostic,False,198,direct_success,0.1,leave_one_level,0.2,-0.015625,-0.0206249999999999,14,24,0.3613031914893617,-0.1243294918525962,-0.2081249999999999,-0.8999999999999998,-0.171875
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,0.1,leave_one_level,0.2,-0.0203125,-0.0253124999999999,12,25,0.3732712765957446,-0.1157881378125434,-0.2087499999999999,-1.0,-0.171875
relative_object_spatial_context_diagnostic,False,198,direct_grounded,0.1,leave_one_level,0.2,-0.0203125,-0.0253124999999999,12,25,0.3726063829787234,-0.1163454058269841,-0.2087499999999999,-0.8999999999999998,-0.1953125
relative_object_spatial_context_diagnostic,False,198,potential_success,0.1,leave_one_level,0.2,-0.01875,-0.0237499999999999,13,25,0.3438829787234042,-0.1508290848546909,-0.1606249999999999,-0.7999999999999999,-0.2421875
relative_object_spatial_context_diagnostic,False,198,direct_success,0.1,leave_one_cell,0.2,0.0015625,-0.0034374999999999,13,12,0.4410904255319149,-0.0438558018173643,-0.0781249999999999,-0.3,-0.0390625
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,0.1,leave_one_cell,0.2,-0.0046875,-0.0096874999999999,11,14,0.4464095744680851,-0.0422377944651931,-0.0774999999999999,-0.3,-0.09375
relative_object_spatial_context_diagnostic,False,198,direct_grounded,0.1,leave_one_cell,0.2,-0.003125,-0.0081249999999999,11,13,0.4445478723404255,-0.0416349429948917,-0.076875,-0.3,-0.0703125
relative_object_spatial_context_diagnostic,False,198,potential_success,0.1,leave_one_cell,0.2,-0.00625,-0.01125,12,16,0.4394946808510638,-0.0461419558603939,-0.059375,-0.6,-0.0703125
relative_object_spatial_context_diagnostic,False,198,direct_success,1.0,leave_one_task,0.2,0.0,-0.0049999999999999,8,8,0.5081117021276595,0.0175455238887089,-0.0706249999999999,0.2051956704170308,0.015625
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,1.0,leave_one_task,0.2,0.0,-0.0049999999999999,9,9,0.5106382978723404,0.0193117801378683,-0.0712499999999999,0.8720815992723809,0.0390625
relative_object_spatial_context_diagnostic,False,198,direct_grounded,1.0,leave_one_task,0.2,-0.0015625,-0.0065624999999999,8,9,0.5171542553191489,0.0253949128555616,-0.0706249999999999,0.4472135954999578,0.03125
relative_object_spatial_context_diagnostic,False,198,potential_success,1.0,leave_one_task,0.2,-0.0125,-0.0174999999999999,17,25,0.4873670212765957,-0.0143103305078955,-0.1837499999999999,-0.3999999999999999,-0.0078125
relative_object_spatial_context_diagnostic,False,198,direct_success,1.0,leave_one_level,0.2,-0.01875,-0.0237499999999999,13,25,0.3402925531914894,-0.1406984697859827,-0.1831249999999999,-1.0,-0.2265625
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,1.0,leave_one_level,0.2,-0.0265625,-0.0315625,12,29,0.3490691489361702,-0.1358805859647461,-0.2093749999999999,-0.8999999999999998,-0.2421875
relative_object_spatial_context_diagnostic,False,198,direct_grounded,1.0,leave_one_level,0.2,-0.0234375,-0.0284374999999999,12,27,0.3513297872340425,-0.1328186918485562,-0.2093749999999999,-0.9746794344808964,-0.21875
relative_object_spatial_context_diagnostic,False,198,potential_success,1.0,leave_one_level,0.2,-0.028125,-0.033125,13,31,0.3341755319148936,-0.1669184021264458,-0.2906249999999999,-1.0,-0.2578125
relative_object_spatial_context_diagnostic,False,198,direct_success,1.0,leave_one_cell,0.2,0.0015625,-0.0034374999999999,11,10,0.4474734042553192,-0.0407577694658974,-0.0712499999999999,0.0,-0.09375
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,1.0,leave_one_cell,0.2,0.0015625,-0.0034374999999999,11,10,0.4420212765957447,-0.0473242510804195,-0.071875,-0.3,-0.0625
relative_object_spatial_context_diagnostic,False,198,direct_grounded,1.0,leave_one_cell,0.2,0.0015625,-0.0034374999999999,10,9,0.4464095744680851,-0.0437900959350426,-0.071875,-0.2051956704170308,-0.078125
relative_object_spatial_context_diagnostic,False,198,potential_success,1.0,leave_one_cell,0.2,-0.0109375,-0.0159375,16,23,0.4030585106382979,-0.0939626970141066,-0.133125,-0.7,-0.15625
relative_object_spatial_context_diagnostic,False,198,direct_success,10.0,leave_one_task,0.2,0.0078125,0.0028125,13,8,0.5555851063829788,0.0600925466625784,-0.0681249999999999,0.6,0.1328125
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,10.0,leave_one_task,0.2,0.0,-0.0049999999999999,10,10,0.5559840425531914,0.055755958429348,-0.1068749999999999,0.1999999999999999,0.1171875
relative_object_spatial_context_diagnostic,False,198,direct_grounded,10.0,leave_one_task,0.2,0.0,-0.0049999999999999,9,9,0.5605053191489362,0.0617027514412238,-0.0812499999999999,0.4999999999999999,0.1171875
relative_object_spatial_context_diagnostic,False,198,potential_success,10.0,leave_one_task,0.2,-0.0109375,-0.0159374999999999,22,29,0.4376329787234042,-0.0726982201859911,-0.3449999999999999,-0.8720815992723809,-0.078125
relative_object_spatial_context_diagnostic,False,198,direct_success,10.0,leave_one_level,0.2,-0.025,-0.0299999999999999,12,28,0.3666223404255319,-0.1188611197963751,-0.1618749999999999,-0.8999999999999998,-0.21875
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,10.0,leave_one_level,0.2,-0.021875,-0.026875,14,28,0.3555851063829787,-0.1284578745712198,-0.1612499999999999,-0.8999999999999998,-0.1640625
relative_object_spatial_context_diagnostic,False,198,direct_grounded,10.0,leave_one_level,0.2,-0.0203125,-0.0253124999999999,14,27,0.3658244680851064,-0.1204483275162079,-0.1612499999999999,-1.0,-0.1796875
relative_object_spatial_context_diagnostic,False,198,potential_success,10.0,leave_one_level,0.2,-0.046875,-0.0518749999999999,13,43,0.2968085106382979,-0.2157456752649736,-0.345,-1.0,-0.3359375
relative_object_spatial_context_diagnostic,False,198,direct_success,10.0,leave_one_cell,0.2,0.0046875,-0.0003124999999999,11,8,0.463031914893617,-0.0206681959460463,-0.0699999999999999,-0.2051956704170308,-0.0234375
relative_object_spatial_context_diagnostic,False,198,direct_terminal_utility,10.0,leave_one_cell,0.2,0.003125,-0.0018749999999999,10,8,0.4507978723404255,-0.0354392889537226,-0.0793749999999999,-0.3590924232298039,-0.046875
relative_object_spatial_context_diagnostic,False,198,direct_grounded,10.0,leave_one_cell,0.2,0.003125,-0.0018749999999999,10,8,0.4603723404255319,-0.0265689948402969,-0.0793749999999999,-0.3,-0.0390625
relative_object_spatial_context_diagnostic,False,198,potential_success,10.0,leave_one_cell,0.2,-0.021875,-0.0268749999999999,17,31,0.3339095744680851,-0.1775208675625765,-0.2931249999999999,-0.9746794344808964,-0.3046875
