quintile,states,mean_effect,mean_score,family,target_variant,alpha,scheme
0,128,0.015625,-0.571492400713378,relative_object_global,direct_success,0.1,leave_one_level
1,128,0.078125,-0.1599577804582496,relative_object_global,direct_success,0.1,leave_one_level
2,128,-0.03125,0.0731884149397127,relative_object_global,direct_success,0.1,leave_one_level
3,128,-0.0625,0.2653234912839508,relative_object_global,direct_success,0.1,leave_one_level
4,128,-0.109375,0.6072957395018275,relative_object_global,direct_success,0.1,leave_one_level
0,128,0.03125,-0.5252565323812507,relative_object_global,direct_terminal_utility,0.1,leave_one_level
1,128,0.0390625,-0.1390544875891658,relative_object_global,direct_terminal_utility,0.1,leave_one_level
2,128,0.0390625,0.0786212180513702,relative_object_global,direct_terminal_utility,0.1,leave_one_level
3,128,-0.09375,0.2584388236925694,relative_object_global,direct_terminal_utility,0.1,leave_one_level
4,128,-0.125,0.5506198214974225,relative_object_global,direct_terminal_utility,0.1,leave_one_level
0,128,0.0390625,-0.6268461472992254,relative_object_global,direct_grounded,0.1,leave_one_level
