id,factor,seed_group,arm,selected,count,fraction
Position_y0.2_t8_i0_g0,Position,0,max_value,0,1,0.06666666666666667
Position_y0.2_t8_i0_g0,Position,0,max_value,1,5,0.3333333333333333
Position_y0.2_t8_i0_g0,Position,0,max_value,2,9,0.6
Position_y0.2_t8_i0_g1,Position,1,action_medoid,0,5,0.38461538461538464
Position_y0.2_t8_i0_g1,Position,1,action_medoid,1,3,0.23076923076923078
Position_y0.2_t8_i0_g1,Position,1,action_medoid,2,5,0.38461538461538464
Position_y0.2_t8_i0_g1,Position,1,decoder_medoid,0,14,0.9333333333333333
Position_y0.2_t8_i0_g1,Position,1,decoder_medoid,2,1,0.06666666666666667
Position_y0.2_t8_i0_g1,Position,1,first,0,15,1.0
Position_y0.2_t8_i0_g1,Position,1,max_value,0,1,0.07692307692307693
Position_y0.2_t8_i0_g1,Position,1,max_value,1,11,0.8461538461538461
Position_y0.2_t8_i0_g1,Position,1,max_value,2,1,0.07692307692307693
Position_y0.2_t8_i0_g2,Position,2,action_medoid,0,4,0.3076923076923077
Position_y0.2_t8_i0_g2,Position,2,action_medoid,1,6,0.46153846153846156
Position_y0.2_t8_i0_g2,Position,2,action_medoid,2,3,0.23076923076923078
Position_y0.2_t8_i0_g2,Position,2,decoder_medoid,0,1,0.07692307692307693
Position_y0.2_t8_i0_g2,Position,2,decoder_medoid,2,12,0.9230769230769231
Position_y0.2_t8_i0_g2,Position,2,first,0,15,1.0
Position_y0.2_t8_i0_g2,Position,2,max_value,0,13,0.8666666666666667
Position_y0.2_t8_i0_g2,Position,2,max_value,1,1,0.06666666666666667
Position_y0.2_t8_i0_g2,Position,2,max_value,2,1,0.06666666666666667
Position_y0.2_t9_i0_g0,Position,0,action_medoid,0,4,0.2222222222222222
Position_y0.2_t9_i0_g0,Position,0,action_medoid,1,8,0.4444444444444444
Position_y0.2_t9_i0_g0,Position,0,action_medoid,2,6,0.3333333333333333
Position_y0.2_t9_i0_g0,Position,0,decoder_medoid,0,1,0.05555555555555555
Position_y0.2_t9_i0_g0,Position,0,decoder_medoid,1,16,0.8888888888888888
Position_y0.2_t9_i0_g0,Position,0,decoder_medoid,2,1,0.05555555555555555
Position_y0.2_t9_i0_g0,Position,0,first,0,18,1.0
Position_y0.2_t9_i0_g0,Position,0,max_value,0,3,0.16666666666666666
Position_y0.2_t9_i0_g0,Position,0,max_value,1,5,0.2777777777777778
Position_y0.2_t9_i0_g0,Position,0,max_value,2,10,0.5555555555555556
Position_y0.2_t9_i0_g1,Position,1,action_medoid,0,7,0.3888888888888889
Position_y0.2_t9_i0_g1,Position,1,action_medoid,1,3,0.16666666666666666
Position_y0.2_t9_i0_g1,Position,1,action_medoid,2,8,0.4444444444444444
Position_y0.2_t9_i0_g1,Position,1,decoder_medoid,0,15,0.8823529411764706
Position_y0.2_t9_i0_g1,Position,1,decoder_medoid,1,2,0.11764705882352941
Position_y0.2_t9_i0_g1,Position,1,first,0,18,1.0
Position_y0.2_t9_i0_g1,Position,1,max_value,0,3,0.16666666666666666
Position_y0.2_t9_i0_g1,Position,1,max_value,1,15,0.8333333333333334
Position_y0.2_t9_i0_g2,Position,2,action_medoid,0,2,0.18181818181818182
Position_y0.2_t9_i0_g2,Position,2,action_medoid,1,5,0.45454545454545453
Position_y0.2_t9_i0_g2,Position,2,action_medoid,2,4,0.36363636363636365
Position_y0.2_t9_i0_g2,Position,2,decoder_medoid,2,11,1.0
Position_y0.2_t9_i0_g2,Position,2,first,0,18,1.0
Position_y0.2_t9_i0_g2,Position,2,max_value,0,14,0.7777777777777778
Position_y0.2_t9_i0_g2,Position,2,max_value,1,1,0.05555555555555555
Position_y0.2_t9_i0_g2,Position,2,max_value,2,3,0.16666666666666666
