id,arm,factor,seed_group,selected_seed,terminal_success,query,t,t_after,selected,num_samples,action_std_mean,action_std_max,action_first_step_l2_std,action_xyz_std_mean,action_rot_std_mean,action_gripper_std_mean,action_pairwise_l2_mean,value_mean,value_std,value_range,future_proprio_std_mean,future_proprio_std_max,future_image_pixel_std_mean,future_image_pixel_std_p95,future_image_pixel_std_max,future_wrist_pixel_std_mean,future_wrist_pixel_std_p95,future_wrist_pixel_std_max,latent_action_across_seed_std_mean,latent_action_across_seed_std_p95,latent_action_across_seed_std_max,latent_future_proprio_across_seed_std_mean,latent_future_proprio_across_seed_std_p95,latent_future_proprio_across_seed_std_max,latent_value_across_seed_std_mean,latent_value_across_seed_std_p95,latent_value_across_seed_std_max,latent_action_copy_std_mean_mean_over_samples,latent_action_copy_std_mean_max_over_samples,latent_action_copy_std_max_mean_over_samples,latent_action_copy_std_max_max_over_samples,latent_action_first_step_copy_l2_std_mean_over_samples,latent_action_first_step_copy_l2_std_max_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_max_over_samples,latent_future_proprio_copy_std_max_mean_over_samples,latent_future_proprio_copy_std_max_max_over_samples,latent_value_element_std_mean_mean_over_samples,latent_value_element_std_mean_max_over_samples,latent_value_element_std_max_mean_over_samples,latent_value_element_std_max_max_over_samples,prediction_error_future_image_mse,prediction_error_future_image_mae,prediction_error_future_image_psnr,prediction_error_future_image_ssim_global,prediction_error_future_wrist_mse,prediction_error_future_wrist_mae,prediction_error_future_wrist_psnr,prediction_error_future_wrist_ssim_global,prediction_error_future_proprio_l2,prediction_error_future_proprio_mae,prediction_error_future_proprio_max_abs,prediction_error_future_proprio_eef_pos_l2,prediction_error_future_proprio_eef_quat_l2,prediction_value_executed_sample,actual_object_state_delta_l2_mean,actual_object_state_delta_l2_max,actual_object_state_num_keys,actual_object_state_delta_l2__alphabet_soup_1_pos,actual_object_state_delta_l2__alphabet_soup_1_quat,actual_object_state_delta_l2__basket_1_pos,actual_object_state_delta_l2__basket_1_quat,actual_object_state_delta_l2__salad_dressing_1_pos,actual_object_state_delta_l2__salad_dressing_1_quat,actual_object_state_delta_l2__cream_cheese_1_pos,actual_object_state_delta_l2__cream_cheese_1_quat,actual_object_state_delta_l2__milk_1_pos,actual_object_state_delta_l2__milk_1_quat,actual_object_state_delta_l2__tomato_sauce_1_pos,actual_object_state_delta_l2__tomato_sauce_1_quat,actual_object_state_delta_l2__butter_1_pos,actual_object_state_delta_l2__butter_1_quat,actual_object_state_delta_l2__orange_juice_1_pos,actual_object_state_delta_l2__orange_juice_1_quat,actual_object_state_delta_l2__ketchup_1_pos,actual_object_state_delta_l2__ketchup_1_quat,actual_object_state_delta_l2__bbq_sauce_1_pos,actual_object_state_delta_l2__bbq_sauce_1_quat,actual_object_state_delta_l2__chocolate_pudding_1_pos,actual_object_state_delta_l2__chocolate_pudding_1_quat,actual_object_state_delta_l2__bigger_alphabet_soup_1_pos,actual_object_state_delta_l2__bigger_alphabet_soup_1_quat,actual_object_state_delta_l2__red_basket_1_pos,actual_object_state_delta_l2__red_basket_1_quat,actual_object_state_delta_l2__red_cream_cheese_1_pos,actual_object_state_delta_l2__red_cream_cheese_1_quat,actual_object_state_delta_l2__red_salad_dressing_1_pos,actual_object_state_delta_l2__red_salad_dressing_1_quat,actual_object_state_delta_l2__green_bbq_sauce_1_pos,actual_object_state_delta_l2__green_bbq_sauce_1_quat,actual_object_state_delta_l2__blue_ketchup_1_pos,actual_object_state_delta_l2__blue_ketchup_1_quat,actual_object_state_delta_l2__yellow_tomato_sauce_1_pos,actual_object_state_delta_l2__yellow_tomato_sauce_1_quat,actual_object_state_delta_l2__green_butter_1_pos,actual_object_state_delta_l2__green_butter_1_quat,actual_object_state_delta_l2__yellow_milk_1_pos,actual_object_state_delta_l2__yellow_milk_1_quat,actual_object_state_delta_l2__green_chocolate_pudding_1_pos,actual_object_state_delta_l2__green_chocolate_pudding_1_quat
Environment_base_t0_i0_g0,action_medoid,Environment,0,1,False,0,0,16,0,3.0,0.003004884347319603,0.02256123162806034,0.0068711102940142155,0.005707261618226767,0.0009442816372029483,0.0010795617708936334,0.020311420783400536,0.08744558691978455,0.0004650258051697165,0.0011382699012756348,0.000994805246591568,0.0033087071496993303,1.1800767183303833,4.714045524597168,50.10877227783203,1.4876800775527954,5.099019527435303,47.51841735839844,0.006730315741151571,0.01567920483648777,0.034369878470897675,0.005137477535754442,0.01009881217032671,0.01955246552824974,0.005278248339891434,0.010457375086843967,0.019297117367386818,0.007500716019421816,0.007519200909882784,0.009480806067585945,0.009715713560581207,0.020299804707368214,0.02124932035803795,0.007329540327191353,0.007430463097989559,0.007532485915968816,0.0076035065576434135,0.007537018973380327,0.007585661485791206,0.007537018973380327,0.007585661485791206,657.6774291992188,12.84130573272705,19.950674232848183,0.8243548601473253,249.64739990234375,7.974443435668945,24.15753313665025,0.7422175453633425,0.018052440136671066,0.004855362698435783,0.011360973119735718,0.014818317256867886,0.00988299772143364,0.08800235390663147,1.1682801448312453e-10,1.4644809832456887e-09,14.0,2.014969021802635e-13,1.878467870740691e-12,3.552713678800501e-15,9.992116394165423e-16,3.0451107190609577e-12,2.5118315583855237e-11,0.0,5.437183473804664e-18,1.4644809832456887e-09,1.4086163305969961e-10,1.3877787807814457e-15,2.485051927411559e-16,0.0,1.7360430460386998e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment_base_t0_i0_g0,action_medoid,Environment,0,1,False,1,16,32,0,3.0,0.0016045223455876112,0.007504465524107218,0.007454719394445419,0.0028918124735355377,0.0005804562824778259,0.0008148502092808485,0.009838421829044819,0.08926524966955185,0.00016071983554866165,0.00036138296127319336,0.0003925794444512576,0.0006990170804783702,0.5719997882843018,2.054804563522339,20.072092056274414,0.6837801337242126,2.054804563522339,24.055492401123047,0.0055770897306501865,0.011121505871415138,0.020847897976636887,0.004977473523467779,0.00982609298080206,0.018477831035852432,0.00517651392146945,0.01032111793756485,0.02187570556998253,0.007733167925228675,0.00784910935908556,0.010139085973302523,0.010307563468813896,0.021451105053226154,0.022120224311947823,0.007296303131928046,0.0074395122937858105,0.007544003116587798,0.007572793867439032,0.0075394632294774055,0.00757945142686367,0.0075394632294774055,0.00757945142686367,936.817626953125,16.2135009765625,18.414253071378752,0.7866055651590282,372.2237243652344,9.654529571533203,22.422763106316008,0.685206185425382,0.023612340912222862,0.00538569875061512,0.01742488145828247,0.017486976459622383,0.01540750078856945,0.08940085768699646,1.002071834924386e-15,9.717464460716279e-15,14.0,0.0,2.4843706764896286e-16,0.0,3.793158427229846e-18,2.4209108721361367e-15,9.717464460716279e-15,0.0,3.261310363786572e-18,0.0,0.0,1.3877787807814457e-15,2.465432829482394e-16,0.0,8.167559193238788e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment_base_t0_i0_g0,action_medoid,Environment,0,999,False,2,32,48,1,3.0,0.001819273573346436,0.006562900263816118,0.008620989508926868,0.0035441406071186066,0.00041318577132187784,0.0008629364892840385,0.011165990494191647,0.106548011302948,0.00026894835173152387,0.0006521642208099365,0.0005146522889845073,0.0010316272964701056,0.6301609873771667,2.1602468490600586,21.452791213989258,0.7711181044578552,2.054804563522339,40.002777099609375,0.005649401806294918,0.011252440512180328,0.019072314724326134,0.0050089177675545216,0.009885395877063274,0.019178040325641632,0.005091918166726828,0.010005028918385506,0.02065788023173809,0.007681787634889285,0.007817616686224937,0.009827928617596626,0.009991894476115704,0.020594224333763123,0.021293576806783676,0.007379940090080102,0.007455131039023399,0.0076790968887507915,0.007798709906637669,0.007364855458339055,0.007446807809174061,0.007364855458339055,0.007446807809174061,896.9494018554688,15.66031551361084,18.603124162795133,0.806615501576688,282.3509216308594,8.958890914916992,23.622911511979048,0.7586969830713984,0.045228779315948486,0.010504987090826035,0.0376245379447937,0.041205812245607376,0.01738332398235798,0.10624882578849792,7.069166524731895e-05,0.0008680966741462228,14.0,0.0,2.507635639414701e-16,0.0,3.5893478634721755e-18,1.788165883588841e-15,1.3526280465407937e-14,0.0,9.073517927989585e-19,0.00012158663929903698,0.0008680966741462228,1.3877787807814457e-15,2.476560793600358e-16,0.0,4.782231981469876e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment_base_t0_i0_g0,action_medoid,Environment,0,1,False,3,48,64,0,3.0,0.002828730270266533,0.01817820966243744,0.020896637812256813,0.004829358775168657,0.0007121732924133539,0.0031765159219503403,0.018257558345794678,0.11973186582326889,0.0042520370334386826,0.010386139154434204,0.0018698173807933927,0.007382669020444155,0.6428748965263367,2.1602468490600586,22.553640365600586,0.8387720584869385,2.494438409805298,32.1696891784668,0.006678468082100153,0.015155169181525707,0.035263702273368835,0.005674698390066624,0.011589348316192627,0.02082146890461445,0.009623308666050434,0.01628592051565647,0.024518096819519997,0.008339853646854559,0.008662732318043709,0.018914310882488888,0.024997873231768608,0.020987659071882565,0.02117191255092621,0.007631810226788123,0.007745446637272835,0.008091568325956663,0.008305162191390991,0.008324774913489819,0.00857279822230339,0.008324774913489819,0.00857279822230339,1365.3128662109375,19.29781150817871,16.778481779896282,0.705355521466318,425.3343200683594,11.804561614990234,21.84349933679514,0.5725048692715112,0.3625248372554779,0.07139097899198532,0.3301694691181183,0.10875298827886581,0.046064481139183044,0.11476370692253113,0.0004494849964659598,0.005679148128350668,14.0,0.0,2.523176763590825e-16,0.0,3.878959614448864e-18,2.130107642973892e-05,0.0001491962507726519,0.0,2.276221089128595e-18,0.00044314449496848246,0.005679148128350668,1.3877787807814457e-15,2.462990453602519e-16,0.0,3.184498994232241e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment_base_t0_i0_g0,action_medoid,Environment,0,998,False,4,64,80,2,3.0,0.005863295402377844,0.367705762386322,0.005482544656842947,0.004847246687859297,0.0004783805925399065,0.025066187605261803,0.04817800596356392,0.18258853256702423,0.04167328402400017,0.09965121746063232,0.0014455554774031043,0.004047061782330275,0.7510855197906494,2.8284270763397217,21.76133155822754,0.8237095475196838,2.8284270763397217,18.372684478759766,0.009742231108248234,0.015000014565885067,0.41939935088157654,0.005496895406395197,0.01082511804997921,0.02309577353298664,0.0834813341498375,0.09436053782701492,0.11383721232414246,0.008694521772364775,0.009077725932002068,0.029924426538248856,0.06420190632343292,0.022795625030994415,0.023142918944358826,0.00832003572334846,0.008441031910479069,0.0092319097990791,0.00936172530055046,0.010720142784217993,0.014380272477865219,0.010720142784217993,0.014380272477865219,1218.8070068359375,18.048974990844727,17.27145418581603,0.7364033857088748,369.81048583984375,10.425880432128906,22.45101139610416,0.6430707132786424,0.08913765847682953,0.02202368900179863,0.05614107847213745,0.0788978710770607,0.024333907291293144,0.23880168795585632,7.2193008594779e-05,0.0008977404410136174,14.0,0.0,2.458798425591555e-16,0.0,3.5893478634721755e-18,0.00011155456974911758,0.0008977404410136174,0.0,6.221839304765692e-18,2.075646506897274e-07,1.1995449115887492e-06,1.3877787807814457e-15,2.459551759139316e-16,0.0,3.1439140424384568e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment_base_t0_i0_g0,action_medoid,Environment,0,998,False,5,80,96,2,3.0,0.02717660367488861,0.9494569301605225,0.027289776131510735,0.021578004583716393,0.0012249036226421595,0.12182747572660446,0.23404185473918915,0.13980428874492645,0.007784899789839983,0.01805737614631653,0.011819414794445038,0.05552991107106209,0.9311593174934387,3.5590262413024902,38.9957275390625,1.1600136756896973,4.242640495300293,48.0069465637207,0.03126399219036102,0.07085222750902176,0.968938410282135,0.015176092274487019,0.05623785778880119,0.07500327378511429,0.0161946602165699,0.023227937519550323,0.034283291548490524,0.009060132938126722,0.00923396646976471,0.02526603639125824,0.029120467603206635,0.02270461494723956,0.02309919148683548,0.008408723709483942,0.00901268795132637,0.009509028246005377,0.009992294944822788,0.008374294266104698,0.008833079598844051,0.008374294266104698,0.008833079598844051,1392.2333984375,19.454360961914062,16.693683129809006,0.6988963455486487,401.2886047363281,10.929162979125977,22.096235334799424,0.6239087592473274,0.4595571756362915,0.08902403712272644,0.381534218788147,0.09821407496929169,0.039900146424770355,0.14706382155418396,0.00019653952432015912,0.001619007912439476,14.0,0.0,2.4586913340682563e-16,0.0,4.422694427346622e-18,0.00011058187914408433,0.0009024975324349027,0.0,6.677744228720465e-19,0.00011946601646187018,0.001619007912439476,1.3877787807814457e-15,2.4924918968695185e-16,0.0,6.668598059580866e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment_base_t0_i0_g0,action_medoid,Environment,0,998,False,6,96,112,2,3.0,0.00332871126011014,0.017705688253045082,0.010417234152555466,0.006606264039874077,0.000626925437245518,0.0016014091670513153,0.021347789093852043,0.39692965149879456,0.013200740329921246,0.030171245336532593,0.0007744404720142484,0.0015574637800455093,0.8711990118026733,3.265986442565918,29.223278045654297,0.9762142300605774,3.0912060737609863,28.405790328979492,0.0069082654081285,0.015077312476933002,0.02778945118188858,0.005175534635782242,0.01016581803560257,0.019048787653446198,0.02671687863767147,0.03382572904229164,0.04458361119031906,0.008526761395235857,0.008571786805987358,0.014499970711767673,0.015546164475381374,0.02519584633409977,0.026019731536507607,0.008116265137990316,0.008133799768984318,0.008853745957215628,0.009082930162549019,0.008267305480937162,0.008917246013879776,0.008267305480937162,0.008917246013879776,1224.7637939453125,18.467288970947266,17.250280214551182,0.7328192373410579,335.2967224121094,10.016289710998535,22.876510527277635,0.6859151755867157,0.09333290904760361,0.02436751313507557,0.05511051416397095,0.07722701877355576,0.04630765691399574,0.4086580276489258,0.0001237846416614796,0.001541433677982976,14.0,0.0,2.407053844786232e-16,0.0,4.5998802500501224e-18,0.0001915513052524115,0.001541433677982976,0.0,6.254999322886831e-19,5.3944623161820135e-15,1.797413017553602e-14,1.3877787807814457e-15,3.203936111033422e-16,0.0,4.442320174810409e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment_base_t0_i0_g0,action_medoid,Environment,0,999,False,7,112,128,1,3.0,0.0026161293499171734,0.02032632939517498,0.016900207847356796,0.004492074716836214,0.0005967182805761695,0.003046527272090316,0.017403187230229378,0.16446678340435028,0.018367506563663483,0.04467609524726868,0.002334033139050007,0.010992337018251419,1.0538864135742188,3.858612298965454,46.953880310058594,1.3669958114624023,4.546060562133789,33.95094299316406,0.006377801764756441,0.013717780821025372,0.03962899371981621,0.0060936808586120605,0.013340930454432964,0.02678152360022068,0.037027645856142044,0.044805899262428284,0.057622916996479034,0.008220103258887926,0.008307946845889091,0.015573600927988688,0.018935827538371086,0.022256496051947277,0.02265392802655697,0.008067150600254536,0.008213824592530727,0.00922447256743908,0.00934002734720707,0.009130973368883133,0.010327433235943317,0.009130973368883133,0.010327433235943317,1413.9420166015625,19.712890625,16.626487607325668,0.6950493213354085,442.6263427734375,11.676717758178711,21.670431036022574,0.5908616574098698,0.5963059663772583,0.11469043791294098,0.474977970123291,0.10496173799037933,0.04722297191619873,0.16753482818603516,0.00012242634191488865,0.0015290436338335142,14.0,0.0,2.431043360765696e-16,0.0,3.9865628833767725e-18,0.00018492515297301239,0.0015290436338335142,0.0,1.1908602961658441e-18,0.0,0.0,1.3877787807814457e-15,2.7623054346394075e-16,0.0,2.3417699841741916e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment_base_t0_i0_g0,action_medoid,Environment,0,999,False,8,128,144,1,3.0,0.008338400162756443,0.5801987648010254,0.014644265174865723,0.006165570113807917,0.0007772808894515038,0.0375402458012104,0.07085457444190979,0.41564038395881653,0.00041827181121334434,0.0010242760181427002,0.0009638071060180664,0.0017406651750206947,1.0653406381607056,4.027681827545166,34.185768127441406,1.4060609340667725,5.3541259765625,34.29609680175781,0.012044528499245644,0.015192362479865551,0.6232929825782776,0.005249432288110256,0.010369248688220978,0.02050991728901863,0.004900956526398659,0.009670842438936234,0.020231857895851135,0.009109078285594782,0.00957182701677084,0.031090845664342243,0.06297916173934937,0.026421314105391502,0.028062840923666954,0.008180820693572363,0.008254642598330975,0.008661545813083649,0.008729306980967522,0.007047015863160293,0.007261017337441444,0.007047015863160293,0.007261017337441444,1147.7421875,17.832143783569336,17.53236015593814,0.7518130641686652,373.6558837890625,11.014303207397461,22.406085355844233,0.6429099754718663,0.08942277729511261,0.02192327380180359,0.05259081721305847,0.07086645066738129,0.05041656643152237,0.41615939140319824,0.00014996278278879026,0.0018690687604172194,14.0,0.0,2.4132304350429965e-16,0.0,3.705370968959021e-18,0.000230410198623794,0.0018690687604172194,0.0,5.798553096575471e-19,0.0,0.0,1.3877787807814457e-15,4.1647139546851414e-16,0.0,9.64551906544091e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment_base_t0_i0_g0,action_medoid,Environment,0,999,False,9,144,160,1,3.0,0.003268398344516754,0.10798774659633636,0.020238693803548813,0.0038132891058921814,0.0007311662775464356,0.009245422668755054,0.02458241581916809,0.1777448058128357,0.026837140321731567,0.06425851583480835,0.002042999491095543,0.010753418318927288,0.8567323088645935,3.0912060737609863,33.479679107666016,0.9036003947257996,2.1602468490600586,34.17926788330078,0.007105183321982622,0.014112360775470734,0.14436820149421692,0.005930891260504723,0.012938850559294224,0.025720680132508278,0.05389482155442238,0.06259781867265701,0.07591746747493744,0.008461508279045423,0.008636143989861012,0.024818291266759235,0.036554716527462006,0.023341866830984753,0.023790964856743813,0.008039599594970545,0.008158077485859394,0.00917888805270195,0.00933633092790842,0.009842763965328535,0.011752386577427387,0.009842763965328535,0.011752386577427387,1424.835693359375,19.82355499267578,16.593155748262173,0.6936412385668557,409.3150634765625,11.077999114990234,22.010226331677423,0.6221177424218071,0.6335490345954895,0.11860207468271255,0.48582717776298523,0.09492448717355728,0.03964689001441002,0.18574970960617065,0.00015164169493818235,0.0018948275607899047,14.0,0.0,2.449713482021666e-16,0.0,4.260238582133179e-18,0.00022815616834276332,0.0018948275607899047,0.0,9.140082268302865e-19,0.0,0.0,1.3877787807814457e-15,2.4571800812974913e-16,0.0,1.042475559519635e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
