planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
frozen_factor_ridge,0.0,60,3,0.05,278.03333333333336,17.883333333333333,0.9323529411764705,0.49055748555427797,0.4949391750413478,-0.0030107335881530066
max_value,0.0,60,0,0.0,280.0,18.0,0.0,0.4071914069354534,0.4071914069354534,0.0
