planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
max_value,0.0,120,45,0.375,222.8,14.383333333333333,0.0,0.4449538441487153,0.4449538441487153,0.0
frozen_factor_ridge,0.0,120,41,0.3416666666666667,229.65,14.825,0.732460529666412,0.44799576978972505,0.453429687168255,-0.0045443216855275545
