planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
frozen_factor_ridge,0.0,120,120,1.0,133.11666666666667,8.775,0.674537037037037,0.5513688646519074,0.5521294820660518,-0.0026330200843052726
max_value,0.0,120,120,1.0,133.975,8.866666666666667,0.0,0.5541859318246996,0.5541859318246996,0.0
