group_id,split,factor,suite,task_id,ensemble_jrd,ensemble_epistemic_mean,ensemble_epistemic_max,ensemble_aleatoric_mean,ensemble_aleatoric_max,ensemble_total_mean,value_std,value_range,action_std_mean,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,cosmos_visual_residual_rms,cosmos_proprio_residual_l2,target_standardized_residual_rms,ensemble_mean_residual_error
libero_object_env|task1|init20|rollout0|seed10200000,ood_test,Environment,libero_object_env,1,0.0,0.21850389,0.83603144,0.21667275,1.0317769,0.40546978,0.005239099729806185,0.012781202793121338,0.0036922660656273365,0.011007609777152538,0.02238824963569641,0.0014538726536557078,1.5090457201004028,1.3981623649597168,0.007957984693348408,0.0057724472135305405,0.011727814562618732,0.019765848,1.4558823,1.1086468,1.1087275
libero_object_env|task1|init20|rollout1|seed10200097,ood_test,Environment,libero_object_env,1,0.0,0.2273408,0.79125214,0.27068087,0.83282375,0.41663018,0.0013985985424369574,0.003915309906005859,0.006861045956611633,0.023851728066802025,0.043275799602270126,0.00136504415422678,2.117701292037964,1.9525291919708252,0.011097530834376812,0.00574657553806901,0.006032172590494156,0.021258684,1.457401,1.2759769,1.183019
libero_object_env|task1|init21|rollout0|seed10200194,ood_test,Environment,libero_object_env,1,0.0,0.38143042,1.1180936,0.22368512,1.0393174,0.4343152,0.0052361078560352325,0.013115495443344116,0.014150254428386688,0.01331675611436367,0.10401711612939835,0.0019918514881283045,1.7297260761260986,2.0921313762664795,0.018266037106513977,0.006047505885362625,0.011695882305502892,0.020291343,1.4682285,1.292393,1.3236533
libero_object_env|task1|init21|rollout1|seed10200291,ood_test,Environment,libero_object_env,1,0.0,0.247897,0.9027464,0.2406432,0.9293925,0.37712595,0.005126785021275282,0.011687159538269043,0.005152521189302206,0.009864520281553268,0.03129836916923523,0.0018724144902080297,1.388088345527649,2.2048118114471436,0.009543685242533684,0.006049241870641708,0.011571120470762253,0.019431561,1.4666928,1.2182164,1.2526478
libero_object_env|task1|init22|rollout0|seed10200388,ood_test,Environment,libero_object_env,1,0.0,0.33506653,1.2552168,0.16511622,0.87278044,0.38452712,0.07474996149539948,0.1888924241065979,0.006077483296394348,0.011687221936881542,0.03643453121185303,0.0017561340937390924,1.5493955612182617,2.4433515071868896,0.010846221819519997,0.005940387956798077,0.14962367713451385,0.021495845,1.4655081,1.2067748,1.1899707
libero_object_env|task1|init22|rollout1|seed10200485,ood_test,Environment,libero_object_env,1,0.0,0.30369663,1.1357298,0.15805538,0.88625395,0.35772204,0.07267021387815475,0.1748633086681366,0.004726695362478495,0.010303026996552944,0.027791475877165794,0.0013738209381699562,1.1285096406936646,1.7243704795837402,0.00920427031815052,0.005709310993552208,0.1454438418149948,0.022271434,1.4653986,1.2375919,1.1687362
libero_object_env|task1|init23|rollout0|seed10200582,ood_test,Environment,libero_object_env,1,0.0,0.26624462,1.192849,0.113672726,0.80464906,0.36816922,0.008987603709101677,0.024911582469940186,0.0037030738312751055,0.01350020244717598,0.024213984608650208,0.0012867177138105035,1.4669777154922485,1.9456297159194946,0.007810843177139759,0.005685943644493818,0.0188111811876297,0.018970486,1.4715223,1.1852305,1.2241166
libero_object_env|task1|init23|rollout1|seed10200679,ood_test,Environment,libero_object_env,1,0.0,0.26748222,1.3184783,0.11849929,0.98090136,0.38035762,0.020540494471788406,0.05648106336593628,0.0039977882988750935,0.021010655909776688,0.02720259316265583,0.0011997584952041507,1.5305225849151611,2.1561851501464844,0.008182990364730358,0.00571161275729537,0.041446879506111145,0.01858558,1.4707266,1.1781706,1.2060382
libero_object_env|task1|init24|rollout0|seed10200776,ood_test,Environment,libero_object_env,1,0.0,0.23796882,1.0769606,0.11210111,0.41474372,0.31984857,0.01774407923221588,0.04637843370437622,0.0033370894379913807,0.00934585090726614,0.019265608862042427,0.0009413798106834292,1.0873379707336426,1.6515488624572754,0.007494078483432531,0.005646431818604469,0.03587656468153,0.018898912,1.4667853,1.1167521,1.1281903
libero_object_env|task1|init24|rollout1|seed10200873,ood_test,Environment,libero_object_env,1,0.0,0.23541826,1.037992,0.1326111,0.52735466,0.34039095,0.019794154912233353,0.055479973554611206,0.0036740012001246214,0.01160774752497673,0.02234611101448536,0.0010480723576620221,1.1497474908828735,2.0729048252105713,0.007727419957518578,0.0056470646522939205,0.039991334080696106,0.019269658,1.4657444,1.1482826,1.1229912
