scope,metric,factor,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high,balanced_average_precision,balanced_average_precision_ci_low,balanced_average_precision_ci_high,id_groups,ood_groups
matched_query,ensemble_aleatoric_mean,All OOD,0.3187962435970404,0.25739897552646557,0.38284362549800793,0.7717753309029816,0.741553813332596,0.8055712275371497,0.4501317272025623,0.40820647812883487,0.4953570373078086,56,251
matched_query,ensemble_aleatoric_max,Environment,0.22456320657759507,0.15853031860226105,0.30081577595066794,0.571836158888132,0.5424855627936168,0.6147517608290086,0.35816374608213464,0.3368241937342757,0.39524034897812144,56,139
matched_query,ensemble_aleatoric_max,Object,0.1578185328185328,0.08541264478764478,0.23746380308880308,0.2587804248150684,0.24685121131266505,0.27869730619193467,0.34064531310296503,0.3248012837261606,0.3657910734496989,56,37
matched_query,ensemble_aleatoric_max,Position,0.5504761904761905,0.4526130952380953,0.6447916666666667,0.634651463412736,0.548750597852071,0.7248219680304829,0.5666936236999206,0.48040035137270226,0.6629644526983608,56,75
matched_query,ensemble_aleatoric_max,All OOD,0.3121087080250427,0.24893106146841207,0.38375426863972684,0.7508624346304038,0.7161098312053006,0.7863798259698835,0.4079268112495569,0.3738414947061452,0.4631470463949764,56,251
matched_query,ensemble_total_mean,Environment,0.6623843782117164,0.5709725077081192,0.7513424974306269,0.7846447679519915,0.724218829367435,0.8536366008750043,0.5973513442878926,0.5212043565580995,0.7153027167118229,56,139
matched_query,ensemble_total_mean,Object,0.33542471042471045,0.2277750965250965,0.45082046332046327,0.3047107034634673,0.2787191862019246,0.3466600020720982,0.39318616127980904,0.3575431001858682,0.43880989326542574,56,37
matched_query,ensemble_total_mean,Position,0.604047619047619,0.5138035714285715,0.6980952380952381,0.7135465289208283,0.6379554171681601,0.7815443919413629,0.6586259699991999,0.5721888271546394,0.7438068169629166,56,75
matched_query,ensemble_total_mean,All OOD,0.5967558338076266,0.5083932128628343,0.6796723819009675,0.8627874200278435,0.8279486721445248,0.8986895294556059,0.5942281434030249,0.531990136647773,0.678482474309837,56,251
matched_query,value_std,Environment,0.7474306269270298,0.672658658787256,0.8136112538540596,0.8932237577782757,0.8585627813876133,0.9252121402967352,0.7912719454664746,0.7298441543991797,0.8528958993509737,56,139
matched_query,value_std,Object,0.7263513513513513,0.6187138030888031,0.8267495173745173,0.5766007294986214,0.4671761870819799,0.7298122317202685,0.6719128100925819,0.57266643278745,0.7849765492257661,56,37
matched_query,value_std,Position,0.6209523809523809,0.5233333333333333,0.710952380952381,0.7153595386853919,0.6269082263634134,0.7958683927295082,0.6569014160804206,0.5627398743387345,0.7578272886612364,56,75
matched_query,value_std,All OOD,0.7065310187820149,0.642638375071144,0.7720048377916904,0.9193426107116816,0.8917700799874695,0.9418665566896325,0.7416070464153668,0.6785304192594697,0.8077315137532481,56,251
matched_query,value_range,Environment,0.7496145940390545,0.6790724563206577,0.8109166238437822,0.8943503719995417,0.8581938046330965,0.9264277464501518,0.7933100184289648,0.7277277289677223,0.8574099529677528,56,139
matched_query,value_range,Object,0.7263513513513513,0.6235279922779923,0.8248431467181466,0.570812420768014,0.4589901186920167,0.7231165495027045,0.6670279741335143,0.5645558957432113,0.7978894120626411,56,37
matched_query,value_range,Position,0.6245238095238095,0.5316607142857143,0.7223928571428571,0.7168962971707811,0.6387716638667432,0.805169924661095,0.6585043471101406,0.5647691344709383,0.7639247790000716,56,75
matched_query,value_range,All OOD,0.7088076266363119,0.6424871940808196,0.7720048377916904,0.9199422700287558,0.8945110396397883,0.940926926426523,0.7429960496597988,0.6713773885120249,0.8141873111713908,56,251
matched_query,action_std_mean,Environment,0.6980986639260021,0.6102871274409044,0.7800969938335046,0.8145247090669548,0.7498603292406257,0.8800614440628719,0.6436814918622571,0.5555165087520767,0.7605692618151679,56,139
matched_query,action_std_mean,Object,0.708011583011583,0.5926158301158302,0.810340250965251,0.5625208805931563,0.4503709142482806,0.7037967211240156,0.6563136293106719,0.5519692160183886,0.7699327809770853,56,37
matched_query,action_std_mean,Position,0.685,0.590952380952381,0.7804821428571428,0.719572820040396,0.633443714593429,0.8150357515766525,0.6611286541224787,0.5662301341992987,0.7680246249985393,56,75
matched_query,action_std_mean,All OOD,0.6956459874786568,0.6157957455890722,0.7765420461013091,0.8886896144956442,0.8501967719897335,0.9263981065190945,0.6491235131335827,0.5696907801604095,0.7512637765448102,56,251
matched_query,action_first_step_l2_std,Environment,0.46158787255909556,0.3760984069886948,0.5519141829393628,0.698682846308751,0.6420963305452763,0.7639075564501516,0.48476267928951583,0.42624375090082656,0.5689503373793755,56,139
matched_query,action_first_step_l2_std,Object,0.6665057915057915,0.5525820463320463,0.772273166023166,0.609372749711101,0.4766938480252955,0.7350956659271594,0.693617147318077,0.5691541655362194,0.7967495566530327,56,37
matched_query,action_first_step_l2_std,Position,0.5102380952380953,0.40305357142857146,0.6095476190476191,0.6572309618658579,0.5661957900697127,0.7402315472272908,0.5948356963800582,0.5115262059480165,0.6954912940792942,56,75
matched_query,action_first_step_l2_std,All OOD,0.5063318155947638,0.4284238047808765,0.5786568013659646,0.8410984606125583,0.8038595062085765,0.8748402586361403,0.5516015228055691,0.48761437554881937,0.6399860291569679,56,251
matched_query,action_pairwise_l2_mean,Environment,0.6930883864337102,0.6053410842754368,0.7826310380267215,0.8121599113941328,0.7509192967152606,0.8768642964048708,0.6398780470503702,0.5578604695677053,0.7425389121717924,56,139
matched_query,action_pairwise_l2_mean,Object,0.6867760617760618,0.5752775096525096,0.7924710424710425,0.5473667065010999,0.4352382933896602,0.6813689995652309,0.6424156826454313,0.5447370670392121,0.7497927586576771,56,37
matched_query,action_pairwise_l2_mean,Position,0.6754761904761905,0.5709404761904763,0.7738392857142857,0.7103732600731518,0.6225830076430442,0.8062351283970662,0.6508303503254278,0.5587206426598437,0.7512830686911941,56,75
matched_query,action_pairwise_l2_mean,All OOD,0.6868952760387024,0.6071232925441092,0.7668717985202049,0.8856553616393309,0.8456304204625634,0.9258451675563173,0.6418385821856945,0.5629864446832904,0.7464160808419722,56,251
matched_query,future_proprio_std_mean,Environment,0.6190904419321686,0.5341373329907503,0.7069790596094553,0.7905608010349535,0.7300081008354852,0.850633020853076,0.6079606730081173,0.5226564650209159,0.7031329170692361,56,139
matched_query,future_proprio_std_mean,Object,0.6549227799227799,0.5429295366795367,0.7557915057915058,0.49460606873364565,0.4072981625360133,0.6301530414601552,0.5956758231509818,0.5060420209597468,0.721403032085544,56,37
matched_query,future_proprio_std_mean,Position,0.6966666666666667,0.598952380952381,0.7950178571428572,0.739031096782388,0.6472834574205842,0.8331438575512351,0.6828083217666803,0.5859479160456572,0.7961944938579418,56,75
matched_query,future_proprio_std_mean,All OOD,0.6475526465566306,0.5654329112122937,0.7267554780876494,0.8798044600828572,0.841539279336482,0.9181007847265678,0.6276035597440057,0.5516721106751958,0.7355442621233006,56,251
matched_query,future_image_pixel_std_mean,Environment,0.795606372045221,0.7204361510791367,0.8616553186022611,0.8869708239831475,0.8340919079144158,0.939224600743997,0.7659487175008358,0.67834225772913,0.8643233181908684,56,139
matched_query,future_image_pixel_std_mean,Object,0.5733590733590733,0.4608470077220077,0.6829512548262547,0.44522424644342723,0.3660583326191977,0.57014083954962,0.5473646714700651,0.4623919725456077,0.6582784183196059,56,37
matched_query,future_image_pixel_std_mean,Position,0.7085714285714285,0.6228333333333333,0.7957380952380952,0.7490647084749319,0.6601483382877076,0.8419387462930393,0.6933439118219721,0.5924196269329873,0.8056574993294751,56,75
matched_query,future_image_pixel_std_mean,All OOD,0.7368383608423449,0.6603443369379625,0.8042846471257825,0.9141935494627571,0.8800602710600246,0.9467041740056082,0.7138815276574497,0.6281896950028381,0.8123099258407999,56,251
matched_query,future_wrist_pixel_std_mean,Environment,0.20246659815005139,0.13591983556012333,0.27017279033915725,0.5521165152998411,0.5318705863417539,0.5806977285895065,0.34613384495898614,0.33058051945959027,0.3691304821975363,56,139
matched_query,future_wrist_pixel_std_mean,Object,0.63996138996139,0.5168798262548262,0.7442084942084942,0.5170767820679427,0.42385154512403217,0.6362620566422043,0.6135078022738775,0.5106004736309943,0.7247100961419629,56,37
matched_query,future_wrist_pixel_std_mean,Position,0.7188095238095238,0.6309345238095238,0.8033571428571429,0.7847070609256985,0.7050527676068584,0.8659870024022006,0.7363938114195159,0.6425955222678411,0.8318560155769447,56,75
matched_query,future_wrist_pixel_std_mean,All OOD,0.4212435970404098,0.3462364826408651,0.48975526465566305,0.8110205056078049,0.77469737533059,0.8449060539213813,0.4993057866056032,0.445456458557532,0.577635960192172,56,251
matched_query,latent_action_across_seed_std_mean,Environment,0.6811408016443987,0.5909301130524153,0.7677415210688592,0.8090162068672963,0.7436169280036025,0.8730312510662643,0.6356157267237457,0.5504530293983446,0.7404595287349747,56,139
matched_query,latent_action_across_seed_std_mean,Object,0.7142857142857143,0.604222972972973,0.819015444015444,0.5666461016936057,0.45141548951143856,0.7013732909106455,0.6601605603017552,0.5483749732027126,0.7689561731792351,56,37
matched_query,latent_action_across_seed_std_mean,Position,0.6842857142857143,0.589279761904762,0.7776190476190477,0.7172071639856133,0.6353280070974747,0.8036326456312824,0.6580956669871634,0.566687462247497,0.7699025298671315,56,75
matched_query,latent_action_across_seed_std_mean,All OOD,0.6869664200341491,0.598730079681275,0.7637539129197495,0.8865898784838446,0.8447735637445704,0.9266379814306,0.6440574470804328,0.5599340384799852,0.7490723577501223,56,251
matched_query,latent_future_proprio_across_seed_std_mean,Environment,0.5901849948612539,0.5082059352517986,0.6739786742034943,0.7822207672579468,0.725525275254687,0.8417503916499163,0.5972010611722092,0.5187492822506609,0.6919630311502741,56,139
matched_query,latent_future_proprio_across_seed_std_mean,Object,0.7876447876447876,0.6964285714285714,0.8788610038610039,0.5946851498284568,0.49096450903436845,0.7395510404997782,0.6854591115276826,0.593059321522744,0.812862165903579,56,37
matched_query,latent_future_proprio_across_seed_std_mean,Position,0.7311904761904762,0.6290476190476191,0.8164464285714286,0.7586921815951448,0.6707999136008921,0.8536873152946407,0.7053736451580426,0.6085210883958683,0.8255687169038307,56,75
matched_query,latent_future_proprio_across_seed_std_mean,All OOD,0.6614257256687536,0.5849299231644849,0.7359935258964143,0.8852112137593425,0.8458038070263939,0.9212168826194216,0.6425328365308844,0.5592352540900637,0.743902298603815,56,251
matched_query,latent_value_across_seed_std_mean,Environment,0.7425488180883865,0.6739465570400822,0.8122045220966084,0.8921356680973991,0.8531154661991631,0.9247222326585653,0.7899969334965514,0.7217892701127316,0.8496893079751328,56,139
matched_query,latent_value_across_seed_std_mean,Object,0.7876447876447876,0.6882239382239382,0.8812741312741312,0.6230471293477281,0.5110641183085703,0.7846200347397645,0.7127507758224406,0.6004445581067517,0.8387452975047258,56,37
matched_query,latent_value_across_seed_std_mean,Position,0.6364285714285715,0.5414226190476191,0.7311904761904762,0.723805975570551,0.6383187672345266,0.8112945666340299,0.6660490803843601,0.5755024119185516,0.7735890726140774,56,75
matched_query,latent_value_across_seed_std_mean,All OOD,0.7174871940808196,0.649539342629482,0.778911141149687,0.9225195496742216,0.897494697626811,0.945047766501998,0.7499285166200913,0.6817691217048211,0.8223036859043192,56,251
all_queries,ensemble_jrd,Environment,0.5,0.5,0.5,0.5132861095420712,0.5132861095420712,0.5132861095420712,0.30853915528540915,0.30853915528540915,0.30853915528540915,56,148
all_queries,ensemble_jrd,Object,0.5,0.5,0.5,0.27099305409994723,0.27099305409994723,0.27099305409994723,0.3123775127028068,0.3123775127028068,0.3123775127028068,56,45
all_queries,ensemble_jrd,Position,0.5,0.5,0.5,0.420800926291873,0.420800926291873,0.420800926291873,0.30945020451466987,0.30945020451466987,0.30945020451466987,56,96
all_queries,ensemble_jrd,All OOD,0.5,0.5,0.5,0.6491301005769742,0.6491301005769742,0.6491301005769742,0.3077171230294927,0.3077171230294927,0.3077171230294927,56,289
all_queries,ensemble_epistemic_mean,Environment,0.931346525096525,0.8731750723938224,0.9732263513513513,0.9432475058047979,0.8881450773203051,0.9887811363999333,0.8690369530170334,0.7652007933717566,0.9707928831066835,56,148
all_queries,ensemble_epistemic_mean,Object,0.6880952380952381,0.5801488095238095,0.7968353174603174,0.5789585870126758,0.48347162133737526,0.7211658764233403,0.6297918229632516,0.53913496991077,0.7628578246326748,56,45
all_queries,ensemble_epistemic_mean,Position,0.4719122023809524,0.372944568452381,0.5608630952380953,0.636622224358286,0.576315868724193,0.7203366409922468,0.5065396987705444,0.4379540226289968,0.6104139880793962,56,96
all_queries,ensemble_epistemic_mean,All OOD,0.74085516559565,0.6833230350963915,0.8004356154226396,0.9265373477441392,0.8959446853103307,0.9559411407095274,0.7317165896587828,0.6372578703390311,0.8429633363874023,56,289
all_queries,ensemble_epistemic_max,Environment,0.7830598455598455,0.7041173986486486,0.856065999034749,0.8651279281172091,0.8082770980069005,0.9217562587282301,0.7115063922694773,0.6165321653852416,0.8351807936287635,56,148
all_queries,ensemble_epistemic_max,Object,0.45595238095238094,0.3443551587301587,0.573829365079365,0.40361511558640123,0.35379905774275777,0.48431409688224275,0.45580858787264544,0.4025033235896162,0.5312577940988428,56,45
all_queries,ensemble_epistemic_max,Position,0.3087797619047619,0.22711123511904763,0.3925176711309524,0.5187150913067206,0.4822268212952365,0.5780139915061825,0.3892410318852718,0.35473687540841575,0.4439580516823929,56,96
all_queries,ensemble_epistemic_max,All OOD,0.5745798319327731,0.49674524221453287,0.6573792016806722,0.8679876705803138,0.8302748725432085,0.9046798656193512,0.5659663211232382,0.49537452779372615,0.6688315468733854,56,289
all_queries,ensemble_aleatoric_mean,Environment,0.16976351351351351,0.11570644305019305,0.2291385135135135,0.558706031782496,0.5396738241047446,0.5855644120124861,0.3376745043380229,0.324563665358908,0.35846222321423893,56,148
all_queries,ensemble_aleatoric_mean,Object,0.3325396825396825,0.23569444444444443,0.44764880952380953,0.3565512177178594,0.3185233206862831,0.4269411839104169,0.40719043263792115,0.3631912185065719,0.47635839969095667,56,45
all_queries,ensemble_aleatoric_mean,Position,0.6246279761904762,0.5338448660714286,0.7083658854166667,0.7815455179960962,0.7178890888949699,0.8391635364612202,0.6911065674556812,0.6191435461896786,0.769816478205175,56,96
all_queries,ensemble_aleatoric_mean,All OOD,0.3462061295106278,0.2861282748393475,0.4114727508650519,0.8091961971284283,0.7799864341593196,0.8381521186271741,0.47133028024204604,0.42985625538998823,0.5273235916773766,56,289
all_queries,ensemble_aleatoric_max,Environment,0.2561534749034749,0.1940124276061776,0.3252081322393822,0.5967478800296577,0.5663918219674902,0.6396346586561216,0.3672827162006562,0.3431448634599261,0.40645761132331937,56,148
all_queries,ensemble_aleatoric_max,Object,0.24563492063492062,0.15356150793650794,0.3496230158730158,0.37422220808482126,0.3037639182502315,0.4546335096097458,0.4197555242025676,0.3537121110462786,0.4978892334642187,56,45
all_queries,ensemble_aleatoric_max,Position,0.5584077380952381,0.4661225818452381,0.6518043154761904,0.7130608934185748,0.6450515879292276,0.7825153168530342,0.5990273271432135,0.5174609827422278,0.6953404051214175,56,96
all_queries,ensemble_aleatoric_max,All OOD,0.35491843796342065,0.28657161393969355,0.42425852694018784,0.802164739776162,0.771234596529355,0.83194433832038,0.45018239385188485,0.4065034431850397,0.5064053333776605,56,289
all_queries,ensemble_total_mean,Environment,0.7516891891891891,0.6658994932432433,0.8318140685328185,0.8517348396276524,0.7939287629614508,0.9067596292577489,0.6877384944688011,0.6042775561148375,0.7962427727806254,56,148
all_queries,ensemble_total_mean,Object,0.44365079365079363,0.32299603174603175,0.5567956349206349,0.4867531537837641,0.39327669094279305,0.5885542816942803,0.5339339331158918,0.43586814677644503,0.6337856239257746,56,45
all_queries,ensemble_total_mean,Position,0.6646205357142857,0.581826636904762,0.7449916294642858,0.8106446525509577,0.7565732859798047,0.8592377216132447,0.7303244605921746,0.6575826013455986,0.8023917066978665,56,96
all_queries,ensemble_total_mean,All OOD,0.6748022738507168,0.5983656697973307,0.746606216015818,0.912508782956246,0.8862516634983622,0.9360336835177416,0.6867965268068112,0.6198557647737122,0.7633787066817892,56,289
all_queries,value_std,Environment,0.8073117760617761,0.7375603281853281,0.865588803088803,0.9234011999439468,0.8914832166070682,0.9495235168528431,0.8376941769499934,0.7807194743136369,0.8935623564344298,56,148
all_queries,value_std,Object,0.6642857142857143,0.5543551587301587,0.766359126984127,0.6184635491362489,0.5029756923703574,0.7548194751878278,0.666212242624713,0.5624620606690107,0.7743898497394699,56,45
all_queries,value_std,Position,0.6586681547619048,0.5671409970238096,0.746284412202381,0.7877148282196195,0.7243314258839031,0.853795705813759,0.6936616794868646,0.6070257777507642,0.789022617796162,56,96
all_queries,value_std,All OOD,0.7356648541769649,0.6721190682155216,0.7969893104300544,0.9377443161340373,0.9162841141958368,0.954224408387933,0.7706772647793053,0.704863768584898,0.8325808832261349,56,289
all_queries,value_range,Environment,0.8079150579150579,0.7451616795366794,0.8649885376447876,0.9238533808275462,0.891399548550204,0.94859066820324,0.8387251639378426,0.777192474379978,0.894604234841604,56,148
all_queries,value_range,Object,0.6646825396825397,0.5467956349206349,0.7734226190476191,0.6163899937570936,0.5181151179892155,0.7504257679114212,0.6644103334428243,0.5579379967757081,0.7836076982833405,56,45
all_queries,value_range,Position,0.6607142857142857,0.57421875,0.7449869791666667,0.7892091249612913,0.7230139300543179,0.8511084400572849,0.6955926166943486,0.6083413936786903,0.7802973945703228,56,96
all_queries,value_range,All OOD,0.7367152743450321,0.6735572170044488,0.7977230598121602,0.938065729184542,0.9186709152247917,0.9564528457615162,0.7717305360270164,0.7020008686612513,0.8360832227706414,56,289
all_queries,action_std_mean,Environment,0.6938947876447876,0.6135225627413128,0.7776393581081081,0.8277945306960199,0.7697750804414583,0.8903179611868833,0.6509667354313586,0.5649532181546616,0.7647037479881396,56,148
all_queries,action_std_mean,Object,0.65,0.540079365079365,0.7579960317460317,0.5883984900981039,0.48296461689607584,0.7092626014757094,0.6377866800006197,0.5345154069464697,0.7622340168655091,56,45
all_queries,action_std_mean,Position,0.7100074404761905,0.6232654389880953,0.7987444196428571,0.7990076321955989,0.7289524609252028,0.8706097215061075,0.705989784354265,0.6168416526524201,0.8050651153534548,56,96
all_queries,action_std_mean,All OOD,0.6924122590212556,0.6115777928818587,0.7620659293129015,0.9079866062743607,0.874722169729874,0.9387496707536114,0.667222856441547,0.5809137837682841,0.7785248012834589,56,289
all_queries,action_first_step_l2_std,Environment,0.48166023166023164,0.394663972007722,0.5714738175675675,0.7289693025620386,0.6762150771388178,0.7849876412521551,0.5088708032997793,0.44483418187958174,0.5952706613329212,56,148
all_queries,action_first_step_l2_std,Object,0.6186507936507937,0.5051388888888889,0.7384920634920635,0.6431766895460603,0.5364992975296405,0.7560092192171713,0.6852085392828777,0.5897949621820427,0.7851902111949693,56,45
all_queries,action_first_step_l2_std,Position,0.6108630952380952,0.523046875,0.6921875000000001,0.7693479522044031,0.7005409573892829,0.8349264104104556,0.6727444164658849,0.5764207078779191,0.7644255816409963,56,96
all_queries,action_first_step_l2_std,All OOD,0.5459095402867029,0.4713745056846268,0.6205557958477508,0.8764740323329,0.8503118546410502,0.9029677296012286,0.5960916263932572,0.530080958064118,0.6742173476815407,56,289
all_queries,action_pairwise_l2_mean,Environment,0.6885859073359073,0.5963712596525097,0.7690908542471042,0.8253335905305409,0.7633705784662012,0.8866892133408893,0.6468560371621548,0.5672516292804383,0.76225106426455,56,148
all_queries,action_pairwise_l2_mean,Object,0.6357142857142857,0.532063492063492,0.7464682539682539,0.5786618309942666,0.48128212698517153,0.7067715227598373,0.6285281662416927,0.5280921387839052,0.7444515673410383,56,45
all_queries,action_pairwise_l2_mean,Position,0.7007068452380952,0.6168108258928571,0.7838681175595238,0.7940140770210378,0.7227867140391396,0.8639239443293846,0.7000008175909657,0.6114099401046278,0.7997269657990664,56,96
all_queries,action_pairwise_l2_mean,All OOD,0.6843796342066238,0.6039715150766188,0.7602678571428572,0.9059367779732226,0.8720885050484141,0.9372899904102459,0.6621951062685367,0.585696752009492,0.7649977677687936,56,289
all_queries,future_proprio_std_mean,Environment,0.6284990347490348,0.5467965733590734,0.7103070704633204,0.8165634128874522,0.76531663520335,0.8645314409189659,0.6363288662984248,0.5581119742396323,0.7357446198075354,56,148
all_queries,future_proprio_std_mean,Object,0.5964285714285714,0.47499007936507937,0.709156746031746,0.5358185665408515,0.44219705168152346,0.6601667056402457,0.5879876987383358,0.48825410974632627,0.6985313406427017,56,45
all_queries,future_proprio_std_mean,Position,0.71484375,0.6275995163690475,0.7952008928571429,0.8087793583423517,0.738822691911535,0.8762138325261501,0.7191778949896721,0.6325730773660957,0.8149841502325568,56,96
all_queries,future_proprio_std_mean,All OOD,0.6521873455264459,0.5712988136431043,0.7285637048937221,0.9031119859249497,0.8710577646692022,0.9312742754831822,0.6567362287180945,0.58484956027549,0.7442904605533688,56,289
all_queries,future_image_pixel_std_mean,Environment,0.7898166023166023,0.721941361003861,0.8567959700772201,0.8957923622350602,0.846548392044128,0.9397704035792872,0.7734890753434328,0.6913619407737068,0.8705813256328264,56,148
all_queries,future_image_pixel_std_mean,Object,0.557936507936508,0.4511706349206349,0.6638988095238095,0.5108995111619327,0.41827898563126675,0.6434033889161376,0.5635883062023974,0.47492777609858183,0.6770981837936106,56,45
all_queries,future_image_pixel_std_mean,Position,0.7356770833333334,0.656059337797619,0.8166155133928571,0.8301020380389863,0.7602909971230658,0.8896087250282354,0.7485130145700201,0.6591507483740036,0.8448666544715104,56,96
all_queries,future_image_pixel_std_mean,All OOD,0.735726643598616,0.6647892980721701,0.7995164977755808,0.9297079830091549,0.8998800794397002,0.9538444626542409,0.7349368802677178,0.6550283516047575,0.8269533708156319,56,289
all_queries,future_wrist_pixel_std_mean,Environment,0.20366795366795368,0.13959640444015442,0.27401966698841695,0.5668310059635892,0.5450537212155523,0.5935983144325424,0.3462248788679984,0.33066554136437365,0.371101569615265,56,148
all_queries,future_wrist_pixel_std_mean,Object,0.582936507936508,0.4618948412698413,0.6956448412698413,0.5566714953502439,0.4529416948718422,0.6797142163656616,0.6064297398162007,0.5048194865029226,0.7175131570062517,56,45
all_queries,future_wrist_pixel_std_mean,Position,0.6837797619047619,0.6024739583333334,0.7673084077380952,0.8017366224195882,0.7307043244799812,0.859520298058403,0.7117954641380784,0.6294008953904157,0.8008737824479439,56,96
all_queries,future_wrist_pixel_std_mean,All OOD,0.4222071181413742,0.3558251977261493,0.4894602694018784,0.8342815049770872,0.8053547689703034,0.8645533164588192,0.5061754069541957,0.4502802606480615,0.5729696651032975,56,289
all_queries,latent_action_across_seed_std_mean,Environment,0.6782094594594594,0.5904500482625482,0.7565486245173745,0.8229307194544805,0.7634741742701164,0.8790392342342774,0.6435930857907137,0.5569056999698362,0.7538038304693889,56,148
all_queries,latent_action_across_seed_std_mean,Object,0.6535714285714286,0.5451884920634921,0.7631051587301587,0.5907735348867176,0.48981505086808785,0.7134171759928528,0.6400811634813576,0.5398439267393185,0.7570828235031655,56,45
all_queries,latent_action_across_seed_std_mean,Position,0.7034970238095238,0.616801525297619,0.7896344866071429,0.7951439080617657,0.7319704741241972,0.8659631334161779,0.7008056532225378,0.6115174351848948,0.7989142668030073,56,96
all_queries,latent_action_across_seed_std_mean,All OOD,0.6827731092436975,0.6080032748393476,0.7576000988630747,0.9058866734111536,0.8719406524777743,0.9345694915767779,0.6617562935193915,0.5766496508400052,0.7633146523847405,56,289
all_queries,latent_future_proprio_across_seed_std_mean,Environment,0.6079874517374517,0.5239985521235521,0.6836631274131274,0.8109907476456395,0.7591462326998822,0.8622782988666973,0.6289028075106904,0.548827908510631,0.7199044942683888,56,148
all_queries,latent_future_proprio_across_seed_std_mean,Object,0.7674603174603175,0.6698214285714286,0.8635019841269842,0.6394220457064628,0.5329316741924943,0.7801255276826984,0.6863847971065438,0.5841715258801271,0.806748959808762,56,45
all_queries,latent_future_proprio_across_seed_std_mean,Position,0.7321428571428571,0.6506649925595238,0.8175223214285714,0.8183636674750607,0.7411221707565013,0.8865344952033861,0.7320668050168917,0.6455539121110767,0.8323547597190567,56,96
all_queries,latent_future_proprio_across_seed_std_mean,All OOD,0.6740608007909046,0.6002193524468611,0.744698467622343,0.9089668693757168,0.8791771382602628,0.9361567185821688,0.6729209329170344,0.6008588130560889,0.7627553802589854,56,289
all_queries,latent_value_across_seed_std_mean,Environment,0.818653474903475,0.7599782818532819,0.8755097731660231,0.9270908071458271,0.8978693170293014,0.950756194936343,0.8439907896025037,0.7820323123775086,0.8989031731466983,56,148
