target,model,states,available_groups,evaluated_groups,features,mae,correlation,sign_accuracy,positive_vof_auc
local_vof,grouped_oof_ridge,47,11,11,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",0.0,,1.0,
local_vof,factor_phase_oof_mean,47,11,11,"factor,phase_at_snapshot",0.0,,1.0,
dense_vof_v2,grouped_oof_ridge,47,11,11,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",0.08532169106248197,0.10193338800275063,0.5319148936170213,0.5201465201465202
dense_vof_v2,factor_phase_oof_mean,47,11,11,"factor,phase_at_snapshot",0.07071377162192638,-0.29486945015370286,0.5319148936170213,0.4734432234432234
h32_dense_vof_v2,grouped_oof_ridge,47,11,11,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",0.08238332706051067,-0.008243395684894413,0.44680851063829785,0.5429864253393665
h32_dense_vof_v2,factor_phase_oof_mean,47,11,11,"factor,phase_at_snapshot",0.06993266574361362,0.1315538008575272,0.7872340425531915,0.7601809954751131
