variant,metric,risk_lambda,snapshot_group,group_id,factor,baseline_candidate_idx,selected_candidate_idx,selection_changed,baseline_residual,selected_residual
p4_original,mean_plus_epistemic_rms,2.0,209c3ec06628f6d1187e6080fa5e0649ac903cce8af47ffce7a480db15ebde09,libero_object_env|task1|init20|rollout0|seed10200000,Environment,3,1,True,1.081845998764038,1.038989782333374
p4_original,mean_plus_epistemic_rms,2.0,e54cf24fc7c784982fbb2d56a73fce317d841b3c094879dad014bb0e8b520d6a,libero_object_env|task1|init20|rollout0|seed10200000,Environment,1,0,True,0.9709660410881042,1.049980640411377
p4_original,mean_plus_epistemic_rms,2.0,168049bed8fb2900b7d99a4acec4969b9119345c3a5ae344fb847610176f61f4,libero_object_env|task1|init20|rollout1|seed10200097,Environment,1,1,False,1.025713324546814,1.025713324546814
p4_original,mean_plus_epistemic_rms,2.0,a5095f9845a1c1b9a88fb52fb83ff08614ae620320da610f60347dd915cf95f7,libero_object_env|task1|init20|rollout1|seed10200097,Environment,1,0,True,1.2759768962860107,1.1667362451553345
p4_original,mean_plus_epistemic_rms,2.0,2a893d44f16a1a53ac775ab55de40f5f2f9eed1e4203df5bba6844ab2ae935cb,libero_object_env|task1|init21|rollout0|seed10200194,Environment,2,2,False,1.1783679723739624,1.1783679723739624
p4_original,mean_plus_epistemic_rms,2.0,51f5ee0e0c2692d8f520e9c25153e2dc842c487ebf4062023ad0f0e61668b928,libero_object_env|task1|init21|rollout0|seed10200194,Environment,2,2,False,1.2266020774841309,1.2266020774841309
p4_original,mean_plus_epistemic_rms,2.0,e9342eae7023a10ba4f721f49453f70f2ca3284c41e8252030e4de610de9d2d8,libero_object_env|task1|init21|rollout0|seed10200194,Environment,3,3,False,1.1002980470657349,1.1002980470657349
p4_original,mean_plus_epistemic_rms,2.0,3d3e520dbca59598e4b34875c2253794b996b7af78fa1abed34e7440fcc83eca,libero_object_env|task1|init21|rollout1|seed10200291,Environment,0,2,True,0.989229142665863,0.9968271851539612
p4_original,mean_plus_epistemic_rms,2.0,a5908580f0decbd297da8e4687e75bddf1c14ef7870677f59fe05c880e9fc5ff,libero_object_env|task1|init21|rollout1|seed10200291,Environment,0,0,False,1.1159425973892212,1.1159425973892212
p4_original,mean_plus_epistemic_rms,2.0,34d5942b6a13638e29601f0bd88f511b705c9abfdc99bfc400f507fc72e311fe,libero_object_env|task1|init22|rollout0|seed10200388,Environment,1,2,True,1.1486605405807495,1.1408625841140747
p4_original,mean_plus_epistemic_rms,2.0,7a07aeb64cc73d3c25e5aa7a2110c65b79878bba6e0dddb3e2ce29fd0b7d1fd8,libero_object_env|task1|init22|rollout0|seed10200388,Environment,3,2,True,1.0572413206100464,1.0475364923477173
p4_original,mean_plus_epistemic_rms,2.0,e35a95308c353f6d50ed9394ef95046b5617f94548448186b195762a2388c254,libero_object_env|task1|init22|rollout0|seed10200388,Environment,3,2,True,1.2067748308181763,1.1838504076004028
p4_original,mean_plus_epistemic_rms,2.0,63ef22963f4227190bcfdaaca47cb1d14cb7890dcc1e4ba272d1c31ab341299b,libero_object_env|task1|init22|rollout1|seed10200485,Environment,2,2,False,1.1521116495132446,1.1521116495132446
p4_original,mean_plus_epistemic_rms,2.0,e289f2fd7c7fae911056cec4a85dcc89e64bafa7c8e25cb990a3db4edebda65a,libero_object_env|task1|init22|rollout1|seed10200485,Environment,2,2,False,1.1256036758422852,1.1256036758422852
p4_original,mean_plus_epistemic_rms,2.0,f7dc6ef7842aedb3e7b4d35165e2a4a37de23f2b6ee62844822684801dd97d38,libero_object_env|task1|init22|rollout1|seed10200485,Environment,3,0,True,1.2229387760162354,1.220935344696045
p4_original,mean_plus_epistemic_rms,2.0,ada6900abfd86bec9acefa1328962c20efe85616237f2a8054c8dea1aa441cba,libero_object_env|task1|init23|rollout0|seed10200582,Environment,0,0,False,1.1384978294372559,1.1384978294372559
p4_original,mean_plus_epistemic_rms,2.0,c0092a4a90872333bb53f7c8fcc172960add024a952453b83aa2f4c3d7938154,libero_object_env|task1|init23|rollout1|seed10200679,Environment,3,3,False,1.1395251750946045,1.1395251750946045
p4_original,mean_plus_epistemic_rms,2.0,5fe0bcf10801f84c7b159085ca6167629a3b15c4c9d8e9237235350de74537dc,libero_object_env|task1|init24|rollout0|seed10200776,Environment,3,0,True,1.0976965427398682,1.0602420568466187
p4_original,mean_plus_epistemic_rms,2.0,ca69584ad47b2af1c27322ffbfd68fe85d15e9769ed4bbdcec7c37fa2b406171,libero_object_env|task1|init24|rollout0|seed10200776,Environment,2,0,True,1.1167521476745605,1.1118360757827759
p4_original,mean_plus_epistemic_rms,2.0,75dcec93b25a4892256ca1a7443332be9354892ef35fb893a9506e83d16fc0f1,libero_object_env|task1|init24|rollout1|seed10200873,Environment,2,3,True,1.0781219005584717,1.0728068351745605
p4_original,mean_plus_epistemic_rms,2.0,8225e7683122b82d4d2a9dfc54c5045bb993af73f2058a1aaba9bfe4bfe1b7e4,libero_object_env|task1|init24|rollout1|seed10200873,Environment,0,2,True,1.0924197435379028,1.1482826471328735
p4_original,mean_plus_epistemic_rms,2.0,6be2aa725493f09c544844c8cd73716c2391a62b1757c03bfdeceb3434f15b84,libero_object_env|task1|init25|rollout0|seed10200970,Environment,0,2,True,1.1729052066802979,1.1443521976470947
p4_original,mean_plus_epistemic_rms,2.0,c6c1b2b9d873bfc67d61a1652f7b3b1cc1eee48ac581c969bfbbb53602966a88,libero_object_env|task1|init25|rollout0|seed10200970,Environment,3,3,False,1.08717679977417,1.08717679977417
p4_original,mean_plus_epistemic_rms,2.0,d1104d9eaa30f3e2f3c49d6409dd351a78db679c365239e8b31c4c48bda0df2f,libero_object_env|task1|init25|rollout0|seed10200970,Environment,2,0,True,0.9613423943519592,0.9866927862167358
p4_original,mean_plus_epistemic_rms,2.0,c0d7aaaeab11ab4e96b2c1abb011f5d83be7785df60c16bcc070a116bac4e740,libero_object_env|task1|init25|rollout1|seed10201067,Environment,3,0,True,1.0087904930114746,0.9821189045906067
p4_original,mean_plus_epistemic_rms,2.0,cfd1bce114e4dab10e55fdc3133e446b93581baf69f938df7cf5fbd00c55fd35,libero_object_env|task1|init25|rollout1|seed10201067,Environment,3,3,False,1.1143927574157715,1.1143927574157715
p4_original,mean_plus_epistemic_rms,2.0,bf125021f63e33540cd8f94c23204ae7ade78c1adbf4e6365397002744a3838e,libero_object_env|task1|init26|rollout0|seed10201164,Environment,0,1,True,0.9989293217658997,0.9819943904876709
p4_original,mean_plus_epistemic_rms,2.0,bf3d88602fb86e3ce843e0029a21b569739336f4f125a20aee2959b4e6fb96c3,libero_object_env|task1|init26|rollout0|seed10201164,Environment,2,2,False,1.183993935585022,1.183993935585022
p4_original,mean_plus_epistemic_rms,2.0,f5c6f6c8988a48e0960b18017ec5698c956f01c105800b506d42f8396ddfa063,libero_object_env|task1|init26|rollout0|seed10201164,Environment,3,2,True,1.249017357826233,1.1147513389587402
p4_original,mean_plus_epistemic_rms,2.0,41711c53bd25549d7e3887aac3e9a8180ff6da95f468544983849d41f8e53724,libero_object_env|task1|init26|rollout1|seed10201261,Environment,3,1,True,1.1551374197006226,1.1992863416671753
p4_original,mean_plus_epistemic_rms,2.0,4444860707d71b102b146644d0a5f65f3dad7b1d83ebf52e8b23fc59266bb1c4,libero_object_env|task1|init26|rollout1|seed10201261,Environment,0,1,True,1.1475088596343994,1.1116228103637695
p4_original,mean_plus_epistemic_rms,2.0,5b79593b5e3bdd2d8bbc450f1906613b2e801f0a6621238f5dffeea78a215490,libero_object_env|task1|init26|rollout1|seed10201261,Environment,1,0,True,1.1365094184875488,1.120478630065918
p4_original,mean_plus_epistemic_rms,2.0,27f020a00d13e9993f7ec6f0e3b67ccc97c45dc39590cb0eb03ca9df1d247292,libero_object_env|task1|init27|rollout0|seed10201358,Environment,1,2,True,1.0483983755111694,1.0323970317840576
p4_original,mean_plus_epistemic_rms,2.0,7ba79219816d56c985d8a988e0cb480ac0c11f4caf1bbad80b91a99fe209e55e,libero_object_env|task1|init27|rollout0|seed10201358,Environment,1,0,True,1.0886348485946655,1.164380669593811
p4_original,mean_plus_epistemic_rms,2.0,824fdca22d1470ab907e5faa0dca96466c32c70b7872318e7e9adf78dd137e0e,libero_object_env|task1|init27|rollout0|seed10201358,Environment,1,1,False,1.114786148071289,1.114786148071289
p4_original,mean_plus_epistemic_rms,2.0,48de6e9696fd5312105ec1604329487cd51d5b97a86993d0fd44aedae8cb27f0,libero_object_env|task1|init27|rollout1|seed10201455,Environment,0,3,True,1.1628167629241943,1.1380722522735596
p4_original,mean_plus_epistemic_rms,2.0,c61ade3964659535adccabded3fe38577a011c4d5679fbdcd03d886b19aca5c6,libero_object_env|task1|init27|rollout1|seed10201455,Environment,1,2,True,1.0180811882019043,1.0136736631393433
p4_original,mean_plus_epistemic_rms,2.0,f78a8c7d20dc5a38c6a67f392960a3bb82e32d8c01f006612c6b32898a7849bd,libero_object_env|task1|init27|rollout1|seed10201455,Environment,2,2,False,1.1683012247085571,1.1683012247085571
p4_original,mean_plus_epistemic_rms,2.0,34bac5b0cf6a8712e0385b91fa8c4b5fb79a9dd4eed7df855938db8309351293,libero_object_env|task1|init28|rollout0|seed10201552,Environment,3,0,True,1.1287274360656738,1.171303153038025
p4_original,mean_plus_epistemic_rms,2.0,ef9ddde2ea902df43f658d15662d96a750afae21f29a6343a443a40d63511034,libero_object_env|task1|init28|rollout0|seed10201552,Environment,0,0,False,0.9885525107383728,0.9885525107383728
p4_original,mean_plus_epistemic_rms,2.0,68af25593d172bcb5a9f0f114b5b91769bd8661aea41631dacacee8d2b9f596a,libero_object_env|task1|init28|rollout1|seed10201649,Environment,1,1,False,1.0755163431167603,1.0755163431167603
p4_original,mean_plus_epistemic_rms,2.0,78a339ad92bdc8e560e96e3f6f95b49fedbf7851137f75f9306d5b6885ccc296,libero_object_env|task1|init28|rollout1|seed10201649,Environment,3,0,True,1.0631369352340698,1.177850604057312
p4_original,mean_plus_epistemic_rms,2.0,16adb0f205ae833042d1ba53d279fae1aaa04807486d9ba29fe29971189ca19f,libero_object_env|task1|init29|rollout0|seed10201746,Environment,3,0,True,1.3521125316619873,1.292668342590332
p4_original,mean_plus_epistemic_rms,2.0,a17aaf49c29a26b8a6a9c253dc0dd41d4af9da66af8e6007749d7a01144af90c,libero_object_env|task1|init29|rollout0|seed10201746,Environment,3,3,False,1.217739462852478,1.217739462852478
p4_original,mean_plus_epistemic_rms,2.0,e9dee2c511d441cc1bd16177052e5e28c3432dc98cc7b63ee9e9ec64d0505ba5,libero_object_env|task1|init29|rollout0|seed10201746,Environment,3,2,True,0.9984673261642456,0.9796545505523682
p4_original,mean_plus_epistemic_rms,2.0,17adaabfe5059e77aac5138c98cb31ce6b217a93564b5cbc8c48e6d13a83c6a5,libero_object_env|task1|init29|rollout1|seed10201843,Environment,3,2,True,1.4151465892791748,1.3579585552215576
p4_original,mean_plus_epistemic_rms,2.0,9826e1d5575ad368ee27ef8905ba0276573fc77c83e357b84fc35a5fed5cd5da,libero_object_env|task1|init29|rollout1|seed10201843,Environment,0,2,True,1.1310806274414062,1.1220215559005737
p4_original,mean_plus_epistemic_rms,2.0,cf96540642d3449ca215779d5eb34a5bcadac6c6c48bdd4987d006787268dafd,libero_object_env|task1|init29|rollout1|seed10201843,Environment,2,3,True,0.9874154329299927,0.9549922943115234
p4_original,mean_plus_epistemic_rms,2.0,5999ef91a915032645fa8d7cf09f0399f9d5af0c6cdfcc535571ae3cb91fbd0a,libero_object_env|task1|init30|rollout0|seed10201940,Environment,2,2,False,1.1175196170806885,1.1175196170806885
p4_original,mean_plus_epistemic_rms,2.0,00c7307e28399196cf779369ee7a0f643c95001e4724f03984a347ae7806ff4f,libero_object_env|task1|init30|rollout1|seed10202037,Environment,3,2,True,1.1921149492263794,1.2149107456207275
p4_original,mean_plus_epistemic_rms,2.0,37d64e01ecbe6ff08aa43bac8977fd671e6aeb41753c6ecf0700a35d8d3085a6,libero_object_env|task1|init30|rollout1|seed10202037,Environment,1,1,False,1.1482914686203003,1.1482914686203003
p4_original,mean_plus_epistemic_rms,2.0,07314f8205b0c83e06503d171f8d71f8249290b9a2c03c9eb82b5d1b71a7dd55,libero_object_env|task1|init31|rollout0|seed10202134,Environment,0,0,False,1.118657112121582,1.118657112121582
p4_original,mean_plus_epistemic_rms,2.0,24a237f4b5f7daeb9278a5dc1a99df0f5af8ddb07c6e5751ee3fa85b56417179,libero_object_env|task1|init31|rollout0|seed10202134,Environment,1,1,False,1.190845251083374,1.190845251083374
p4_original,mean_plus_epistemic_rms,2.0,c982b64b7a440e7b0a7910a90b430a4ecb36860f8af257e2283cf36d88a26697,libero_object_env|task1|init31|rollout0|seed10202134,Environment,3,2,True,1.1058000326156616,1.0315091609954834
p4_original,mean_plus_epistemic_rms,2.0,2954bca4ae05d422d56745b69aee2eec055634e9d9c35f0784d95ce9fbabd8e4,libero_object_env|task1|init31|rollout1|seed10202231,Environment,0,0,False,1.149147868156433,1.149147868156433
p4_original,mean_plus_epistemic_rms,2.0,a3d00b96f010d88d34abbca0521848628b26c35d0e15779463f2ef845474afbe,libero_object_env|task1|init31|rollout1|seed10202231,Environment,0,3,True,1.23401939868927,1.231241226196289
p4_original,mean_plus_epistemic_rms,2.0,f9c93d66f818679f392666482758f003c342ffc55f2192a1eb945669de41640c,libero_object_env|task1|init31|rollout1|seed10202231,Environment,3,0,True,0.9582030177116394,0.9981197118759155
p4_original,mean_plus_epistemic_rms,2.0,44f1c45082b0e87c0e6c15bddd457dba9288e3389c0bc896cad3157bd71c4af9,libero_object_env|task1|init32|rollout0|seed10202328,Environment,0,0,False,1.2292481660842896,1.2292481660842896
p4_original,mean_plus_epistemic_rms,2.0,753041925b5470d16734884d9b447f1b35d03cdf67da140df05d4f2c81f812fa,libero_object_env|task1|init32|rollout0|seed10202328,Environment,2,3,True,1.0364409685134888,1.1330311298370361
p4_original,mean_plus_epistemic_rms,2.0,7ec72749d4037f4dbe501ea2bcb6494aee04cd0c0d689eab9f8fc85bbe6fd2c5,libero_object_env|task1|init32|rollout0|seed10202328,Environment,0,2,True,1.2128900289535522,1.235100507736206
p4_original,mean_plus_epistemic_rms,2.0,0f5b8b25794b7cfed7c379251562eaad5d3559d9bdd215f83c360da2fbfafb80,libero_object_env|task1|init32|rollout1|seed10202425,Environment,0,2,True,1.1513386964797974,1.106743335723877
p4_original,mean_plus_epistemic_rms,2.0,7b98ba1dcecbb28a8f6c9b9e53046f78df3b55450a8fbffc6631c9e55aeec244,libero_object_env|task1|init32|rollout1|seed10202425,Environment,3,2,True,1.0359714031219482,1.0137298107147217
p4_original,mean_plus_epistemic_rms,2.0,8c3553e2ded2a92d10ddafbaa9307cfb70543f578200f3e9119f08b4b93fa545,libero_object_env|task1|init32|rollout1|seed10202425,Environment,0,0,False,1.278032898902893,1.278032898902893
