planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
frozen_factor_ridge,0.0,1,1,1.0,111.0,7.0,0.7142857142857143,0.40348367605890545,0.47792690992355347,-0.004548206316423677
max_value,0.0,1,1,1.0,111.0,7.0,0.0,0.3969792553356716,0.3969792553356716,0.0
