planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
disagreement_requery_action,1.0,20,11,0.55,167.95,13.55,0.3793961705649012,0.6019678267528352,0.603328135959807,-0.7875325456764362
max_value,0.0,20,8,0.4,187.95,12.05,0.0,0.5974839820819241,0.5974839820819241,0.0
uncertainty_penalty_action,1.0,20,8,0.4,186.15,12.0,0.36444444444444446,0.5948140355873676,0.5970693315187143,-0.7339318520450846
