planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value_scheduled_requery,0.0,libero_object_object,0,25,2,2,1.0,240.0,0.0
max_value,0.0,libero_object_object,0,25,2,1,0.5,239.0,0.0
max_value,0.0,libero_object_object,0,26,2,2,1.0,141.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,26,2,2,1.0,132.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,27,2,2,1.0,127.0,0.0
max_value,0.0,libero_object_object,0,27,2,1,0.5,203.5,0.0
max_value,0.0,libero_object_object,0,28,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,28,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,29,2,1,0.5,271.5,0.0
max_value,0.0,libero_object_object,0,29,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,30,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,30,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,31,2,2,1.0,148.0,0.0
max_value,0.0,libero_object_object,0,31,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,32,2,1,0.5,231.0,0.0
max_value,0.0,libero_object_object,0,32,2,0,0.0,280.0,0.0
