method,factor,case_id,suite,task_id,init_state_id,rollout_seed,success,final_t,query_count,h16_reference_queries,query_multiplier,requery_count,trigger_rate,max_value_selected_rate,timeout,time_to_success,target_drop_candidate,wrong_object_interaction,official_safety_violation,state_key
maxV-H16,Object,route_transfer_object,libero_object_object,3,49,8390000,True,164,11,11,1.0,0,0.0,1.0,False,164.0,False,False,False,Object|libero_object_object|task3|init49|seed8390000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,40,8300000,False,280,18,18,1.0,0,0.0,1.0,True,,False,True,False,Position|libero_object_temp|task1|init40|seed8300000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,41,8310000,True,268,17,17,1.0,0,0.0,1.0,False,268.0,False,False,False,Position|libero_object_temp|task1|init41|seed8310000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,42,8320000,True,191,12,12,1.0,0,0.0,1.0,False,191.0,False,False,False,Position|libero_object_temp|task1|init42|seed8320000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,43,8330000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task1|init43|seed8330000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,44,8340000,True,253,16,16,1.0,0,0.0,1.0,False,253.0,False,False,False,Position|libero_object_temp|task1|init44|seed8340000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,45,8350000,False,280,18,18,1.0,0,0.0,1.0,True,,False,True,False,Position|libero_object_temp|task1|init45|seed8350000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,46,8360000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task1|init46|seed8360000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,47,8370000,False,280,18,18,1.0,0,0.0,1.0,True,,False,True,False,Position|libero_object_temp|task1|init47|seed8370000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,48,8380000,False,280,18,18,1.0,0,0.0,1.0,True,,False,True,False,Position|libero_object_temp|task1|init48|seed8380000
