campaign,run_name,suite,task_id,init_state_id,rollout_id,rollout_seed,action_std_mean__mean,action_std_mean__count,action_std_max__mean,action_std_max__count,action_first_step_l2_std__mean,action_first_step_l2_std__count,action_xyz_std_mean__mean,action_xyz_std_mean__count,action_rot_std_mean__mean,action_rot_std_mean__count,action_gripper_std_mean__mean,action_gripper_std_mean__count,action_pairwise_l2_mean__mean,action_pairwise_l2_mean__count,value_mean__mean,value_mean__count,value_std__mean,value_std__count,value_range__mean,value_range__count,future_proprio_std_mean__mean,future_proprio_std_mean__count,future_image_pixel_std_mean__mean,future_image_pixel_std_mean__count,future_wrist_pixel_std_mean__mean,future_wrist_pixel_std_mean__count,latent_action_across_seed_std_mean__mean,latent_action_across_seed_std_mean__count,latent_future_proprio_across_seed_std_mean__mean,latent_future_proprio_across_seed_std_mean__count,latent_value_across_seed_std_mean__mean,latent_value_across_seed_std_mean__count,latent_action_copy_std_mean_mean_over_samples__mean,latent_action_copy_std_mean_mean_over_samples__count,latent_action_first_step_copy_l2_std_mean_over_samples__mean,latent_action_first_step_copy_l2_std_mean_over_samples__count,latent_future_proprio_copy_std_mean_mean_over_samples__mean,latent_future_proprio_copy_std_mean_mean_over_samples__count,latent_value_element_std_mean_mean_over_samples__mean,latent_value_element_std_mean_mean_over_samples__count,success,failed
phase1_boundary_20260724,phase1_boundary_20260724__easy_control_mug,libero_spatial_with_mug,0,0,10,131970,0.002606237423606217,4,0.01459452137351036,4,0.00938018155284226,4,0.00472049496602267,4,0.0010388793161837384,4,0.0009655388712417334,4,0.014637967804446816,4,0.5851494148373604,4,0.0007558582437923178,4,0.0019530132412910461,4,0.0007393642590614036,4,0.7905616164207458,4,2.3007350265979767,4,0.007133795414119959,4,0.005638391827233136,4,0.005617460701614618,4,0.008519685070496053,4,0.023993462789803743,4,0.007513645134167746,4,0.006998865865170956,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__easy_control_mug,libero_spatial_with_mug,0,0,11,132067,0.0024045652826316655,4,0.011547725182026625,4,0.010432831011712551,4,0.004347868321929127,4,0.0010119633516296744,4,0.0007524613611167297,4,0.013529548421502113,4,0.5761542841792107,4,0.0008792790904408321,4,0.00221165269613266,4,0.0007700624119024724,4,0.7299944013357162,4,2.1725142002105713,4,0.006802776944823563,4,0.005596567643806338,4,0.005607286235317588,4,0.008361570362467319,4,0.02315139293204993,4,0.007399965368676931,4,0.006951432413188741,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,0,130000,0.0015076445997692645,4,0.010108088259585202,4,0.008582877751905471,4,0.002696811978239566,4,0.0005839818913955241,4,0.0007111306331353262,4,0.008509528241120279,4,0.40424899756908417,4,0.00046805525926174596,4,0.0011153742671012878,4,0.0005285216320771724,4,0.4595627263188362,4,0.8345197588205338,4,0.0060750211123377085,4,0.005584805854596198,4,0.005475293030031025,4,0.007750356598990038,4,0.021028226241469383,4,0.007422530848998576,4,0.006926688540261239,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,1,130097,0.0013201292895246297,4,0.006486669764854014,4,0.004950691829435527,4,0.002245691983262077,4,0.0006065431589377113,4,0.0006841995636932552,4,0.007165689137764275,4,0.4043214023113251,4,0.0004676127282436937,4,0.001215323805809021,4,0.0006796703964937478,4,0.44372761994600296,4,0.763550341129303,4,0.005981429829262197,4,0.005609590443782508,4,0.005487262271344662,4,0.007780095475027338,4,0.021241130772978067,4,0.007417703833198175,4,0.006939040758879855,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,2,130194,0.004120111727388576,4,0.25611276703421026,4,0.007457135186996311,4,0.0034789966593962163,4,0.0006015753897372633,4,0.01659906619170215,4,0.03199574921745807,4,0.40547890216112137,4,0.0007177226434578188,4,0.0018216297030448914,4,0.0013090630091028288,4,0.4936089441180229,4,0.8632906079292297,4,0.008636671234853566,4,0.006145728402771056,4,0.0055808452889323235,4,0.007815050979843363,4,0.021241838461719453,4,0.007539177022408694,4,0.006917586550116539,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,3,130291,0.0013898813049308956,4,0.006939995218999684,4,0.006869729375466704,4,0.002300253341672942,4,0.000618803191173356,4,0.0009719991940073669,4,0.007435444393195212,4,0.40588708221912384,4,0.0005648946389555931,4,0.0014690756797790527,4,0.0006341114785755053,4,0.4440306946635246,4,0.741273820400238,4,0.006035841885022819,4,0.005628599552437663,4,0.005491567426361144,4,0.007794859498972073,4,0.021222136449068785,4,0.007486592570785433,4,0.0068991743319202214,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,4,130388,0.0014510033652186394,4,0.008490243810229003,4,0.0075197850819677114,4,0.0024654894950799644,4,0.0006460115982918069,4,0.0008225203782785684,4,0.007931650034151971,4,0.4036736637353897,4,0.0004161128745181486,4,0.0010971799492835999,4,0.000619169462879654,4,0.46340706944465637,4,0.7956783920526505,4,0.006086842040531337,4,0.0056473592994734645,4,0.0054943792056292295,4,0.007783181295963004,4,0.021494210581295192,4,0.007467139308573678,4,0.006966396380448714,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,5,130485,0.001432363933417946,4,0.010564899072051048,4,0.005300630000419915,4,0.002304581692442298,4,0.000653568422421813,4,0.001152097203885205,4,0.0079293311573565,4,0.4056975468993187,4,0.0005937320165685378,4,0.0015753582119941711,4,0.0006607679824810475,4,0.4592941924929619,4,0.7855144739151001,4,0.006071498151868582,4,0.0056424894137308,4,0.005529158050194383,4,0.007806327426806092,4,0.021082271938212216,4,0.007517203892348334,4,0.0069132630014792085,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,6,130582,0.0013454348081722856,4,0.0078338913153857,4,0.007172099780291319,4,0.002228421129984781,4,0.0006659478967776522,4,0.000734936838853173,4,0.007300929049961269,4,0.40612808614969254,4,0.0004855073129874654,4,0.0012396275997161865,4,0.0005686009171768092,4,0.44685543328523636,4,0.7728065848350525,4,0.006005685543641448,4,0.005608040024526417,4,0.005467610899358988,4,0.007750975375529379,4,0.02140047331340611,4,0.007469639589544386,4,0.006893744342960417,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,7,130679,0.0028049352986272424,4,0.1429574714275077,4,0.006218923954293132,4,0.002739028393989429,4,0.0006610210766666569,4,0.00943439657567069,4,0.01832146674860269,4,0.40554095059633255,4,0.0006737116127624176,4,0.0017388463020324707,4,0.0008909976240829565,4,0.4601684659719467,4,0.7296734750270844,4,0.007409936049953103,4,0.0057733505964279175,4,0.00553029531147331,4,0.007859848061343655,4,0.02129806240554899,4,0.00749367056414485,4,0.006892155419336632,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,8,130776,0.00144315289799124,4,0.007507189176976681,4,0.006291126715950668,4,0.002433556626783684,4,0.0006704800325678661,4,0.0007899603515397757,4,0.0078265774063766,4,0.4057503938674927,4,0.0004436564559000544,4,0.001180216670036316,4,0.0006203828961588442,4,0.45529042929410934,4,0.7516145408153534,4,0.006089875241741538,4,0.005625348072499037,4,0.005473282071761787,4,0.00781527953222394,4,0.0214664003578946,4,0.007490712188882753,4,0.006928035960299894,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,9,130873,0.0014569851628039032,4,0.008093277923762798,4,0.0060740436892956495,4,0.0024695717729628086,4,0.0006505283818114549,4,0.0008385956170968711,4,0.007917873095721006,4,0.40465622395277023,4,0.00048250634426949546,4,0.0011910870671272278,4,0.0006235766049940139,4,0.4669813960790634,4,0.8034386783838272,4,0.006061977124772966,4,0.005592357832938433,4,0.005478435195982456,4,0.007774787372909486,4,0.021091187139973044,4,0.007418151799356565,4,0.006928825605427846,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,10,130970,0.001521784026408568,4,0.00939286989159882,4,0.008347853552550077,4,0.0025870332319755107,4,0.0006882729139761068,4,0.0008265696960734203,4,0.008507942198775709,4,0.40532395988702774,4,0.0006390095295500942,4,0.0016769841313362122,4,0.0007088535712682642,4,0.462787464261055,4,0.7912248820066452,4,0.006139859557151794,4,0.0056696569081395864,4,0.005541359772905707,4,0.007762038963846862,4,0.021384235355071723,4,0.007476142229279503,4,0.006915183388628066,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,11,131067,0.001473637588787824,4,0.008854375104419887,4,0.008173321606591344,4,0.002524382434785366,4,0.0006341977787087671,4,0.0008397221245104447,4,0.008121103746816516,4,0.40595706552267075,4,0.0004819011410290841,4,0.00124281644821167,4,0.000553877223865129,4,0.4493657648563385,4,0.7900054156780243,4,0.006078168051317334,4,0.0056300770957022905,4,0.005493116797879338,4,0.00778388453181833,4,0.02115629438776523,4,0.00751135969767347,4,0.0069306400255300105,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,12,131164,0.0015064816689118743,4,0.009972054162062705,4,0.007863297709263861,4,0.002667871885932982,4,0.0005799870632472448,4,0.0008017946965992451,4,0.00841206859331578,4,0.4059535339474678,4,0.0004728937637992203,4,0.0012348592281341553,4,0.0006615202000830323,4,0.4647596552968025,4,0.7885189354419708,4,0.0060879288939759135,4,0.005659723305143416,4,0.005481553263962269,4,0.007781924476148561,4,0.02102501888293773,4,0.00752842056681402,4,0.006909119401825592,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,13,131261,0.0015447608311660588,4,0.01032382040284574,4,0.008475701382849365,4,0.0026951805921271443,4,0.0006221206785994582,4,0.0008614217367721722,4,0.008700417936779559,4,0.4053899496793747,4,0.0006712447720929049,4,0.0017403140664100647,4,0.0006953607662580907,4,0.45951199531555176,4,0.7891772240400314,4,0.006121606798842549,4,0.005633896682411432,4,0.005573233240284026,4,0.0077464817150030285,4,0.02136885980144143,4,0.00745035448926501,4,0.006920555926626548,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,14,131358,0.0015158093883655965,4,0.008956115692853928,4,0.006572060519829392,4,0.002642563311383128,4,0.000603699081693776,4,0.0008718781755305827,4,0.008368413662537932,4,0.40407274663448334,4,0.0005162373345228843,4,0.0013300403952598572,4,0.00063633900572313,4,0.4477500021457672,4,0.7443393170833588,4,0.00607696920633316,4,0.005631778854876757,4,0.005491375923156738,4,0.0077845489722676575,4,0.0212270732736215,4,0.007490913703804836,4,0.006903716392116621,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,15,131455,0.002870285708922893,4,0.12585341196972877,4,0.0090900365030393,4,0.0030802448163740337,4,0.000716806054697372,4,0.008700847974978387,4,0.019324403954669833,4,0.406146302819252,4,0.0005097781777294585,4,0.0012369528412818909,4,0.0008327001705765724,4,0.4832036644220352,4,0.8888057619333267,4,0.0074150924338027835,4,0.005783306201919913,4,0.005511812516488135,4,0.007894936541561037,4,0.021308770519681275,4,0.007466984301572666,4,0.00693612772738561,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,16,131552,0.0014336237509269267,4,0.008399991318583488,4,0.006735775270499289,4,0.0024646857928019017,4,0.0006138595636002719,4,0.0007997300708666444,4,0.007857923046685755,4,0.40505609661340714,4,0.0005624879959214013,4,0.001446746289730072,4,0.00067914355895482,4,0.4547954797744751,4,0.8336289823055267,4,0.006044153007678688,4,0.005639107315801084,4,0.005521139362826943,4,0.007759389351122081,4,0.02121632092166692,4,0.007460400986019522,4,0.006922878266777843,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,17,131649,0.002476385823683813,4,0.09799329098314047,4,0.007590968627482653,4,0.002881048945710063,4,0.0006561515474459156,4,0.0067230993445264176,4,0.016081754001788795,4,0.40602266788482666,4,0.0005671537583111785,4,0.0014740228652954102,4,0.0007991214442881756,4,0.4743881970643997,4,0.9048413932323456,4,0.007035915507003665,4,0.0057056344812735915,4,0.005522499210201204,4,0.007879858050728217,4,0.021274441736750305,4,0.007489870127756149,4,0.006934758246643469,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,18,131746,0.0015275238547474146,4,0.011678656679578125,4,0.0078111637267284095,4,0.002559226646553725,4,0.0006743850681232288,4,0.0009918318246491253,4,0.00858284009154886,4,0.40513212233781815,4,0.00045955649693496525,4,0.0011740848422050476,4,0.0006386932000168599,4,0.4572054296731949,4,0.7559162080287933,4,0.006150052300654352,4,0.0056350931990891695,4,0.005460110958665609,4,0.007818744372343644,4,0.021199787850491703,4,0.007559644989669323,4,0.006909699935931712,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,19,131843,0.0014467332512140274,4,0.007014261442236602,4,0.0065172468312084675,4,0.0025427823420614004,4,0.0005851180831086822,4,0.000743431577575393,4,0.007937423419207335,4,0.4041183441877365,4,0.0003624063429015223,4,0.0009762421250343323,4,0.0006015809049131349,4,0.4611579403281212,4,0.7903474420309067,4,0.005993487895466387,4,0.005654902197420597,4,0.0054563190788030624,4,0.0077367260528262705,4,0.02131572540383786,4,0.007451454235706478,4,0.006921755615621805,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,20,131940,0.0015221729408949614,4,0.009362488286569715,4,0.008908086223527789,4,0.0026928220177069306,4,0.0005751569988206029,4,0.0008512739295838401,4,0.008533101063221693,4,0.4050830230116844,4,0.0007473380464944057,4,0.0019335225224494934,4,0.0006891766097396612,4,0.45187850296497345,4,0.7309081703424454,4,0.006081884726881981,4,0.005633621942251921,4,0.005615187692455947,4,0.007762826484395191,4,0.020919381640851498,4,0.00744626609957777,4,0.006922114145709202,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,21,132037,0.0015774184139445424,4,0.0085718760965392,4,0.00840459845494479,4,0.00269836449297145,4,0.0007094775355653837,4,0.0008184028993127868,4,0.008619817439466715,4,0.4043337181210518,4,0.00046792920693405904,4,0.0011956468224525452,4,0.000563454937946517,4,0.45707881450653076,4,0.725093200802803,4,0.006168095162138343,4,0.005606826976872981,4,0.005491117131896317,4,0.0078085910936351866,4,0.02124270482454449,4,0.007487991009838879,4,0.006929432332981378,4,False,True
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,22,132134,0.0013961027143523097,4,0.008779129944741726,4,0.006984420586377382,4,0.002302837820025161,4,0.00062417502340395,4,0.000991680470178835,4,0.007458675769157708,4,0.4056500270962715,4,0.0005278501848806627,4,0.0014207437634468079,4,0.0006012041849317029,4,0.44978711754083633,4,0.7748599350452423,4,0.006053646560758352,4,0.005639682523906231,4,0.005480226245708764,4,0.007817833888111636,4,0.02137811214197427,4,0.0075381452043075114,4,0.006924065964994952,4,True,False
phase1_boundary_20260724,phase1_boundary_20260724__known_boundary_milk,libero_spatial_with_milk,5,0,23,132231,0.0034652160247787833,4,0.19382046745158732,4,0.00850838382029906,4,0.003177871461957693,4,0.0006291553800110705,4,0.012835430839913897,4,0.023636280209757388,4,0.4052707999944687,4,0.00042147165368078277,4,0.001056760549545288,4,0.0010238139948341995,4,0.47568517178297043,4,0.8367222100496292,4,0.007987339165993035,4,0.005835557705722749,4,0.00549594999756664,4,0.007842416234780103,4,0.02129706577397883,4,0.007504146953579038,4,0.006953462056117132,4,True,False
phase1_boundary_valid_20260724,phase1_boundary_valid_20260724__goal_distractor_screen,libero_goal_with_mug,9,0,0,183000,0.002065633481834084,4,0.010137162636965513,4,0.006335160229355097,4,0.002989986795000732,4,0.0015415019006468356,4,0.0008649684168631211,4,0.010522394790314138,4,0.22010252624750137,4,0.0010788815561681986,4,0.0028891339898109436,4,0.0008088389586191624,4,0.6351804137229919,4,2.1779297441244125,4,0.00690425792708993,4,0.005628207232803106,4,0.006094648619182408,4,0.00829974637599662,4,0.02260032738558948,4,0.007567757769720629,4,0.007337827468290925,4,True,False
phase1_boundary_valid_20260724,phase1_boundary_valid_20260724__goal_distractor_screen,libero_goal_with_mug,9,0,1,183097,0.0019221834663767368,4,0.008347268914803863,4,0.006152568967081606,4,0.0029385282832663506,4,0.0012750728928949684,4,0.0008144805469783023,4,0.009867270127870142,4,0.21438432484865189,4,0.0009265420667361468,4,0.0023435652256011963,4,0.0007016806630417705,4,0.6772998124361038,4,2.1564502716064453,4,0.006672329152934253,4,0.005650526378303766,4,0.005943526979535818,4,0.00852989754639566,4,0.022558546857908368,4,0.0076681640348397195,4,0.007335399219300598,4,False,True
phase1_boundary_valid_20260724,phase1_boundary_valid_20260724__goal_distractor_screen,libero_goal_with_mug,9,0,2,183194,0.0017551251512486488,4,0.007804918452166021,4,0.005704787792637944,4,0.002606337278848514,4,0.0012425985769368708,4,0.0007390690880129114,4,0.009041561745107174,4,0.21244623884558678,4,0.000852172015584074,4,0.0022135451436042786,4,0.0007108417485142127,4,0.6770789176225662,4,1.8283168077468872,4,0.006530111073516309,4,0.00562732492107898,4,0.005870998138561845,4,0.008556706772651523,4,0.022825798369012773,4,0.007627048558788374,4,0.007352548622293398,4,True,False
phase1_boundary_valid_20260724,phase1_boundary_valid_20260724__goal_distractor_screen,libero_goal_with_mug,9,0,3,183291,0.002022519736783579,4,0.00962136685848236,4,0.007315287599340081,4,0.002895863726735115,4,0.0015456320979865268,4,0.0008331504795933142,4,0.010439675534144044,4,0.21765604242682457,4,0.0008041331966524012,4,0.002140916883945465,4,0.0007314769754884765,4,0.6928681284189224,4,2.13421630859375,4,0.006811522762291133,4,0.005578406271524727,4,0.00581474369391799,4,0.00835483381524682,4,0.022519130376167595,4,0.007562328828498721,4,0.007310755085200071,4,True,False
phase1_boundary_valid_20260724,phase1_boundary_valid_20260724__long_distractor_screen,libero_10_with_milk,9,0,0,134000,0.0021253354207146913,4,0.014230519998818636,4,0.004240697482600808,4,0.004051137308124453,4,0.0006457620329456404,4,0.0007866483792895451,4,0.013414829736575484,4,0.10757686384022236,4,0.00043839462159667164,4,0.0011686086654663086,4,0.000815194274764508,4,0.7685397118330002,4,1.7788508981466293,4,0.006649871123954654,4,0.005617051501758397,4,0.005796020501293242,4,0.007588529319036752,4,0.020595830981619656,4,0.007370729785179719,4,0.00736126143601723,4,True,False
phase1_boundary_valid_20260724,phase1_boundary_valid_20260724__long_distractor_screen,libero_10_with_milk,9,0,1,134097,0.002124768652720377,4,0.014973236946389079,4,0.006796473724534735,4,0.003997790219727904,4,0.0006884734539198689,4,0.0008145895699271932,4,0.013422948075458407,4,0.10684068314731121,4,0.00036334682772576343,4,0.0009618550539016724,4,0.0007564655388705432,4,0.7523502856492996,4,1.7927516102790833,4,0.006622009444981813,4,0.005568310036323965,4,0.005788053153082728,4,0.007565098669147119,4,0.02026657317765057,4,0.00733599002705887,4,0.0073748201539274305,4,False,True
phase1_boundary_valid_20260724,phase1_boundary_valid_20260724__long_distractor_screen,libero_10_with_milk,9,0,2,134194,0.0022779601567890495,4,0.020251046866178513,4,0.005249808891676366,4,0.0043171805737074465,4,0.0007436065061483532,4,0.0007633589557372034,4,0.014783176709897816,4,0.10570953786373138,4,0.00034564821908134036,4,0.000843435525894165,4,0.0011530628544278443,4,0.8259134143590927,4,2.1604832857847214,4,0.006766179925762117,4,0.00569222099147737,4,0.005812799092382193,4,0.007526041736127809,4,0.020291021442972124,4,0.0073369052552152425,4,0.00743289350066334,4,True,False
phase1_boundary_valid_20260724,phase1_boundary_valid_20260724__long_distractor_screen,libero_10_with_milk,9,0,3,134291,0.002125152386724949,4,0.018834148067981005,4,0.0059923038352280855,4,0.003970862540882081,4,0.0007499509229091927,4,0.0007136257772799581,4,0.013262861408293247,4,0.10698075219988823,4,0.00030649091058876365,4,0.0007865652441978455,4,0.0010225164878647774,4,0.780603900551796,4,1.9036946296691895,4,0.006598054431378841,4,0.005783103872090578,4,0.0058532183757051826,4,0.007565316424006596,4,0.020414864411577582,4,0.0073896255635190755,4,0.00749008051934652,4,True,False
