planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
max_value,0.0,40,8,0.2,263.125,52.725,0.0,0.5490831847150501,0.5490831847150501,0.0
