proposal,metric,n,successes,failures,success_mean,fail_mean,pooled_failure_auc,same_cell_failure_auc,comparable_cells,comparable_pairs,pooled_auc_strength
perception_regrasp_h8,candidate_value_range,72,43,29,0.0030887951684552568,0.008983787791482333,0.8067361668003208,0.6296296296296297,4,27,0.3067361668003208
perception_regrasp_h8,candidate_value_std,72,43,29,0.001221840141265285,0.0035100584159251944,0.8003207698476343,0.5555555555555556,4,27,0.30032076984763434
perception_regrasp_h8,candidate_value_mean,72,43,29,0.3688264905020248,0.40291990493905955,0.7722534081796311,0.5925925925925926,4,27,0.27225340817963106
perception_regrasp_h8,candidate_value_internal_consistency_mean,72,43,29,0.007508677213864271,0.008327693935355237,0.731355252606255,0.5185185185185185,4,27,0.231355252606255
perception_regrasp_h8,candidate_action_chunk_consistency_mean,72,43,29,0.008689747072842926,0.008486142638942292,0.2774659182036889,0.7037037037037037,4,27,0.22253408179631112
perception_regrasp_h8,planning_predicted_proprio_error,72,43,29,0.05836869876946462,0.06523354262097328,0.673616680032077,0.48148148148148145,4,27,0.17361668003207698
perception_regrasp_h8,candidate_action_internal_consistency_mean,72,43,29,0.023457500693756482,0.022674956648000354,0.3448275862068966,0.7037037037037037,4,27,0.15517241379310343
perception_regrasp_h8,candidate_future_proprio_across_sample_std_mean,72,43,29,0.004007494207038436,0.004590136994575632,0.6126704089815558,0.5185185185185185,4,27,0.11267040898155578
perception_regrasp_h8,candidate_action_consensus_first_mean,72,43,29,0.020292689893827882,0.06728841184542098,0.6022453889334403,0.8518518518518519,4,27,0.10224538893344026
perception_regrasp_h8,candidate_action_consensus_chunk_mean,72,43,29,0.39290409119323244,0.4930656685911376,0.5838011226944667,0.6666666666666666,4,27,0.08380112269446671
perception_regrasp_h8,candidate_future_proprio_internal_consistency_mean,72,43,29,0.008431774466623401,0.008506415379715377,0.5605453087409783,0.5555555555555556,4,27,0.0605453087409783
