proposal,deployable,n_states,n_groups,strict_replay_rate,successes,success_rate,success_ci_low,success_ci_high,rescued_cells,rescued_tasks,drop_rate,baseline_drop_rate,wrong_rate,baseline_wrong_rate,safety_rate,baseline_safety_rate,mean_final_t,mean_queries,mean_executed_steps,drop_rate_delta,wrong_rate_delta,safety_rate_delta,gate_passed,failed_gate_checks
perception_regrasp_h8,True,72,47,1.0,43,0.5972222222222222,0.45454545454545453,0.7391304347826086,11,8,0.027777777777777776,0.041666666666666664,0.2916666666666667,0.08333333333333333,0.0,0.0,225.0,16.38888888888889,161.0,-0.013888888888888888,0.20833333333333337,0.0,False,complete_80_states
