row_uid,snapshot_id,source_run,position_level,suite,task_id,init_state_id,rollout_id,rollout_seed,query_idx,snapshot_t,phase_at_snapshot,task_description,independent_group,source_commit_success,source_feedback_success,source_feedback_drop,source_feedback_wrong,source_feedback_safety,source_feedback_failure_type,source_feedback_final_t,proposal,proposal_deployable,proposal_execution_horizon,proposal_primitive,strict_replay,feedback_endpoint_replay_max_abs,common_prefix_steps,primitive_steps,continuation_queries,branch_executed_steps,video_num_frames,video_path,branch_started_at,branch_finished_at,perception_localization_used,perception_object,perception_pixel_row,perception_pixel_col,perception_world_x,perception_world_y,perception_world_z,perception_peak_probability,perception_entropy,perception_score_range,perception_confidence_pass,terminal_available,terminal_success,terminal_final_t,terminal_continuation_queries,terminal_goal_progress_max,terminal_target_drop_candidate,terminal_wrong_object_interaction_candidate,terminal_official_safety_violation,terminal_failure_type,terminal_episode_failure_type,terminal_episode_failure_event_t,terminal_episode_safe_task_success,terminal_episode_safety_terminated,terminal_episode_official_safety_violation,terminal_episode_official_safety_violation_t,terminal_episode_official_safety_cost_types,terminal_episode_target_objects,terminal_episode_goal_relevant_objects,terminal_episode_target_drop_candidate,terminal_episode_target_drop_candidate_t,terminal_episode_target_drop_candidate_object,terminal_episode_successful_target_release,terminal_episode_successful_target_release_t,terminal_episode_successful_target_release_objects,terminal_episode_wrong_object_interaction_candidate,terminal_episode_wrong_object_interaction_candidate_t,terminal_episode_kinematic_deadlock_candidate,terminal_episode_episode_goal_progress_initial,terminal_episode_episode_goal_progress_max,terminal_episode_episode_time_to_first_goal_progress,terminal_episode_episode_time_to_first_target_lift,terminal_episode_episode_target_lift_max,terminal_episode_goal_predicates_json,terminal_episode_goal_predicates_satisfied_final_json,terminal_episode_episode_eef_path_length,terminal_episode_episode_eef_net_displacement,terminal_episode_episode_eef_jerk_mean,terminal_episode_episode_eef_dimensionless_jerk_proxy,terminal_utility_v1
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14|libero_object_temp__task5__init10__rollout1__query4,libero_object_temp__task5__init10__rollout1__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14,x0.2,libero_object_temp,5,10,1,20101067,4,64,grasp,pick the tomato sauce and place it in the basket,x0.2|task5|init10,False,False,True,False,False,target_drop_candidate,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,23,216,0,,2026-09-04T13:22:14+00:00,2026-09-04T13:23:18+00:00,True,tomato sauce,91.0,108.0,-0.4093823733344091,-0.09267259041990412,0.03839259594678879,0.03116408698253403,0.41409810175491696,29.86574363708496,True,True,False,280,23,0.0,True,False,False,target_drop_candidate,target_drop_candidate,204,False,False,False,-1,,tomato_sauce_1,tomato_sauce_1,True,204,tomato_sauce_1,False,-1,,False,-1,True,0.0,0.0,-1,68,0.15412573460767445,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[0],1.2381639778782296,0.39141618455557287,6.98199127269711,226821368.00491023,-1.0
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14|libero_object_temp__task5__init11__rollout0__query4,libero_object_temp__task5__init11__rollout0__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14,x0.2,libero_object_temp,5,11,0,20101164,4,64,approach,pick the tomato sauce and place it in the basket,x0.2|task5|init11,False,False,False,False,False,timeout_no_goal,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,8,91,0,,2026-09-04T13:23:24+00:00,2026-09-04T13:23:48+00:00,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.058118779386280885,0.3817445623390795,28.13858127593994,True,True,True,155,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,155,96,0.17911152693307286,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],0.7879322045914905,0.40053325378203264,9.589743757809348,4464276.704641403,3.0
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init15_24|libero_object_temp__task5__init15__rollout0__query4,libero_object_temp__task5__init15__rollout0__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init15_24,x0.2,libero_object_temp,5,15,0,20101940,4,64,approach,pick the tomato sauce and place it in the basket,x0.2|task5|init15,False,False,False,False,False,timeout_no_goal,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,8,90,0,,2026-09-04T13:23:54+00:00,2026-09-04T13:24:18+00:00,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.05825576461575952,0.3808850175855755,29.7421817779541,True,True,True,154,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,154,96,0.18712401025074973,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],0.7939842514604778,0.4162728259048195,9.207633338491679,3930964.1395125035,3.0
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init15_24|libero_object_temp__task5__init16__rollout0__query4,libero_object_temp__task5__init16__rollout0__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init15_24,x0.2,libero_object_temp,5,16,0,20102134,4,64,approach,pick the tomato sauce and place it in the basket,x0.2|task5|init16,False,False,False,False,False,timeout_no_goal,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,8,90,0,,2026-09-04T13:24:23+00:00,2026-09-04T13:24:47+00:00,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.08908251393018898,0.33603755352166725,35.79531669616699,True,True,True,154,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,154,96,0.18978349295288205,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],0.8080234321108413,0.42746709696776525,8.580584687487761,2878549.606172502,3.0
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init15_24|libero_object_temp__task5__init16__rollout1__query4,libero_object_temp__task5__init16__rollout1__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init15_24,x0.2,libero_object_temp,5,16,1,20102231,4,64,approach,pick the tomato sauce and place it in the basket,x0.2|task5|init16,False,False,False,False,False,timeout_no_goal,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,8,90,0,,2026-09-04T13:24:53+00:00,2026-09-04T13:25:16+00:00,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.0919120093446075,0.33150163188902665,36.8267183303833,True,True,True,154,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,154,96,0.18970025979419544,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],0.8006207878615615,0.42899271805397154,8.544369672707887,2988400.495709577,3.0
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init15_24|libero_object_temp__task5__init18__rollout0__query4,libero_object_temp__task5__init18__rollout0__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init15_24,x0.2,libero_object_temp,5,18,0,20102522,4,64,approach,pick the tomato sauce and place it in the basket,x0.2|task5|init18,False,False,False,False,False,timeout_no_goal,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,9,98,0,,2026-09-04T13:25:22+00:00,2026-09-04T13:25:48+00:00,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.08010641063720102,0.3471230196767147,33.820990562438965,True,True,True,162,9,1.0,False,False,False,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,162,96,0.1835551224686377,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],0.8230920123098041,0.4147986205194111,8.937494445306346,5292869.162925571,3.0
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14|libero_object_temp__task5__init6__rollout1__query4,libero_object_temp__task5__init6__rollout1__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14,x0.2,libero_object_temp,5,6,1,20100291,4,64,approach,pick the tomato sauce and place it in the basket,x0.2|task5|init6,False,False,False,False,False,timeout_no_goal,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,8,92,0,,2026-09-04T13:25:55+00:00,2026-09-04T13:26:18+00:00,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.10797158141795371,0.3189590337597957,41.507266998291016,True,True,True,156,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,156,96,0.19607916225053304,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],0.812149495166227,0.4449911404009156,7.59048322061026,2124823.96836367,3.0
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14|libero_object_temp__task5__init7__rollout1__query4,libero_object_temp__task5__init7__rollout1__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14,x0.2,libero_object_temp,5,7,1,20100485,4,64,grasp,pick the tomato sauce and place it in the basket,x0.2|task5|init7,False,False,True,True,False,target_drop_candidate,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,23,216,0,,2026-09-04T13:26:25+00:00,2026-09-04T13:27:28+00:00,True,tomato sauce,91.0,108.0,-0.4093823733344091,-0.09267259041990412,0.03839259594678879,0.02786584289435217,0.41403038779509915,32.728803634643555,True,True,False,280,23,0.0,False,True,False,wrong_object_interaction_candidate,wrong_object_interaction_candidate,99,False,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,True,99,False,0.0,0.0,-1,68,0.1516279555396417,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[0],1.583887674470515,0.434978086346181,8.618643374395994,132781371.28576854,-0.5
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14|libero_object_temp__task5__init8__rollout1__query4,libero_object_temp__task5__init8__rollout1__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14,x0.2,libero_object_temp,5,8,1,20100679,4,64,approach,pick the tomato sauce and place it in the basket,x0.2|task5|init8,False,False,False,False,False,timeout_no_goal,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,8,90,0,,2026-09-04T13:27:34+00:00,2026-09-04T13:27:57+00:00,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.1066938247299389,0.32487841989213795,39.579209327697754,True,True,True,154,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,154,96,0.19929759983798817,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],0.8295316956470811,0.43465878071312647,7.239033584837893,1826888.0273413665,3.0
signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14|libero_object_temp__task5__init9__rollout1__query4,libero_object_temp__task5__init9__rollout1__query4,signed_vof_new_task_holdout_20260903__position_x0p2_task5_init5_14,x0.2,libero_object_temp,5,9,1,20100873,4,64,approach,pick the tomato sauce and place it in the basket,x0.2|task5|init9,False,False,False,False,False,timeout_no_goal,280,perception_regrasp_h8,True,8,perception_regrasp,True,0.0,8,25,8,92,0,,2026-09-04T13:28:03+00:00,2026-09-04T13:28:27+00:00,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.07748287395386262,0.3558407995855133,33.167128562927246,True,True,True,156,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,156,96,0.17980827868288662,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],0.7851822173016418,0.40370828877424136,9.299219437015092,4263544.9938557185,3.0
