proposal,deployable,n_states,n_groups,strict_replay_rate,successes,success_rate,success_ci_low,success_ci_high,rescued_cells,rescued_tasks,drop_rate,baseline_drop_rate,wrong_rate,baseline_wrong_rate,safety_rate,baseline_safety_rate,mean_final_t,mean_queries,mean_executed_steps,drop_rate_delta,wrong_rate_delta,safety_rate_delta,gate_passed,failed_gate_checks
perception_regrasp_h8,True,80,79,1.0,49,0.6125,0.5061728395061729,0.714329805996472,6,4,0.05,0.05,0.2125,0.2375,0.0,0.0,224.5875,16.3125,160.5875,0.0,-0.024999999999999994,0.0,True,
