planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
frozen_factor_ridge,0.0,1,1,1.0,227.0,15.0,1.0,0.5242591122786204,0.5312121073404948,-0.0029656999638375215
max_value,0.0,1,0,0.0,280.0,18.0,0.0,0.37241528431574505,0.37241528431574505,0.0
