baseline_strategy_id,strategy_id,num_cases,paired_rollouts,baseline_successes,strategy_successes,baseline_success_rate,strategy_success_rate,delta_success_rate,delta_ci_low,delta_ci_high,min_case_delta,max_case_delta,wins,losses,ties,mcnemar_exact_p,baseline_mean_queries,mean_queries,query_overhead_ratio,actual_query_count_ratio,mean_requery_rate
max_value,requery_l1_h8,6,180,115,143,0.6388888888888888,0.7944444444444444,0.15555555555555556,0.07222222222222222,0.23333333333333334,-0.1,0.4666666666666667,46,18,116,0.0006173782640671298,14.277777777777779,15.238888888888889,1.2716929491265145,1.0673151750972762,0.4211752456336145
max_value,action_l1,6,180,115,131,0.6388888888888888,0.7277777777777777,0.08888888888888889,0.005555555555555556,0.17222222222222222,-0.03333333333333333,0.2,39,23,118,0.05589722669971113,14.277777777777779,13.744444444444444,1.0,0.9626459143968871,0.0
max_value,phase_l1_r0.3,6,180,115,130,0.6388888888888888,0.7222222222222222,0.08333333333333333,0.005555555555555556,0.16111111111111112,0.03333333333333333,0.16666666666666666,33,18,129,0.04887389231827033,14.277777777777779,13.561111111111112,1.0,0.9498054474708171,0.0
max_value,action_l1_replay,6,180,115,128,0.6388888888888888,0.7111111111111111,0.07222222222222222,-0.016666666666666666,0.15555555555555556,-0.03333333333333333,0.13333333333333333,38,25,117,0.1299179230225525,14.277777777777779,13.705555555555556,1.0,0.9599221789883268,0.0
max_value,max_value_replay,6,180,115,117,0.6388888888888888,0.65,0.011111111111111112,-0.016666666666666666,0.044444444444444446,0.0,0.03333333333333333,5,3,172,0.7265625,14.277777777777779,14.21111111111111,1.0,0.9953307392996108,0.0
