case_id,paired_rollouts,difficulty_gate_rate,baseline_success_rate,action_success_rate,counterfactual_gate_success_rate,counterfactual_delta_vs_baseline
goal_mug_task9_init0_adaptive_confirm,30,1.0,0.9333333333333333,0.9,0.9,-0.033333333333333326
long_milk_task9_init0_adaptive_confirm,30,1.0,0.7,0.7666666666666667,0.7666666666666667,0.06666666666666676
long_mug_task4_init0_adaptive_confirm,30,0.43333333333333335,0.7666666666666667,0.8,0.8333333333333334,0.06666666666666665
milk_task5_init0_adaptive_confirm,30,1.0,0.4666666666666667,0.6,0.6,0.1333333333333333
spatial_mug_task0_init0_adaptive_confirm,30,1.0,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.13333333333333341
yellow_task8_init0_adaptive_confirm,30,1.0,0.23333333333333334,0.43333333333333335,0.43333333333333335,0.2
POOLED,180,0.9055555555555556,0.6388888888888888,0.7277777777777777,0.7333333333333333,0.09444444444444444
