planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value,0.0,libero_goal_with_mug,9,0,20,20,1.0,150.95,0.0
uncertainty_penalty_action,1.0,libero_goal_with_mug,9,0,20,19,0.95,156.05,0.3982323232323232
disagreement_requery_action,1.0,libero_goal_with_mug,9,0,20,17,0.85,182.1,0.35110916860916863
