planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value,0.0,libero_object_object,0,40,2,2,1.0,149.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,40,2,2,1.0,163.0,0.0
max_value,0.0,libero_object_object,0,41,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,41,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,42,2,1,0.5,276.5,0.0
max_value,0.0,libero_object_object,0,42,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,43,2,1,0.5,214.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,43,2,1,0.5,214.5,0.0
max_value,0.0,libero_object_object,0,44,2,1,0.5,275.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,44,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,45,2,1,0.5,269.0,0.0
max_value,0.0,libero_object_object,0,45,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,46,2,1,0.5,206.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,46,2,1,0.5,205.5,0.0
max_value,0.0,libero_object_object,0,47,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,47,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,48,2,1,0.5,269.0,0.0
max_value,0.0,libero_object_object,0,48,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,49,2,1,0.5,242.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,49,2,1,0.5,229.0,0.0
