planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value,0.0,libero_object_object,0,0,1,1,1.0,171.0,0.0
max_value,0.0,libero_object_object,0,1,1,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,2,1,1,1.0,158.0,0.0
max_value,0.0,libero_object_object,0,3,1,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,4,1,1,1.0,204.0,0.0
max_value,0.0,libero_object_object,0,5,1,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,6,1,1,1.0,137.0,0.0
max_value,0.0,libero_object_object,0,7,1,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,8,1,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,9,1,1,1.0,193.0,0.0
max_value,0.0,libero_object_object,1,0,1,1,1.0,157.0,0.0
max_value,0.0,libero_object_object,1,1,1,1,1.0,136.0,0.0
max_value,0.0,libero_object_object,1,2,1,1,1.0,130.0,0.0
max_value,0.0,libero_object_object,1,3,1,1,1.0,143.0,0.0
max_value,0.0,libero_object_object,1,4,1,1,1.0,128.0,0.0
max_value,0.0,libero_object_object,1,5,1,1,1.0,154.0,0.0
max_value,0.0,libero_object_object,1,6,1,1,1.0,171.0,0.0
max_value,0.0,libero_object_object,1,7,1,1,1.0,120.0,0.0
max_value,0.0,libero_object_object,1,8,1,1,1.0,128.0,0.0
max_value,0.0,libero_object_object,1,9,1,1,1.0,153.0,0.0
max_value,0.0,libero_object_object,2,0,1,1,1.0,111.0,0.0
max_value,0.0,libero_object_object,2,1,1,1,1.0,119.0,0.0
max_value,0.0,libero_object_object,2,2,1,1,1.0,126.0,0.0
max_value,0.0,libero_object_object,2,3,1,1,1.0,116.0,0.0
max_value,0.0,libero_object_object,2,4,1,1,1.0,119.0,0.0
max_value,0.0,libero_object_object,2,5,1,1,1.0,121.0,0.0
max_value,0.0,libero_object_object,2,6,1,1,1.0,125.0,0.0
max_value,0.0,libero_object_object,2,7,1,1,1.0,115.0,0.0
max_value,0.0,libero_object_object,2,8,1,1,1.0,120.0,0.0
max_value,0.0,libero_object_object,2,9,1,1,1.0,117.0,0.0
max_value,0.0,libero_object_object,3,0,1,1,1.0,174.0,0.0
max_value,0.0,libero_object_object,3,1,1,1,1.0,157.0,0.0
max_value,0.0,libero_object_object,3,2,1,1,1.0,125.0,0.0
max_value,0.0,libero_object_object,3,3,1,1,1.0,128.0,0.0
max_value,0.0,libero_object_object,3,4,1,1,1.0,118.0,0.0
max_value,0.0,libero_object_object,3,5,1,1,1.0,125.0,0.0
max_value,0.0,libero_object_object,3,6,1,1,1.0,133.0,0.0
max_value,0.0,libero_object_object,3,7,1,1,1.0,119.0,0.0
max_value,0.0,libero_object_object,3,8,1,1,1.0,115.0,0.0
max_value,0.0,libero_object_object,3,9,1,1,1.0,144.0,0.0
max_value,0.0,libero_object_object,4,0,1,1,1.0,135.0,0.0
max_value,0.0,libero_object_object,4,1,1,1,1.0,134.0,0.0
max_value,0.0,libero_object_object,4,2,1,1,1.0,131.0,0.0
max_value,0.0,libero_object_object,4,3,1,1,1.0,145.0,0.0
max_value,0.0,libero_object_object,4,4,1,1,1.0,134.0,0.0
max_value,0.0,libero_object_object,4,5,1,1,1.0,141.0,0.0
max_value,0.0,libero_object_object,4,6,1,1,1.0,139.0,0.0
max_value,0.0,libero_object_object,4,7,1,1,1.0,141.0,0.0
max_value,0.0,libero_object_object,4,8,1,1,1.0,134.0,0.0
max_value,0.0,libero_object_object,4,9,1,1,1.0,143.0,0.0
max_value,0.0,libero_object_object,5,0,1,1,1.0,125.0,0.0
max_value,0.0,libero_object_object,5,1,1,1,1.0,124.0,0.0
max_value,0.0,libero_object_object,5,2,1,1,1.0,123.0,0.0
max_value,0.0,libero_object_object,5,3,1,1,1.0,113.0,0.0
max_value,0.0,libero_object_object,5,4,1,1,1.0,163.0,0.0
max_value,0.0,libero_object_object,5,5,1,1,1.0,138.0,0.0
max_value,0.0,libero_object_object,5,6,1,1,1.0,125.0,0.0
max_value,0.0,libero_object_object,5,7,1,1,1.0,118.0,0.0
max_value,0.0,libero_object_object,5,8,1,1,1.0,124.0,0.0
max_value,0.0,libero_object_object,5,9,1,1,1.0,122.0,0.0
max_value,0.0,libero_object_object,6,0,1,1,1.0,150.0,0.0
max_value,0.0,libero_object_object,6,1,1,1,1.0,152.0,0.0
max_value,0.0,libero_object_object,6,2,1,1,1.0,148.0,0.0
max_value,0.0,libero_object_object,6,3,1,1,1.0,143.0,0.0
max_value,0.0,libero_object_object,6,4,1,1,1.0,153.0,0.0
max_value,0.0,libero_object_object,6,5,1,1,1.0,142.0,0.0
max_value,0.0,libero_object_object,6,6,1,1,1.0,181.0,0.0
max_value,0.0,libero_object_object,6,7,1,1,1.0,146.0,0.0
max_value,0.0,libero_object_object,6,8,1,1,1.0,140.0,0.0
max_value,0.0,libero_object_object,6,9,1,1,1.0,147.0,0.0
max_value,0.0,libero_object_object,7,0,1,1,1.0,134.0,0.0
max_value,0.0,libero_object_object,7,1,1,1,1.0,135.0,0.0
max_value,0.0,libero_object_object,7,2,1,1,1.0,129.0,0.0
max_value,0.0,libero_object_object,7,3,1,1,1.0,128.0,0.0
max_value,0.0,libero_object_object,7,4,1,1,1.0,165.0,0.0
max_value,0.0,libero_object_object,7,5,1,1,1.0,167.0,0.0
max_value,0.0,libero_object_object,7,6,1,1,1.0,133.0,0.0
max_value,0.0,libero_object_object,7,7,1,1,1.0,124.0,0.0
max_value,0.0,libero_object_object,7,8,1,1,1.0,123.0,0.0
max_value,0.0,libero_object_object,7,9,1,1,1.0,127.0,0.0
max_value,0.0,libero_object_object,8,0,1,1,1.0,152.0,0.0
max_value,0.0,libero_object_object,8,1,1,1,1.0,144.0,0.0
max_value,0.0,libero_object_object,8,2,1,1,1.0,149.0,0.0
max_value,0.0,libero_object_object,8,3,1,1,1.0,148.0,0.0
max_value,0.0,libero_object_object,8,4,1,1,1.0,152.0,0.0
max_value,0.0,libero_object_object,8,5,1,1,1.0,142.0,0.0
max_value,0.0,libero_object_object,8,6,1,1,1.0,138.0,0.0
max_value,0.0,libero_object_object,8,7,1,1,1.0,145.0,0.0
max_value,0.0,libero_object_object,8,8,1,1,1.0,154.0,0.0
max_value,0.0,libero_object_object,8,9,1,1,1.0,151.0,0.0
max_value,0.0,libero_object_object,9,0,1,1,1.0,130.0,0.0
max_value,0.0,libero_object_object,9,1,1,1,1.0,126.0,0.0
max_value,0.0,libero_object_object,9,2,1,1,1.0,128.0,0.0
max_value,0.0,libero_object_object,9,3,1,1,1.0,102.0,0.0
max_value,0.0,libero_object_object,9,4,1,1,1.0,120.0,0.0
max_value,0.0,libero_object_object,9,5,1,1,1.0,133.0,0.0
max_value,0.0,libero_object_object,9,6,1,1,1.0,120.0,0.0
max_value,0.0,libero_object_object,9,7,1,1,1.0,118.0,0.0
max_value,0.0,libero_object_object,9,8,1,1,1.0,120.0,0.0
max_value,0.0,libero_object_object,9,9,1,1,1.0,132.0,0.0
