case_id,suite,task_id,init_state_id,rollout_seed,max_value,uncertainty_penalty_action,delta
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640000,False,True,1
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640097,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640194,True,False,-1
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640291,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640388,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640485,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640582,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640679,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640776,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640873,True,False,-1
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,640970,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641067,True,False,-1
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641164,False,False,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641261,True,False,-1
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641358,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641455,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641552,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641649,True,False,-1
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641746,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641843,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,641940,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,642037,False,False,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,642134,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,642231,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,642328,False,True,1
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,642425,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,642522,False,False,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,642619,True,True,0
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,642716,True,False,-1
long_mug_task4_init0_denoise10_replication,libero_10_with_mug,4,0,642813,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530000,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530097,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530194,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530291,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530388,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530485,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530582,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530679,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530776,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530873,False,True,1
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,530970,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531067,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531164,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531261,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531358,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531455,False,True,1
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531552,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531649,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531746,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531843,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,531940,True,False,-1
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532037,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532134,False,True,1
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532231,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532328,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532425,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532522,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532619,False,True,1
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532716,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532813,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,532910,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,533007,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,533104,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,533201,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,533298,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,533395,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,533492,True,True,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,533589,False,False,0
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,533686,True,False,-1
milk_task5_init0_denoise10_replication,libero_spatial_with_milk,5,0,533783,False,True,1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630000,True,False,-1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630097,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630194,True,True,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630291,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630388,True,False,-1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630485,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630582,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630679,False,True,1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630776,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630873,False,True,1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,630970,True,True,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631067,False,True,1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631164,True,True,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631261,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631358,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631455,False,True,1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631552,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631649,True,True,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631746,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631843,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,631940,False,True,1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,632037,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,632134,False,True,1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,632231,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,632328,False,True,1
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,632425,False,False,0
yellow_task8_init0_denoise10_replication,libero_spatial_with_yellow_book,8,0,632522,True,True,0
