paired_rollouts,baseline_successes,risk_successes,baseline_success_rate,risk_success_rate,delta_success_rate,delta_ci_low,delta_ci_high,wins,losses,ties,mcnemar_exact_p
100,52,56,0.52,0.56,0.04,-0.05,0.13,14,10,76,0.5412561893463135
