planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
max_value_disagreement_requery,1.0,100,37,0.37,230.87,18.8,0.0,0.499630084169385,0.499630084169385,-0.03519082315315064
max_value_random_requery_43,0.0,100,35,0.35,231.35,18.86,0.0,0.505056151890876,0.505056151890876,0.0
