planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
max_value,0.0,20,1,0.05,276.1,34.55,0.0,0.3126338612853171,0.3126338612853171,0.0
