planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value,0.0,libero_object_object,0,20,2,2,1.0,128.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,20,2,2,1.0,134.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,21,2,1,0.5,225.5,0.0
max_value,0.0,libero_object_object,0,21,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,22,2,2,1.0,121.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,22,2,2,1.0,137.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,23,2,2,1.0,197.0,0.0
max_value,0.0,libero_object_object,0,23,2,1,0.5,228.5,0.0
max_value,0.0,libero_object_object,0,24,2,1,0.5,205.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,24,2,1,0.5,205.0,0.0
max_value,0.0,libero_object_object,0,25,2,1,0.5,268.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,25,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,26,2,2,1.0,128.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,26,2,2,1.0,139.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,27,2,1,0.5,204.0,0.0
max_value,0.0,libero_object_object,0,27,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,28,2,2,1.0,142.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,28,2,2,1.0,122.5,0.0
max_value,0.0,libero_object_object,0,29,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,29,2,0,0.0,280.0,0.0
