planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
max_value,0.0,24,10,0.4166666666666667,183.33333333333334,11.833333333333334,0.0,0.670210662927656,0.670210662927656,0.0
uncertainty_penalty_action,1.0,24,10,0.4166666666666667,184.25,11.791666666666666,0.43743386243386245,0.6659842426006598,0.666926834541102,-0.8444048771006424
max_value_disagreement_requery,1.0,24,9,0.375,183.54166666666666,15.333333333333334,0.0,0.6743055806860395,0.6743055806860395,-0.005446714468937318
disagreement_requery_action,1.0,24,8,0.3333333333333333,186.375,15.625,0.4346075539670741,0.687545909803979,0.6879067714739526,-0.8670583632154504
