role,scheme,adjusted_gain,ci_low,ci_high,gain_vs_relative,gain_vs_relative_ci_low,gain_vs_relative_ci_high
relative_control,leave_one_task,0.0059375,-0.010195312499999998,0.022929687499999997,0.0,0.0,0.0
relative_control,leave_one_level,-0.020624999999999998,-0.0410556640625,-0.00031152343750001307,0.0,0.0,0.0
relative_control,leave_one_cell,-0.0018749999999999975,-0.017539062499999997,0.013750000000000002,0.0,0.0,0.0
relative_control,within_cell_grouped5,0.0278125,0.011131835937500003,0.04656445312499998,0.0,0.0,0.0
best_interaction_upper_bound,leave_one_task,-0.0018749999999999995,-0.017695312499999994,0.0141796875,-0.0078125,-0.023124999999999996,0.007461914062499984
best_interaction_upper_bound,leave_one_level,-0.0018749999999999975,-0.018671874999999994,0.013829101562499987,0.018749999999999996,-0.0009765625000000002,0.03851660156249998
best_interaction_upper_bound,leave_one_cell,0.0012500000000000007,-0.013791992187499994,0.016485351562499986,0.003125,-0.011953125,0.017344726562499985
best_interaction_upper_bound,within_cell_grouped5,0.0278125,0.007108398437500002,0.048945312500000004,6.938893903907229e-19,-0.015781249999999997,0.015703125
