quintile,states,mean_effect,mean_score,family,feature_count,target_variant,alpha,scheme,budget
0,128,-0.1875,-0.17546434693592042,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.2
1,128,0.109375,-0.053597928179116384,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.2
2,128,0.109375,-0.02244775326578536,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.2
3,128,0.046875,0.01038576053733715,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.2
4,128,-0.1875,0.0903982627115093,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.2
0,128,-0.1875,-0.17546434693592042,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.3
1,128,0.109375,-0.053597928179116384,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.3
2,128,0.109375,-0.02244775326578536,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.3
3,128,0.046875,0.01038576053733715,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.3
4,128,-0.1875,0.0903982627115093,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_task,0.3
0,128,-0.1640625,-0.165990480491942,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.1
1,128,0.1171875,-0.0381375937764012,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.1
2,128,0.1328125,-0.011730132304637304,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.1
3,128,-0.0078125,0.0136289609149129,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.1
4,128,-0.1875,0.08454005564238143,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.1
0,128,-0.1640625,-0.165990480491942,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.2
1,128,0.1171875,-0.0381375937764012,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.2
2,128,0.1328125,-0.011730132304637304,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.2
3,128,-0.0078125,0.0136289609149129,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.2
4,128,-0.1875,0.08454005564238143,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.2
0,128,-0.1640625,-0.165990480491942,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.3
1,128,0.1171875,-0.0381375937764012,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.3
2,128,0.1328125,-0.011730132304637304,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.3
3,128,-0.0078125,0.0136289609149129,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.3
4,128,-0.1875,0.08454005564238143,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_task,0.3
0,128,-0.1875,-0.22079392157581784,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.1
1,128,0.1484375,-0.07973339598781419,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.1
2,128,0.125,-0.04074949831506682,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.1
3,128,-0.0078125,-0.007485336400488887,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.1
4,128,-0.1875,0.08258886699188905,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.1
0,128,-0.1875,-0.22079392157581784,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.2
1,128,0.1484375,-0.07973339598781419,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.2
2,128,0.125,-0.04074949831506682,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.2
3,128,-0.0078125,-0.007485336400488887,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.2
4,128,-0.1875,0.08258886699188905,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.2
0,128,-0.1875,-0.22079392157581784,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.3
1,128,0.1484375,-0.07973339598781419,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.3
2,128,0.125,-0.04074949831506682,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.3
3,128,-0.0078125,-0.007485336400488887,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.3
4,128,-0.1875,0.08258886699188905,oracle_context_only,92,direct_grounded,0.01,leave_one_task,0.3
0,128,-0.171875,-0.2206113222803214,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.1
1,128,0.1328125,-0.07938450363112955,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.1
2,128,0.125,-0.040541474458021094,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.1
3,128,-0.0078125,-0.007411497373554935,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.1
4,128,-0.1875,0.08250296739453464,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.1
0,128,-0.171875,-0.2206113222803214,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.2
1,128,0.1328125,-0.07938450363112955,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.2
2,128,0.125,-0.040541474458021094,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.2
3,128,-0.0078125,-0.007411497373554935,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.2
4,128,-0.1875,0.08250296739453464,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.2
0,128,-0.171875,-0.2206113222803214,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.3
1,128,0.1328125,-0.07938450363112955,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.3
2,128,0.125,-0.040541474458021094,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.3
3,128,-0.0078125,-0.007411497373554935,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.3
4,128,-0.1875,0.08250296739453464,oracle_context_only,92,direct_grounded,0.1,leave_one_task,0.3
0,128,-0.171875,-0.2191203039800905,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.1
1,128,0.1328125,-0.0759439125427831,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.1
2,128,0.125,-0.03856320925349769,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.1
3,128,-0.0078125,-0.00675352359331103,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.1
4,128,-0.1875,0.08167674961276235,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.1
0,128,-0.171875,-0.2191203039800905,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.2
1,128,0.1328125,-0.0759439125427831,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.2
2,128,0.125,-0.03856320925349769,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.2
3,128,-0.0078125,-0.00675352359331103,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.2
4,128,-0.1875,0.08167674961276235,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.2
0,128,-0.171875,-0.2191203039800905,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.3
1,128,0.1328125,-0.0759439125427831,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.3
2,128,0.125,-0.03856320925349769,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.3
3,128,-0.0078125,-0.00675352359331103,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.3
4,128,-0.1875,0.08167674961276235,oracle_context_only,92,direct_grounded,1.0,leave_one_task,0.3
0,128,-0.1640625,-0.20946834121958882,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.1
1,128,0.1328125,-0.05964347064072471,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.1
2,128,0.1328125,-0.030597076442982256,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.1
3,128,-0.0625,0.002211613731852701,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.1
4,128,-0.1484375,0.07743275188649519,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.1
0,128,-0.1640625,-0.20946834121958882,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.2
1,128,0.1328125,-0.05964347064072471,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.2
2,128,0.1328125,-0.030597076442982256,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.2
3,128,-0.0625,0.002211613731852701,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.2
4,128,-0.1484375,0.07743275188649519,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.2
0,128,-0.1640625,-0.20946834121958882,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.3
1,128,0.1328125,-0.05964347064072471,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.3
2,128,0.1328125,-0.030597076442982256,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.3
3,128,-0.0625,0.002211613731852701,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.3
4,128,-0.1484375,0.07743275188649519,oracle_context_only,92,direct_grounded,10.0,leave_one_task,0.3
0,128,-0.1875,-0.19386050447085784,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.1
1,128,0.125,-0.08013744788840059,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.1
2,128,0.0546875,-0.0391876557106129,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.1
3,128,0.0546875,0.006124834258233656,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.1
4,128,-0.15625,0.08058155403169702,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.1
0,128,-0.1875,-0.19386050447085784,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.2
1,128,0.125,-0.08013744788840059,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.2
2,128,0.0546875,-0.0391876557106129,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.2
3,128,0.0546875,0.006124834258233656,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.2
4,128,-0.15625,0.08058155403169702,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.2
0,128,-0.1875,-0.19386050447085784,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.3
1,128,0.125,-0.08013744788840059,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.3
2,128,0.0546875,-0.0391876557106129,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.3
3,128,0.0546875,0.006124834258233656,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.3
4,128,-0.15625,0.08058155403169702,oracle_context_only,92,ridge_potential_success,0.01,leave_one_task,0.3
0,128,-0.1875,-0.1936782965629988,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.1
1,128,0.125,-0.07967349720175394,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.1
2,128,0.0546875,-0.0388587387062352,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.1
3,128,0.0546875,0.006190174334275073,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.1
4,128,-0.15625,0.08072376589731567,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.1
0,128,-0.1875,-0.1936782965629988,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.2
1,128,0.125,-0.07967349720175394,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.2
2,128,0.0546875,-0.0388587387062352,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.2
3,128,0.0546875,0.006190174334275073,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.2
4,128,-0.15625,0.08072376589731567,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.2
0,128,-0.1875,-0.1936782965629988,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.3
1,128,0.125,-0.07967349720175394,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.3
2,128,0.0546875,-0.0388587387062352,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.3
3,128,0.0546875,0.006190174334275073,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.3
4,128,-0.15625,0.08072376589731567,oracle_context_only,92,ridge_potential_success,0.1,leave_one_task,0.3
0,128,-0.1875,-0.19192125634689258,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.1
1,128,0.125,-0.07540779480696584,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.1
2,128,0.0546875,-0.03580776268841746,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.1
3,128,0.078125,0.006423316671811022,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.1
4,128,-0.1796875,0.08243712435565188,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.1
0,128,-0.1875,-0.19192125634689258,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.2
1,128,0.125,-0.07540779480696584,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.2
2,128,0.0546875,-0.03580776268841746,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.2
3,128,0.078125,0.006423316671811022,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.2
4,128,-0.1796875,0.08243712435565188,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.2
0,128,-0.1875,-0.19192125634689258,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.3
1,128,0.125,-0.07540779480696584,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.3
2,128,0.0546875,-0.03580776268841746,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.3
3,128,0.078125,0.006423316671811022,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.3
4,128,-0.1796875,0.08243712435565188,oracle_context_only,92,ridge_potential_success,1.0,leave_one_task,0.3
0,128,-0.171875,-0.18055052823396295,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.1
1,128,0.109375,-0.05118018135789226,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.1
2,128,0.1484375,-0.021194884286577474,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.1
3,128,-0.0078125,0.007588526552712262,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.1
4,128,-0.1875,0.09378597448398245,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.1
0,128,-0.171875,-0.18055052823396295,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.2
1,128,0.109375,-0.05118018135789226,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.2
2,128,0.1484375,-0.021194884286577474,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.2
3,128,-0.0078125,0.007588526552712262,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.2
4,128,-0.1875,0.09378597448398245,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.2
0,128,-0.171875,-0.18055052823396295,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.3
1,128,0.109375,-0.05118018135789226,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.3
2,128,0.1484375,-0.021194884286577474,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.3
3,128,-0.0078125,0.007588526552712262,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.3
4,128,-0.1875,0.09378597448398245,oracle_context_only,92,ridge_potential_success,10.0,leave_one_task,0.3
0,128,0.0859375,-0.2405340286389981,oracle_context_only,92,direct_success,0.01,leave_one_level,0.1
1,128,0.125,-0.11793544907616565,oracle_context_only,92,direct_success,0.01,leave_one_level,0.1
2,128,-0.125,-0.03203764263090929,oracle_context_only,92,direct_success,0.01,leave_one_level,0.1
3,128,-0.09375,0.050806474230946065,oracle_context_only,92,direct_success,0.01,leave_one_level,0.1
4,128,-0.1015625,0.23497396513818142,oracle_context_only,92,direct_success,0.01,leave_one_level,0.1
0,128,0.0859375,-0.2405340286389981,oracle_context_only,92,direct_success,0.01,leave_one_level,0.2
1,128,0.125,-0.11793544907616565,oracle_context_only,92,direct_success,0.01,leave_one_level,0.2
2,128,-0.125,-0.03203764263090929,oracle_context_only,92,direct_success,0.01,leave_one_level,0.2
3,128,-0.09375,0.050806474230946065,oracle_context_only,92,direct_success,0.01,leave_one_level,0.2
4,128,-0.1015625,0.23497396513818142,oracle_context_only,92,direct_success,0.01,leave_one_level,0.2
0,128,0.0859375,-0.2405340286389981,oracle_context_only,92,direct_success,0.01,leave_one_level,0.3
1,128,0.125,-0.11793544907616565,oracle_context_only,92,direct_success,0.01,leave_one_level,0.3
2,128,-0.125,-0.03203764263090929,oracle_context_only,92,direct_success,0.01,leave_one_level,0.3
3,128,-0.09375,0.050806474230946065,oracle_context_only,92,direct_success,0.01,leave_one_level,0.3
4,128,-0.1015625,0.23497396513818142,oracle_context_only,92,direct_success,0.01,leave_one_level,0.3
0,128,0.0859375,-0.24027248873582488,oracle_context_only,92,direct_success,0.1,leave_one_level,0.1
1,128,0.125,-0.11775572480642137,oracle_context_only,92,direct_success,0.1,leave_one_level,0.1
2,128,-0.125,-0.031946520397405274,oracle_context_only,92,direct_success,0.1,leave_one_level,0.1
3,128,-0.09375,0.050881046870921404,oracle_context_only,92,direct_success,0.1,leave_one_level,0.1
4,128,-0.1015625,0.23474683419605819,oracle_context_only,92,direct_success,0.1,leave_one_level,0.1
0,128,0.0859375,-0.24027248873582488,oracle_context_only,92,direct_success,0.1,leave_one_level,0.2
1,128,0.125,-0.11775572480642137,oracle_context_only,92,direct_success,0.1,leave_one_level,0.2
2,128,-0.125,-0.031946520397405274,oracle_context_only,92,direct_success,0.1,leave_one_level,0.2
3,128,-0.09375,0.050881046870921404,oracle_context_only,92,direct_success,0.1,leave_one_level,0.2
4,128,-0.1015625,0.23474683419605819,oracle_context_only,92,direct_success,0.1,leave_one_level,0.2
0,128,0.0859375,-0.24027248873582488,oracle_context_only,92,direct_success,0.1,leave_one_level,0.3
1,128,0.125,-0.11775572480642137,oracle_context_only,92,direct_success,0.1,leave_one_level,0.3
2,128,-0.125,-0.031946520397405274,oracle_context_only,92,direct_success,0.1,leave_one_level,0.3
3,128,-0.09375,0.050881046870921404,oracle_context_only,92,direct_success,0.1,leave_one_level,0.3
4,128,-0.1015625,0.23474683419605819,oracle_context_only,92,direct_success,0.1,leave_one_level,0.3
0,128,0.0859375,-0.23779488752520486,oracle_context_only,92,direct_success,1.0,leave_one_level,0.1
1,128,0.125,-0.11610014556766039,oracle_context_only,92,direct_success,1.0,leave_one_level,0.1
2,128,-0.125,-0.031113398012540847,oracle_context_only,92,direct_success,1.0,leave_one_level,0.1
3,128,-0.0625,0.050896984567104696,oracle_context_only,92,direct_success,1.0,leave_one_level,0.1
4,128,-0.1328125,0.23305502181153895,oracle_context_only,92,direct_success,1.0,leave_one_level,0.1
0,128,0.0859375,-0.23779488752520486,oracle_context_only,92,direct_success,1.0,leave_one_level,0.2
1,128,0.125,-0.11610014556766039,oracle_context_only,92,direct_success,1.0,leave_one_level,0.2
2,128,-0.125,-0.031113398012540847,oracle_context_only,92,direct_success,1.0,leave_one_level,0.2
3,128,-0.0625,0.050896984567104696,oracle_context_only,92,direct_success,1.0,leave_one_level,0.2
4,128,-0.1328125,0.23305502181153895,oracle_context_only,92,direct_success,1.0,leave_one_level,0.2
0,128,0.0859375,-0.23779488752520486,oracle_context_only,92,direct_success,1.0,leave_one_level,0.3
1,128,0.125,-0.11610014556766039,oracle_context_only,92,direct_success,1.0,leave_one_level,0.3
2,128,-0.125,-0.031113398012540847,oracle_context_only,92,direct_success,1.0,leave_one_level,0.3
3,128,-0.0625,0.050896984567104696,oracle_context_only,92,direct_success,1.0,leave_one_level,0.3
4,128,-0.1328125,0.23305502181153895,oracle_context_only,92,direct_success,1.0,leave_one_level,0.3
0,128,0.0625,-0.2242338878461531,oracle_context_only,92,direct_success,10.0,leave_one_level,0.1
1,128,0.0859375,-0.1063945983382796,oracle_context_only,92,direct_success,10.0,leave_one_level,0.1
2,128,-0.0625,-0.027262541246794506,oracle_context_only,92,direct_success,10.0,leave_one_level,0.1
3,128,-0.0625,0.04953483953707855,oracle_context_only,92,direct_success,10.0,leave_one_level,0.1
4,128,-0.1328125,0.21692952923410036,oracle_context_only,92,direct_success,10.0,leave_one_level,0.1
0,128,0.0625,-0.2242338878461531,oracle_context_only,92,direct_success,10.0,leave_one_level,0.2
1,128,0.0859375,-0.1063945983382796,oracle_context_only,92,direct_success,10.0,leave_one_level,0.2
2,128,-0.0625,-0.027262541246794506,oracle_context_only,92,direct_success,10.0,leave_one_level,0.2
3,128,-0.0625,0.04953483953707855,oracle_context_only,92,direct_success,10.0,leave_one_level,0.2
4,128,-0.1328125,0.21692952923410036,oracle_context_only,92,direct_success,10.0,leave_one_level,0.2
0,128,0.0625,-0.2242338878461531,oracle_context_only,92,direct_success,10.0,leave_one_level,0.3
1,128,0.0859375,-0.1063945983382796,oracle_context_only,92,direct_success,10.0,leave_one_level,0.3
2,128,-0.0625,-0.027262541246794506,oracle_context_only,92,direct_success,10.0,leave_one_level,0.3
3,128,-0.0625,0.04953483953707855,oracle_context_only,92,direct_success,10.0,leave_one_level,0.3
4,128,-0.1328125,0.21692952923410036,oracle_context_only,92,direct_success,10.0,leave_one_level,0.3
0,128,0.0625,-0.21480027735132598,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.1
1,128,0.1484375,-0.11022367766791724,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.1
2,128,-0.125,-0.024142905159611473,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.1
3,128,-0.09375,0.04654966361367744,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.1
4,128,-0.1015625,0.20567785494260493,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.1
0,128,0.0625,-0.21480027735132598,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.2
1,128,0.1484375,-0.11022367766791724,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.2
2,128,-0.125,-0.024142905159611473,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.2
3,128,-0.09375,0.04654966361367744,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.2
4,128,-0.1015625,0.20567785494260493,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.2
0,128,0.0625,-0.21480027735132598,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.3
1,128,0.1484375,-0.11022367766791724,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.3
2,128,-0.125,-0.024142905159611473,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.3
3,128,-0.09375,0.04654966361367744,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.3
4,128,-0.1015625,0.20567785494260493,oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.3
0,128,0.0625,-0.21463499258657087,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.1
1,128,0.1484375,-0.10998258952838398,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.1
2,128,-0.125,-0.024072499855422702,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.1
3,128,-0.09375,0.04662058165433762,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.1
4,128,-0.1015625,0.20547766376389676,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.1
0,128,0.0625,-0.21463499258657087,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.2
1,128,0.1484375,-0.10998258952838398,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.2
2,128,-0.125,-0.024072499855422702,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.2
3,128,-0.09375,0.04662058165433762,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.2
4,128,-0.1015625,0.20547766376389676,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.2
0,128,0.0625,-0.21463499258657087,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.3
1,128,0.1484375,-0.10998258952838398,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.3
2,128,-0.125,-0.024072499855422702,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.3
3,128,-0.09375,0.04662058165433762,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.3
4,128,-0.1015625,0.20547766376389676,oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.3
0,128,0.0625,-0.21311769047780169,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.1
1,128,0.125,-0.1077452768433031,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.1
2,128,-0.109375,-0.023398972636116535,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.1
3,128,-0.0546875,0.046562654677689594,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.1
4,128,-0.1328125,0.20414749330409096,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.1
0,128,0.0625,-0.21311769047780169,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.2
1,128,0.125,-0.1077452768433031,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.2
2,128,-0.109375,-0.023398972636116535,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.2
3,128,-0.0546875,0.046562654677689594,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.2
4,128,-0.1328125,0.20414749330409096,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.2
0,128,0.0625,-0.21311769047780169,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.3
1,128,0.125,-0.1077452768433031,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.3
2,128,-0.109375,-0.023398972636116535,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.3
3,128,-0.0546875,0.046562654677689594,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.3
4,128,-0.1328125,0.20414749330409096,oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.3
0,128,0.0625,-0.20134581671827137,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.1
1,128,0.1328125,-0.09659050562638584,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.1
2,128,-0.109375,-0.021874398972372394,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.1
3,128,-0.0625,0.04510359521214009,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.1
4,128,-0.1328125,0.19112782560789052,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.1
0,128,0.0625,-0.20134581671827137,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.2
1,128,0.1328125,-0.09659050562638584,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.2
2,128,-0.109375,-0.021874398972372394,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.2
3,128,-0.0625,0.04510359521214009,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.2
4,128,-0.1328125,0.19112782560789052,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.2
0,128,0.0625,-0.20134581671827137,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.3
1,128,0.1328125,-0.09659050562638584,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.3
2,128,-0.109375,-0.021874398972372394,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.3
3,128,-0.0625,0.04510359521214009,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.3
4,128,-0.1328125,0.19112782560789052,oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.3
0,128,0.0390625,-0.26727388662038654,oracle_context_only,92,direct_grounded,0.01,leave_one_level,0.1
