family,feature_count,target_variant,alpha,scheme,budget,query_rate,raw_gain,adjusted_gain,rescues,harms,rescue_vs_harm_auc,effect_spearman,worst_cell_adjusted_gain,quintile_monotonic_rho,quintile_top_minus_bottom
oracle_context_only,92,direct_terminal_utility,0.01,leave_one_level,0.3,0.3,-0.0203125,-0.02781249999999999,16,29,0.3157579787234043,-0.15176648374944549,-0.3749999999999999,-0.6,-0.1640625
oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.1,0.1,-0.015625,-0.018124999999999995,7,17,0.3157579787234043,-0.15176648374944549,-0.3749999999999999,-0.6,-0.1640625
oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.2,0.2,-0.0203125,-0.025312499999999995,12,25,0.3157579787234043,-0.15176648374944549,-0.3749999999999999,-0.6,-0.1640625
oracle_context_only,92,direct_terminal_utility,0.1,leave_one_level,0.3,0.3,-0.0203125,-0.02781249999999999,16,29,0.3157579787234043,-0.15176648374944549,-0.3749999999999999,-0.6,-0.1640625
oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.1,0.1,-0.015625,-0.018124999999999995,7,17,0.315625,-0.1605281422677605,-0.3749999999999999,-0.7999999999999999,-0.1953125
oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.2,0.2,-0.0265625,-0.03156249999999999,11,28,0.315625,-0.1605281422677605,-0.3749999999999999,-0.7999999999999999,-0.1953125
oracle_context_only,92,direct_terminal_utility,1.0,leave_one_level,0.3,0.3,-0.01875,-0.02624999999999999,19,31,0.315625,-0.1605281422677605,-0.3749999999999999,-0.7999999999999999,-0.1953125
oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.1,0.1,-0.028125,-0.030624999999999993,2,20,0.30871010638297874,-0.1650617505055406,-0.3749999999999999,-0.7999999999999999,-0.1953125
oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.2,0.2,-0.0265625,-0.03156249999999999,11,28,0.30871010638297874,-0.1650617505055406,-0.3749999999999999,-0.7999999999999999,-0.1953125
oracle_context_only,92,direct_terminal_utility,10.0,leave_one_level,0.3,0.3,-0.021875,-0.02937499999999999,16,30,0.30871010638297874,-0.1650617505055406,-0.3749999999999999,-0.7999999999999999,-0.1953125
oracle_context_only,92,direct_grounded,0.01,leave_one_level,0.1,0.1,-0.0140625,-0.016562499999999994,8,17,0.3216090425531915,-0.14672909556869726,-0.3749999999999999,-0.6,-0.171875
oracle_context_only,92,direct_grounded,0.01,leave_one_level,0.2,0.2,-0.0265625,-0.03156249999999999,11,28,0.3216090425531915,-0.14672909556869726,-0.3749999999999999,-0.6,-0.171875
oracle_context_only,92,direct_grounded,0.01,leave_one_level,0.3,0.3,-0.0203125,-0.02781249999999999,16,29,0.3216090425531915,-0.14672909556869726,-0.3749999999999999,-0.6,-0.171875
oracle_context_only,92,direct_grounded,0.1,leave_one_level,0.1,0.1,-0.0140625,-0.016562499999999994,8,17,0.3216090425531915,-0.14672909556869726,-0.3749999999999999,-0.6,-0.171875
oracle_context_only,92,direct_grounded,0.1,leave_one_level,0.2,0.2,-0.0265625,-0.03156249999999999,11,28,0.3216090425531915,-0.14672909556869726,-0.3749999999999999,-0.6,-0.171875
oracle_context_only,92,direct_grounded,0.1,leave_one_level,0.3,0.3,-0.0203125,-0.02781249999999999,16,29,0.3216090425531915,-0.14672909556869726,-0.3749999999999999,-0.6,-0.171875
oracle_context_only,92,direct_grounded,1.0,leave_one_level,0.1,0.1,-0.015625,-0.018124999999999995,7,17,0.32174202127659574,-0.14665095827142058,-0.3749999999999999,-0.6,-0.171875
oracle_context_only,92,direct_grounded,1.0,leave_one_level,0.2,0.2,-0.0265625,-0.03156249999999999,11,28,0.32174202127659574,-0.14665095827142058,-0.3749999999999999,-0.6,-0.171875
oracle_context_only,92,direct_grounded,1.0,leave_one_level,0.3,0.3,-0.0203125,-0.02781249999999999,16,29,0.32174202127659574,-0.14665095827142058,-0.3749999999999999,-0.6,-0.171875
oracle_context_only,92,direct_grounded,10.0,leave_one_level,0.1,0.1,-0.028125,-0.030624999999999993,2,20,0.3120345744680851,-0.14865744181569934,-0.3749999999999999,-0.6,-0.1796875
oracle_context_only,92,direct_grounded,10.0,leave_one_level,0.2,0.2,-0.0265625,-0.03156249999999999,11,28,0.3120345744680851,-0.14865744181569934,-0.3749999999999999,-0.6,-0.1796875
oracle_context_only,92,direct_grounded,10.0,leave_one_level,0.3,0.3,-0.0203125,-0.02781249999999999,16,29,0.3120345744680851,-0.14865744181569934,-0.3749999999999999,-0.6,-0.1796875
oracle_context_only,92,ridge_potential_success,0.01,leave_one_level,0.1,0.1,-0.021875,-0.024374999999999994,3,17,0.3269281914893617,-0.1388779421881222,-0.3474999999999999,-0.5642880936468347,-0.125
oracle_context_only,92,ridge_potential_success,0.01,leave_one_level,0.2,0.2,-0.0078125,-0.012812499999999996,14,19,0.3269281914893617,-0.1388779421881222,-0.3749999999999999,-0.5642880936468347,-0.125
oracle_context_only,92,ridge_potential_success,0.01,leave_one_level,0.3,0.3,-0.00625,-0.01374999999999999,19,23,0.3269281914893617,-0.1388779421881222,-0.3749999999999999,-0.5642880936468347,-0.125
oracle_context_only,92,ridge_potential_success,0.1,leave_one_level,0.1,0.1,-0.021875,-0.024374999999999994,3,17,0.3269281914893617,-0.13759484551705237,-0.3474999999999999,-0.49999999999999994,-0.125
oracle_context_only,92,ridge_potential_success,0.1,leave_one_level,0.2,0.2,-0.0078125,-0.012812499999999996,14,19,0.3269281914893617,-0.13759484551705237,-0.3749999999999999,-0.49999999999999994,-0.125
oracle_context_only,92,ridge_potential_success,0.1,leave_one_level,0.3,0.3,-0.00625,-0.01374999999999999,19,23,0.3269281914893617,-0.13759484551705237,-0.3749999999999999,-0.49999999999999994,-0.125
oracle_context_only,92,ridge_potential_success,1.0,leave_one_level,0.1,0.1,-0.0234375,-0.025937499999999992,3,18,0.32533244680851064,-0.14326391205894265,-0.3749999999999999,-0.49999999999999994,-0.125
oracle_context_only,92,ridge_potential_success,1.0,leave_one_level,0.2,0.2,-0.0078125,-0.012812499999999996,14,19,0.32533244680851064,-0.14326391205894265,-0.3749999999999999,-0.49999999999999994,-0.125
oracle_context_only,92,ridge_potential_success,1.0,leave_one_level,0.3,0.3,-0.00625,-0.01374999999999999,19,23,0.32533244680851064,-0.14326391205894265,-0.3749999999999999,-0.49999999999999994,-0.125
oracle_context_only,92,ridge_potential_success,10.0,leave_one_level,0.1,0.1,-0.015625,-0.018124999999999995,7,17,0.3259973404255319,-0.13816607028503824,-0.3749999999999999,-0.6,-0.1015625
oracle_context_only,92,ridge_potential_success,10.0,leave_one_level,0.2,0.2,-0.0078125,-0.012812499999999996,14,19,0.3259973404255319,-0.13816607028503824,-0.3749999999999999,-0.6,-0.1015625
oracle_context_only,92,ridge_potential_success,10.0,leave_one_level,0.3,0.3,-0.021875,-0.02937499999999999,16,30,0.3259973404255319,-0.13816607028503824,-0.3749999999999999,-0.6,-0.1015625
oracle_context_only,92,direct_success,0.01,leave_one_cell,0.1,0.1,-0.0078125,-0.010312499999999997,6,11,0.41043882978723406,-0.08272190038216513,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_success,0.01,leave_one_cell,0.2,0.2,-0.00625,-0.011249999999999993,13,17,0.41043882978723406,-0.08272190038216513,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_success,0.01,leave_one_cell,0.3,0.3,-0.040625,-0.048124999999999994,17,43,0.41043882978723406,-0.08272190038216513,-0.3749999999999999,-0.41039134083406165,0.0
oracle_context_only,92,direct_success,0.1,leave_one_cell,0.1,0.1,-0.0078125,-0.010312499999999997,6,11,0.41043882978723406,-0.08278934520718291,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_success,0.1,leave_one_cell,0.2,0.2,-0.00625,-0.011249999999999993,13,17,0.41043882978723406,-0.08278934520718291,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_success,0.1,leave_one_cell,0.3,0.3,-0.040625,-0.048124999999999994,17,43,0.41043882978723406,-0.08278934520718291,-0.3749999999999999,-0.41039134083406165,0.0
oracle_context_only,92,direct_success,1.0,leave_one_cell,0.1,0.1,-0.0078125,-0.010312499999999997,6,11,0.41043882978723406,-0.08266597052727236,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_success,1.0,leave_one_cell,0.2,0.2,-0.00625,-0.011249999999999993,13,17,0.41043882978723406,-0.08266597052727236,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_success,1.0,leave_one_cell,0.3,0.3,-0.040625,-0.048124999999999994,17,43,0.41043882978723406,-0.08266597052727236,-0.3749999999999999,-0.41039134083406165,0.0
oracle_context_only,92,direct_success,10.0,leave_one_cell,0.1,0.1,-0.015625,-0.018124999999999995,0,10,0.39434840425531914,-0.09762021547923146,-0.24937499999999996,-0.5642880936468347,-0.109375
oracle_context_only,92,direct_success,10.0,leave_one_cell,0.2,0.2,-0.0328125,-0.037812499999999985,6,27,0.39434840425531914,-0.09762021547923146,-0.3749999999999999,-0.5642880936468347,-0.109375
oracle_context_only,92,direct_success,10.0,leave_one_cell,0.3,0.3,-0.040625,-0.048124999999999994,17,43,0.39434840425531914,-0.09762021547923146,-0.3749999999999999,-0.5642880936468347,-0.109375
oracle_context_only,92,direct_terminal_utility,0.01,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999997,6,10,0.41668882978723404,-0.07631052951614632,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_terminal_utility,0.01,leave_one_cell,0.2,0.2,-0.00625,-0.011249999999999993,13,17,0.41668882978723404,-0.07631052951614632,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_terminal_utility,0.01,leave_one_cell,0.3,0.3,-0.040625,-0.048124999999999994,17,43,0.41668882978723404,-0.07631052951614632,-0.3749999999999999,-0.41039134083406165,0.0
oracle_context_only,92,direct_terminal_utility,0.1,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999997,6,10,0.41668882978723404,-0.07631052951614632,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_terminal_utility,0.1,leave_one_cell,0.2,0.2,-0.00625,-0.011249999999999993,13,17,0.41668882978723404,-0.07631052951614632,-0.24937499999999996,-0.41039134083406165,0.0
oracle_context_only,92,direct_terminal_utility,0.1,leave_one_cell,0.3,0.3,-0.040625,-0.048124999999999994,17,43,0.41668882978723404,-0.07631052951614632,-0.3749999999999999,-0.41039134083406165,0.0
oracle_context_only,92,direct_terminal_utility,1.0,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999997,6,10,0.4168218085106383,-0.07707134004226145,-0.24937499999999996,-0.19999999999999998,0.015625
oracle_context_only,92,direct_terminal_utility,1.0,leave_one_cell,0.2,0.2,-0.003125,-0.008124999999999993,14,16,0.4168218085106383,-0.07707134004226145,-0.24937499999999996,-0.19999999999999998,0.015625
oracle_context_only,92,direct_terminal_utility,1.0,leave_one_cell,0.3,0.3,-0.040625,-0.048124999999999994,17,43,0.4168218085106383,-0.07707134004226145,-0.3749999999999999,-0.19999999999999998,0.015625
oracle_context_only,92,direct_terminal_utility,10.0,leave_one_cell,0.1,0.1,-0.015625,-0.018124999999999995,0,10,0.3942154255319149,-0.10067415005595089,-0.24937499999999996,-0.7,-0.1328125
oracle_context_only,92,direct_terminal_utility,10.0,leave_one_cell,0.2,0.2,-0.0328125,-0.037812499999999985,6,27,0.3942154255319149,-0.10067415005595089,-0.3749999999999999,-0.7,-0.1328125
oracle_context_only,92,direct_terminal_utility,10.0,leave_one_cell,0.3,0.3,-0.040625,-0.04812499999999999,17,43,0.3942154255319149,-0.10067415005595089,-0.3749999999999999,-0.7,-0.1328125
oracle_context_only,92,direct_grounded,0.01,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999997,6,10,0.40924202127659576,-0.08208816577635789,-0.24937499999999996,-0.19999999999999998,0.0234375
oracle_context_only,92,direct_grounded,0.01,leave_one_cell,0.2,0.2,-0.00625,-0.011249999999999993,13,17,0.40924202127659576,-0.08208816577635789,-0.24937499999999996,-0.19999999999999998,0.0234375
oracle_context_only,92,direct_grounded,0.01,leave_one_cell,0.3,0.3,-0.040625,-0.048124999999999994,17,43,0.40924202127659576,-0.08208816577635789,-0.3749999999999999,-0.19999999999999998,0.0234375
oracle_context_only,92,direct_grounded,0.1,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999997,6,10,0.4096409574468085,-0.08122125302551968,-0.24937499999999996,-0.19999999999999998,0.0234375
oracle_context_only,92,direct_grounded,0.1,leave_one_cell,0.2,0.2,-0.00625,-0.011249999999999993,13,17,0.4096409574468085,-0.08122125302551968,-0.24937499999999996,-0.19999999999999998,0.0234375
oracle_context_only,92,direct_grounded,0.1,leave_one_cell,0.3,0.3,-0.040625,-0.04812499999999999,17,43,0.4096409574468085,-0.08122125302551968,-0.3749999999999999,-0.19999999999999998,0.0234375
oracle_context_only,92,direct_grounded,1.0,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999997,6,10,0.4096409574468085,-0.08122125302551968,-0.24937499999999996,-0.19999999999999998,0.0234375
oracle_context_only,92,direct_grounded,1.0,leave_one_cell,0.2,0.2,-0.00625,-0.011249999999999993,13,17,0.4096409574468085,-0.08122125302551968,-0.24937499999999996,-0.19999999999999998,0.0234375
oracle_context_only,92,direct_grounded,1.0,leave_one_cell,0.3,0.3,-0.040625,-0.04812499999999999,17,43,0.4096409574468085,-0.08122125302551968,-0.3749999999999999,-0.19999999999999998,0.0234375
oracle_context_only,92,direct_grounded,10.0,leave_one_cell,0.1,0.1,-0.015625,-0.018124999999999995,0,10,0.39700797872340426,-0.08667729262009773,-0.24937499999999996,-0.39999999999999997,-0.109375
oracle_context_only,92,direct_grounded,10.0,leave_one_cell,0.2,0.2,-0.0328125,-0.037812499999999985,6,27,0.39700797872340426,-0.08667729262009773,-0.3749999999999999,-0.39999999999999997,-0.109375
oracle_context_only,92,direct_grounded,10.0,leave_one_cell,0.3,0.3,-0.021875,-0.02937499999999999,15,29,0.39700797872340426,-0.08667729262009773,-0.3749999999999999,-0.39999999999999997,-0.109375
oracle_context_only,92,ridge_potential_success,0.01,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999997,5,9,0.3959441489361702,-0.08675655991361811,-0.13374999999999998,-0.35909242322980395,-0.1640625
oracle_context_only,92,ridge_potential_success,0.01,leave_one_cell,0.2,0.2,-0.0390625,-0.04406249999999999,9,34,0.3959441489361702,-0.08675655991361811,-0.3749999999999999,-0.35909242322980395,-0.1640625
oracle_context_only,92,ridge_potential_success,0.01,leave_one_cell,0.3,0.3,-0.028125,-0.035625,19,37,0.3959441489361702,-0.08675655991361811,-0.3749999999999999,-0.35909242322980395,-0.1640625
oracle_context_only,92,ridge_potential_success,0.1,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999997,5,9,0.3959441489361702,-0.08682400881440709,-0.13374999999999998,-0.35909242322980395,-0.1640625
oracle_context_only,92,ridge_potential_success,0.1,leave_one_cell,0.2,0.2,-0.0390625,-0.04406249999999999,9,34,0.3959441489361702,-0.08682400881440709,-0.3749999999999999,-0.35909242322980395,-0.1640625
oracle_context_only,92,ridge_potential_success,0.1,leave_one_cell,0.3,0.3,-0.028125,-0.035625,19,37,0.3959441489361702,-0.08682400881440709,-0.3749999999999999,-0.35909242322980395,-0.1640625
oracle_context_only,92,ridge_potential_success,1.0,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999997,5,9,0.3959441489361702,-0.08682400881440709,-0.13374999999999998,-0.35909242322980395,-0.1640625
oracle_context_only,92,ridge_potential_success,1.0,leave_one_cell,0.2,0.2,-0.0390625,-0.04406249999999999,9,34,0.3959441489361702,-0.08682400881440709,-0.3749999999999999,-0.35909242322980395,-0.1640625
oracle_context_only,92,ridge_potential_success,1.0,leave_one_cell,0.3,0.3,-0.028125,-0.035625,19,37,0.3959441489361702,-0.08682400881440709,-0.3749999999999999,-0.35909242322980395,-0.1640625
oracle_context_only,92,ridge_potential_success,10.0,leave_one_cell,0.1,0.1,-0.00625,-0.008749999999999996,5,9,0.41469414893617024,-0.08674884993444584,-0.15937499999999996,-0.6,-0.0234375
oracle_context_only,92,ridge_potential_success,10.0,leave_one_cell,0.2,0.2,-0.015625,-0.02062499999999999,15,25,0.41469414893617024,-0.08674884993444584,-0.3749999999999999,-0.6,-0.0234375
oracle_context_only,92,ridge_potential_success,10.0,leave_one_cell,0.3,0.3,-0.040625,-0.04812499999999999,17,43,0.41469414893617024,-0.08674884993444584,-0.3749999999999999,-0.6,-0.0234375
oracle_context_only,92,direct_success,0.01,within_cell_grouped5,0.1,0.1,0.0109375,0.0084375,13,6,0.7476728723404256,0.25825976281057633,-0.05624999999999999,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,0.01,within_cell_grouped5,0.2,0.2,0.0296875,0.0246875,26,7,0.7476728723404256,0.25825976281057633,-0.009999999999999998,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,0.01,within_cell_grouped5,0.3,0.3,0.0390625,0.03156250000000001,35,10,0.7476728723404256,0.25825976281057633,-0.076875,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,0.1,within_cell_grouped5,0.1,0.1,0.0109375,0.0084375,13,6,0.7476728723404256,0.25825976281057633,-0.05624999999999999,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,0.1,within_cell_grouped5,0.2,0.2,0.0296875,0.0246875,26,7,0.7476728723404256,0.25825976281057633,-0.009999999999999998,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,0.1,within_cell_grouped5,0.3,0.3,0.0390625,0.03156250000000001,35,10,0.7476728723404256,0.25825976281057633,-0.076875,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,1.0,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.747938829787234,0.25857270538712346,-0.05687499999999999,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,1.0,within_cell_grouped5,0.2,0.2,0.0296875,0.0246875,26,7,0.747938829787234,0.25857270538712346,-0.009999999999999998,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,1.0,within_cell_grouped5,0.3,0.3,0.0390625,0.03156250000000001,35,10,0.747938829787234,0.25857270538712346,-0.076875,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,10.0,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7516622340425532,0.2611928807655627,-0.05687499999999999,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,10.0,within_cell_grouped5,0.2,0.2,0.0296875,0.024687499999999998,26,7,0.7516622340425532,0.2611928807655627,-0.009999999999999998,0.9999999999999999,0.40625
oracle_context_only,92,direct_success,10.0,within_cell_grouped5,0.3,0.3,0.0421875,0.0346875,35,8,0.7516622340425532,0.2611928807655627,-0.025625,0.9999999999999999,0.40625
oracle_context_only,92,direct_terminal_utility,0.01,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7532579787234043,0.2619280083403912,-0.05687499999999999,0.9999999999999999,0.3984375
oracle_context_only,92,direct_terminal_utility,0.01,within_cell_grouped5,0.2,0.2,0.028125,0.023125,25,7,0.7532579787234043,0.2619280083403912,-0.04,0.9999999999999999,0.3984375
oracle_context_only,92,direct_terminal_utility,0.01,within_cell_grouped5,0.3,0.3,0.0390625,0.03156250000000001,35,10,0.7532579787234043,0.2619280083403912,-0.076875,0.9999999999999999,0.3984375
oracle_context_only,92,direct_terminal_utility,0.1,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7532579787234043,0.2619280083403912,-0.05687499999999999,0.9999999999999999,0.3984375
oracle_context_only,92,direct_terminal_utility,0.1,within_cell_grouped5,0.2,0.2,0.028125,0.023125,25,7,0.7532579787234043,0.2619280083403912,-0.04,0.9999999999999999,0.3984375
oracle_context_only,92,direct_terminal_utility,0.1,within_cell_grouped5,0.3,0.3,0.0390625,0.03156250000000001,35,10,0.7532579787234043,0.2619280083403912,-0.076875,0.9999999999999999,0.3984375
oracle_context_only,92,direct_terminal_utility,1.0,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7532579787234043,0.2619436144006389,-0.05687499999999999,0.9999999999999999,0.3984375
oracle_context_only,92,direct_terminal_utility,1.0,within_cell_grouped5,0.2,0.2,0.028125,0.023125,25,7,0.7532579787234043,0.2619436144006389,-0.04,0.9999999999999999,0.3984375
oracle_context_only,92,direct_terminal_utility,1.0,within_cell_grouped5,0.3,0.3,0.0390625,0.03156250000000001,35,10,0.7532579787234043,0.2619436144006389,-0.076875,0.9999999999999999,0.3984375
oracle_context_only,92,direct_terminal_utility,10.0,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7509973404255319,0.2614692723062663,-0.05687499999999999,0.8720815992723809,0.3984375
oracle_context_only,92,direct_terminal_utility,10.0,within_cell_grouped5,0.2,0.2,0.028125,0.023125,25,7,0.7509973404255319,0.2614692723062663,-0.04,0.8720815992723809,0.3984375
oracle_context_only,92,direct_terminal_utility,10.0,within_cell_grouped5,0.3,0.3,0.0421875,0.0346875,35,8,0.7509973404255319,0.2614692723062663,-0.025625,0.8720815992723809,0.3984375
oracle_context_only,92,direct_grounded,0.01,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7472739361702128,0.26239249397565995,-0.05687499999999999,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,0.01,within_cell_grouped5,0.2,0.2,0.028125,0.023125000000000003,25,7,0.7472739361702128,0.26239249397565995,-0.041874999999999996,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,0.01,within_cell_grouped5,0.3,0.3,0.034375,0.026875000000000003,33,11,0.7472739361702128,0.26239249397565995,-0.076875,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,0.1,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7472739361702128,0.26239249397565995,-0.05687499999999999,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,0.1,within_cell_grouped5,0.2,0.2,0.028125,0.023125000000000003,25,7,0.7472739361702128,0.26239249397565995,-0.041874999999999996,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,0.1,within_cell_grouped5,0.3,0.3,0.034375,0.026875000000000003,33,11,0.7472739361702128,0.26239249397565995,-0.076875,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,1.0,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.747938829787234,0.26279907291369364,-0.05687499999999999,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,1.0,within_cell_grouped5,0.2,0.2,0.028125,0.023125000000000003,25,7,0.747938829787234,0.26279907291369364,-0.041874999999999996,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,1.0,within_cell_grouped5,0.3,0.3,0.040625,0.033125,34,8,0.747938829787234,0.26279907291369364,-0.028124999999999994,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,10.0,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7459441489361702,0.2630122188418143,-0.05687499999999999,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,10.0,within_cell_grouped5,0.2,0.2,0.028125,0.023125,25,7,0.7459441489361702,0.2630122188418143,-0.041249999999999995,0.9999999999999999,0.4140625
oracle_context_only,92,direct_grounded,10.0,within_cell_grouped5,0.3,0.3,0.040625,0.033125,34,8,0.7459441489361702,0.2630122188418143,-0.028124999999999994,0.9999999999999999,0.4140625
oracle_context_only,92,ridge_potential_success,0.01,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7478058510638298,0.259021654376983,-0.05687499999999999,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,0.01,within_cell_grouped5,0.2,0.2,0.0296875,0.024687499999999998,26,7,0.7478058510638298,0.259021654376983,-0.009999999999999998,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,0.01,within_cell_grouped5,0.3,0.3,0.0390625,0.03156250000000001,35,10,0.7478058510638298,0.259021654376983,-0.076875,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,0.1,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7478058510638298,0.259021654376983,-0.05687499999999999,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,0.1,within_cell_grouped5,0.2,0.2,0.0296875,0.024687499999999998,26,7,0.7478058510638298,0.259021654376983,-0.009999999999999998,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,0.1,within_cell_grouped5,0.3,0.3,0.0390625,0.03156250000000001,35,10,0.7478058510638298,0.259021654376983,-0.076875,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,1.0,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7480718085106383,0.25935102604032056,-0.05687499999999999,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,1.0,within_cell_grouped5,0.2,0.2,0.0296875,0.024687499999999998,26,7,0.7480718085106383,0.25935102604032056,-0.009999999999999998,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,1.0,within_cell_grouped5,0.3,0.3,0.0390625,0.03156250000000001,35,10,0.7480718085106383,0.25935102604032056,-0.076875,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,10.0,within_cell_grouped5,0.1,0.1,0.0109375,0.008437500000000002,13,6,0.7519281914893617,0.26135354004335554,-0.05687499999999999,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,10.0,within_cell_grouped5,0.2,0.2,0.0296875,0.024687499999999998,26,7,0.7519281914893617,0.26135354004335554,-0.009999999999999998,0.9999999999999999,0.40625
oracle_context_only,92,ridge_potential_success,10.0,within_cell_grouped5,0.3,0.3,0.040625,0.033125,35,9,0.7519281914893617,0.26135354004335554,-0.05125,0.9999999999999999,0.40625
relative_oracle_additive,97,direct_success,0.01,leave_one_task,0.1,0.1,0.0015625,-0.0009374999999999997,6,5,0.43031914893617024,-0.057366573869758054,-0.05625,-0.6155870112510925,-0.125
relative_oracle_additive,97,direct_success,0.01,leave_one_task,0.2,0.2,-0.0109375,-0.015937499999999997,13,20,0.43031914893617024,-0.057366573869758054,-0.18562499999999998,-0.6155870112510925,-0.125
relative_oracle_additive,97,direct_success,0.01,leave_one_task,0.3,0.3,-0.0171875,-0.024687499999999994,20,31,0.43031914893617024,-0.057366573869758054,-0.2906249999999999,-0.6155870112510925,-0.125
relative_oracle_additive,97,direct_success,0.1,leave_one_task,0.1,0.1,0.0015625,-0.0009374999999999994,6,5,0.4417553191489362,-0.04158484225962152,-0.05499999999999999,-0.3,-0.0703125
relative_oracle_additive,97,direct_success,0.1,leave_one_task,0.2,0.2,0.0015625,-0.0034374999999999987,14,13,0.4417553191489362,-0.04158484225962152,-0.07812499999999999,-0.3,-0.0703125
relative_oracle_additive,97,direct_success,0.1,leave_one_task,0.3,0.3,-0.0046875,-0.012187499999999995,21,24,0.4417553191489362,-0.04158484225962152,-0.08437499999999998,-0.3,-0.0703125
relative_oracle_additive,97,direct_success,1.0,leave_one_task,0.1,0.1,0.0046875,0.0021875000000000006,7,4,0.45784574468085104,-0.02159259557795937,-0.028124999999999994,-0.46169025843831935,-0.0234375
relative_oracle_additive,97,direct_success,1.0,leave_one_task,0.2,0.2,0.0015625,-0.0034374999999999983,12,11,0.45784574468085104,-0.02159259557795937,-0.07249999999999998,-0.46169025843831935,-0.0234375
