family,feature_count,target_variant,alpha,scheme,budget,query_rate,raw_gain,adjusted_gain,rescues,harms,rescue_vs_harm_auc,effect_spearman,worst_cell_adjusted_gain,quintile_monotonic_rho,quintile_top_minus_bottom
relative_control,80,direct_grounded,0.1,leave_one_level,0.1,0.1,-0.0109375,-0.013437499999999996,6,13,0.3719414893617021,-0.11598443413597942,-0.05812499999999998,-0.8999999999999998,-0.1640625
relative_control,80,direct_grounded,0.1,leave_one_level,0.2,0.2,-0.0203125,-0.025312499999999995,14,27,0.3719414893617021,-0.11598443413597942,-0.20874999999999994,-0.8999999999999998,-0.1640625
relative_control,80,direct_grounded,0.1,leave_one_level,0.3,0.3,-0.025,-0.03249999999999999,20,36,0.3719414893617021,-0.11598443413597942,-0.26437499999999997,-0.8999999999999998,-0.1640625
relative_control,80,direct_grounded,1.0,leave_one_level,0.1,0.1,-0.00625,-0.008749999999999999,5,9,0.36768617021276595,-0.11590558707719342,-0.07937499999999999,-0.8999999999999998,-0.1875
relative_control,80,direct_grounded,1.0,leave_one_level,0.2,0.2,-0.0234375,-0.028437499999999994,11,26,0.36768617021276595,-0.11590558707719342,-0.20874999999999994,-0.8999999999999998,-0.1875
relative_control,80,direct_grounded,1.0,leave_one_level,0.3,0.3,-0.0234375,-0.030937499999999986,19,34,0.36768617021276595,-0.11590558707719342,-0.26499999999999996,-0.8999999999999998,-0.1875
relative_control,80,direct_grounded,10.0,leave_one_level,0.1,0.1,-0.003125,-0.005625,4,6,0.36542553191489363,-0.1160583532535913,-0.053125,-0.8999999999999998,-0.203125
relative_control,80,direct_grounded,10.0,leave_one_level,0.2,0.2,-0.0265625,-0.03156249999999999,8,25,0.36542553191489363,-0.1160583532535913,-0.23687499999999995,-0.8999999999999998,-0.203125
relative_control,80,direct_grounded,10.0,leave_one_level,0.3,0.3,-0.028125,-0.03562499999999999,16,34,0.36542553191489363,-0.1160583532535913,-0.29124999999999995,-0.8999999999999998,-0.203125
relative_control,80,ridge_potential_success,0.01,leave_one_level,0.1,0.1,-0.015625,-0.018124999999999995,5,15,0.3482712765957447,-0.13765990124343847,-0.130625,-0.7,-0.2890625
relative_control,80,ridge_potential_success,0.01,leave_one_level,0.2,0.2,-0.025,-0.029999999999999992,12,28,0.3482712765957447,-0.13765990124343847,-0.26312499999999994,-0.7,-0.2890625
relative_control,80,ridge_potential_success,0.01,leave_one_level,0.3,0.3,-0.025,-0.03249999999999999,22,38,0.3482712765957447,-0.13765990124343847,-0.31562499999999993,-0.7,-0.2890625
relative_control,80,ridge_potential_success,0.1,leave_one_level,0.1,0.1,-0.0140625,-0.016562499999999997,4,13,0.3738696808510638,-0.11138362772510034,-0.10437499999999997,-0.8207826816681233,-0.21875
relative_control,80,ridge_potential_success,0.1,leave_one_level,0.2,0.2,-0.0234375,-0.028437499999999998,12,27,0.3738696808510638,-0.11138362772510034,-0.2375,-0.8207826816681233,-0.21875
