suite,task_id,init_state_id,pair_id,rollout_id,rollout_seed,run_name,planning_strategy,planning_risk_lambda,success,final_t,num_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
libero_object_object,0,0,0,0,18000000,trajectory_consensus_20260908_smoke__object_t0_physical_medoid__libero_object_object__task0__init0__trajectory_medoid__l1p0,trajectory_medoid,1.0,False,280,18,0.7222222222222222,0.6929255839851167,0.6934804287221696,0.38375742470551705
