suite,task_id,init_state_id,rollout_seed,reference,method,compared_candidates,same_candidate_count,sim_state_max_abs_delta,action_max_abs_delta,value_max_abs_delta,stage
libero_object_object,0,37,16470000,consensus_medoid_only,max_value,3,True,0.0,0.002507030963897705,0.000268399715423584,exact_development
libero_object_object,0,38,16480000,consensus_medoid_only,max_value,3,True,0.0,0.003186464309692383,0.00016134977340698242,exact_development
libero_object_object,0,39,16490000,consensus_medoid_only,max_value,3,True,0.0,0.0022586584091186523,0.00021216273307800293,exact_development
libero_object_object,0,0,16100000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,1,16110000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,2,16120000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,3,16130000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,4,16140000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,5,16150000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,6,16160000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,7,16170000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,8,16180000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,9,16190000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,10,16200000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,11,16210000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,12,16220000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,13,16230000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,14,16240000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,15,16250000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,16,16260000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,17,16270000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,18,16280000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,19,16290000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,20,16300000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,21,16310000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,22,16320000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,23,16330000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,24,16340000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,25,16350000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,26,16360000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,27,16370000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,28,16380000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,29,16390000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,30,16400000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,31,16410000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,32,16420000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,33,16430000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,34,16440000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,35,16450000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,36,16460000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,37,16470000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,38,16480000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,39,16490000,first,max_value,1,False,0.0,0.0,0.0,exact_development
libero_object_object,0,0,16200000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.003771543502807617,0.0003040730953216553,architecture_development
libero_object_object,0,1,16210000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.004848003387451172,0.00023421645164489746,architecture_development
libero_object_object,0,2,16220000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.030942678451538086,0.0007838606834411621,architecture_development
libero_object_object,0,3,16230000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.004938364028930664,0.0003294050693511963,architecture_development
libero_object_object,0,4,16240000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.005696773529052734,0.00023812055587768555,architecture_development
libero_object_object,0,5,16250000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.004964590072631836,0.0017632842063903809,architecture_development
libero_object_object,0,6,16260000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.0032218098640441895,0.00026875734329223633,architecture_development
libero_object_object,0,7,16270000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.0021378323435783386,0.00015819072723388672,architecture_development
libero_object_object,0,8,16280000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.0032695531845092773,0.0003654658794403076,architecture_development
libero_object_object,0,9,16290000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.005558043718338013,0.00047835707664489746,architecture_development
libero_object_object,0,10,16300000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.003965437412261963,0.00012513995170593262,architecture_development
libero_object_object,0,11,16310000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.009796768426895142,0.00022643804550170898,architecture_development
libero_object_object,0,12,16320000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.03892713785171509,0.00034433603286743164,architecture_development
libero_object_object,0,13,16330000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.0059698522090911865,0.00013342499732971191,architecture_development
libero_object_object,0,14,16340000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.0029868483543395996,0.00025653839111328125,architecture_development
libero_object_object,0,15,16350000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.005004897713661194,0.00038307905197143555,architecture_development
libero_object_object,0,16,16360000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.0037180930376052856,0.00017145276069641113,architecture_development
libero_object_object,0,17,16370000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.00369049608707428,0.00018712878227233887,architecture_development
libero_object_object,0,18,16380000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.0034383684396743774,0.00019443035125732422,architecture_development
libero_object_object,0,19,16390000,cosmos_consensus_guarded,keystone_cluster_medoid,5,True,0.0,0.0022398829460144043,0.0001360177993774414,architecture_development
libero_object_object,0,0,16200000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,1,16210000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,2,16220000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,3,16230000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,4,16240000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,5,16250000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,6,16260000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,7,16270000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,8,16280000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,9,16290000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,10,16300000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,11,16310000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,12,16320000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,13,16330000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,14,16340000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,15,16350000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,16,16360000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,17,16370000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,18,16380000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,19,16390000,cosmos_consensus_guarded,max_value,5,True,0.0,0.0,0.0,architecture_development
libero_object_object,0,0,16200000,keystone_cluster_medoid,max_value,5,True,0.0,0.003771543502807617,0.0003040730953216553,architecture_development
libero_object_object,0,1,16210000,keystone_cluster_medoid,max_value,5,True,0.0,0.004848003387451172,0.00023421645164489746,architecture_development
libero_object_object,0,2,16220000,keystone_cluster_medoid,max_value,5,True,0.0,0.030942678451538086,0.0007838606834411621,architecture_development
libero_object_object,0,3,16230000,keystone_cluster_medoid,max_value,5,True,0.0,0.004938364028930664,0.0003294050693511963,architecture_development
libero_object_object,0,4,16240000,keystone_cluster_medoid,max_value,5,True,0.0,0.005696773529052734,0.00023812055587768555,architecture_development
libero_object_object,0,5,16250000,keystone_cluster_medoid,max_value,5,True,0.0,0.004964590072631836,0.0017632842063903809,architecture_development
libero_object_object,0,6,16260000,keystone_cluster_medoid,max_value,5,True,0.0,0.0032218098640441895,0.00026875734329223633,architecture_development
libero_object_object,0,7,16270000,keystone_cluster_medoid,max_value,5,True,0.0,0.0021378323435783386,0.00015819072723388672,architecture_development
libero_object_object,0,8,16280000,keystone_cluster_medoid,max_value,5,True,0.0,0.0032695531845092773,0.0003654658794403076,architecture_development
libero_object_object,0,9,16290000,keystone_cluster_medoid,max_value,5,True,0.0,0.005558043718338013,0.00047835707664489746,architecture_development
libero_object_object,0,10,16300000,keystone_cluster_medoid,max_value,5,True,0.0,0.003965437412261963,0.00012513995170593262,architecture_development
libero_object_object,0,11,16310000,keystone_cluster_medoid,max_value,5,True,0.0,0.009796768426895142,0.00022643804550170898,architecture_development
libero_object_object,0,12,16320000,keystone_cluster_medoid,max_value,5,True,0.0,0.03892713785171509,0.00034433603286743164,architecture_development
libero_object_object,0,13,16330000,keystone_cluster_medoid,max_value,5,True,0.0,0.0059698522090911865,0.00013342499732971191,architecture_development
libero_object_object,0,14,16340000,keystone_cluster_medoid,max_value,5,True,0.0,0.0029868483543395996,0.00025653839111328125,architecture_development
libero_object_object,0,15,16350000,keystone_cluster_medoid,max_value,5,True,0.0,0.005004897713661194,0.00038307905197143555,architecture_development
libero_object_object,0,16,16360000,keystone_cluster_medoid,max_value,5,True,0.0,0.0037180930376052856,0.00017145276069641113,architecture_development
libero_object_object,0,17,16370000,keystone_cluster_medoid,max_value,5,True,0.0,0.00369049608707428,0.00018712878227233887,architecture_development
libero_object_object,0,18,16380000,keystone_cluster_medoid,max_value,5,True,0.0,0.0034383684396743774,0.00019443035125732422,architecture_development
libero_object_object,0,19,16390000,keystone_cluster_medoid,max_value,5,True,0.0,0.0022398829460144043,0.0001360177993774414,architecture_development
