planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
frozen_factor_ridge,0.0,60,0,0.0,280.0,18.0,0.9425925925925926,0.48773873956115155,0.49294517501084895,-0.002966199513612011
max_value,0.0,60,0,0.0,280.0,18.0,0.0,0.5298224643424706,0.5298224643424706,0.0
