planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
disagreement_requery_action,1.0,libero_object_object,7,0,20,20,1.0,134.9,0.39022727272727276
max_value,0.0,libero_object_object,7,0,20,20,1.0,130.15,0.0
uncertainty_penalty_action,1.0,libero_object_object,7,0,20,20,1.0,130.6,0.4125
