case_stratum,baseline_strategy_id,strategy_id,num_cases,paired_rollouts,baseline_successes,strategy_successes,baseline_success_rate,strategy_success_rate,delta_success_rate,delta_ci_low,delta_ci_high,min_case_delta,max_case_delta,wins,losses,ties,mcnemar_exact_p,baseline_mean_queries,mean_queries,query_overhead_ratio,actual_query_count_ratio,mean_requery_rate,mean_surrogate_alarm_rate
known_boundary,max_value,requery_l1_h8,3,72,42,48,0.5833333333333334,0.6666666666666666,0.08333333333333333,-0.05555555555555555,0.2222222222222222,-0.08333333333333333,0.2916666666666667,18,12,42,0.361594608053565,13.694444444444445,15.833333333333334,1.2766203703703705,1.156186612576065,0.4222631610305759,0.15130608084200706
known_boundary,max_value,horizon_only_l1_h8,3,72,42,47,0.5833333333333334,0.6527777777777778,0.06944444444444445,-0.06944444444444445,0.20833333333333334,-0.041666666666666664,0.20833333333333334,17,12,43,0.45825831964612007,13.694444444444445,16.01388888888889,1.2787121057954391,1.169371196754564,0.42272855765566564,0.16200720742358157
known_boundary,max_value,action_l1,3,72,42,39,0.5833333333333334,0.5416666666666666,-0.041666666666666664,-0.1527777777777778,0.06944444444444445,-0.125,0.0,7,10,55,0.629058837890625,13.694444444444445,14.38888888888889,1.0,1.050709939148073,0.0,0.21603735770402435
new_ood_holdout,max_value,requery_l1_h8,4,96,58,73,0.6041666666666666,0.7604166666666666,0.15625,0.0625,0.25,-0.041666666666666664,0.4166666666666667,20,5,71,0.004077315330505371,13.614583333333334,15.760416666666666,1.2793589563350591,1.1576128538638102,0.4302895446828465,0.1768161805821206
new_ood_holdout,max_value,horizon_only_l1_h8,4,96,58,67,0.6041666666666666,0.6979166666666666,0.09375,-0.010416666666666666,0.19791666666666666,-0.16666666666666666,0.2916666666666667,19,10,67,0.13604594767093658,13.614583333333334,16.333333333333332,1.2819138182419432,1.1996939556235653,0.42854562775917077,0.16683222962588648
new_ood_holdout,max_value,action_l1,4,96,58,51,0.6041666666666666,0.53125,-0.07291666666666667,-0.17708333333333334,0.03125,-0.20833333333333334,0.041666666666666664,10,17,69,0.24778856337070465,13.614583333333334,14.302083333333334,1.0,1.0504973221117062,0.0,0.20163608008277123
