baseline_strategy_id,strategy_id,num_cases,paired_rollouts,baseline_successes,strategy_successes,baseline_success_rate,strategy_success_rate,delta_success_rate,delta_ci_low,delta_ci_high,min_case_delta,max_case_delta,wins,losses,ties,mcnemar_exact_p,baseline_mean_queries,mean_queries,query_overhead_ratio,actual_query_count_ratio,mean_requery_rate,mean_surrogate_alarm_rate
max_value,requery_l1_h8,7,168,100,121,0.5952380952380952,0.7202380952380952,0.125,0.047619047619047616,0.20238095238095238,-0.08333333333333333,0.4166666666666667,38,17,113,0.006455803109956637,13.648809523809524,15.791666666666666,1.278185276635907,1.1569995638901003,0.42684966597473056,0.1658832806935005
max_value,horizon_only_l1_h8,7,168,100,114,0.5952380952380952,0.6785714285714286,0.08333333333333333,0.0,0.17261904761904762,-0.16666666666666666,0.2916666666666667,36,22,110,0.08694889972991099,13.648809523809524,16.196428571428573,1.2805416557648701,1.1866550370693416,0.4260525977148114,0.1647643629677558
max_value,action_l1,7,168,100,90,0.5952380952380952,0.5357142857142857,-0.05952380952380952,-0.13110119047619034,0.017857142857142856,-0.20833333333333334,0.041666666666666664,17,27,124,0.17417114727072658,13.648809523809524,14.339285714285714,1.0,1.050588748364588,0.0,0.20780805620616544
