baseline_strategy_id,strategy_id,num_cases,paired_rollouts,baseline_successes,strategy_successes,baseline_success_rate,strategy_success_rate,delta_success_rate,delta_ci_low,delta_ci_high,min_case_delta,max_case_delta,wins,losses,ties,mcnemar_exact_p,baseline_mean_queries,mean_queries,query_overhead_ratio,actual_query_count_ratio,mean_requery_rate,mean_surrogate_alarm_rate
action_l1,requery_l1_h8,7,168,90,121,0.5357142857142857,0.7202380952380952,0.18452380952380953,0.10119047619047619,0.26785714285714285,-0.08333333333333333,0.375,45,14,109,6.530630444913366e-05,14.339285714285714,15.791666666666666,1.278185276635907,1.1012868410128684,0.42684966597473056,0.1658832806935005
action_l1,horizon_only_l1_h8,7,168,90,114,0.5357142857142857,0.6785714285714286,0.14285714285714285,0.06547619047619048,0.2261904761904762,-0.041666666666666664,0.4166666666666667,39,15,114,0.0014962588853935088,14.339285714285714,16.196428571428573,1.2805416557648701,1.1295143212951433,0.4260525977148114,0.1647643629677558
action_l1,max_value,7,168,90,100,0.5357142857142857,0.5952380952380952,0.05952380952380952,-0.017857142857142856,0.13110119047618832,-0.041666666666666664,0.20833333333333334,27,17,124,0.17417114727072658,14.339285714285714,13.648809523809524,1.0,0.9518472395184724,0.0,0.2022133003356743
