source_run,strategy_id,case_id,suite,task_id,init_state_id,rollout_seed,planning_strategy,planning_risk_lambda,planning_difficulty_threshold,planning_value_margin,planning_uncertainty_margin,planning_phase_fraction,planning_short_open_loop_steps,planning_surrogate_error_threshold,experiment_split,num_open_loop_steps,success,final_t,num_queries,failure_type,target_drop_candidate,wrong_object_interaction_candidate,num_queries_observed,rerank_rate,gate_rate,requery_rate,surrogate_alarm_rate,mean_selected_open_loop_steps,nominal_queries_for_executed_steps,query_compute_ratio
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160776,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,154,10,success,False,False,10,0.0,0.0,0.0,0.0,16.0,10.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160873,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,160,10,success,False,False,10,0.0,0.0,0.0,0.1,16.0,10.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160970,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,159,10,success,False,False,10,0.0,0.0,0.0,0.1,16.0,10.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161067,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,150,10,success,False,False,10,0.0,0.0,0.0,0.1,16.0,10.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161164,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,154,10,success,False,False,10,0.0,0.0,0.0,0.0,16.0,10.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161261,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,171,11,success,False,False,11,0.0,0.0,0.0,0.18181818181818182,16.0,11.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161358,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,166,11,success,False,False,11,0.0,0.0,0.0,0.09090909090909091,16.0,11.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161455,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,167,11,success,False,False,11,0.0,0.0,0.0,0.09090909090909091,16.0,11.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161552,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,133,9,success,False,False,9,0.0,0.0,0.0,0.1111111111111111,16.0,9.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161649,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,163,11,success,False,False,11,0.0,0.0,0.0,0.18181818181818182,16.0,11.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161746,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,170,11,success,False,False,11,0.0,0.0,0.0,0.18181818181818182,16.0,11.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161843,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,False,320,20,target_drop_candidate,True,False,20,0.0,0.0,0.0,0.35,16.0,20.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161940,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,134,9,success,False,False,9,0.0,0.0,0.0,0.0,16.0,9.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1162037,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,153,10,success,False,False,10,0.0,0.0,0.0,0.1,16.0,10.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1162134,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,142,9,success,False,False,9,0.0,0.0,0.0,0.0,16.0,9.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value__l0,max_value,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1162231,max_value,0.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,155,10,success,False,False,10,0.0,0.0,0.0,0.0,16.0,10.0,1.0
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160000,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,128,9,success,False,False,9,0.0,0.0,0.2222222222222222,0.0,14.222222222222221,8.0,1.125
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160097,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,151,12,success,False,False,12,0.0,0.0,0.4166666666666667,0.08333333333333333,12.666666666666666,10.0,1.2
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160194,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,False,320,26,target_drop_candidate,True,False,26,0.0,0.0,0.4230769230769231,0.34615384615384615,12.615384615384615,20.0,1.3
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160291,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,153,11,success,False,False,11,0.0,0.0,0.18181818181818182,0.09090909090909091,14.545454545454545,10.0,1.1
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160388,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,160,14,success,False,False,14,0.0,0.0,0.5714285714285714,0.07142857142857142,11.428571428571429,10.0,1.4
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160485,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,128,9,success,False,False,9,0.0,0.0,0.2222222222222222,0.0,14.222222222222221,8.0,1.125
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160582,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,179,16,success,False,False,16,0.0,0.0,0.5625,0.1875,11.5,12.0,1.3333333333333333
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160679,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,135,11,success,False,False,11,0.0,0.0,0.45454545454545453,0.0,12.363636363636363,9.0,1.2222222222222223
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160776,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,False,320,25,timeout_no_goal,False,False,25,0.0,0.0,0.36,0.2,13.12,20.0,1.25
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160873,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,172,13,success,False,False,13,0.0,0.0,0.23076923076923078,0.07692307692307693,14.153846153846153,11.0,1.1818181818181819
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160970,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,145,11,success,False,False,11,0.0,0.0,0.2727272727272727,0.0,13.818181818181818,10.0,1.1
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161067,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,160,13,success,False,False,13,0.0,0.0,0.46153846153846156,0.07692307692307693,12.307692307692308,10.0,1.3
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161164,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,154,14,success,False,False,14,0.0,0.0,0.5714285714285714,0.0,11.428571428571429,10.0,1.4
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161261,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,154,12,success,False,False,12,0.0,0.0,0.3333333333333333,0.0,13.333333333333334,10.0,1.2
factorial_selection_horizon_20260820/factorial_selection_horizon_20260820__goal_mug_task9__libero_goal_with_mug__task9__init0__max_value_disagreement_requery__l1p0,horizon_only_l1_h8,goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161358,max_value_disagreement_requery,1.0,0.088588,0.002,0.0,0.3,8.0,0.08841767562905925,holdout,16,True,123,11,success,False,False,11,0.0,0.0,0.45454545454545453,0.09090909090909091,12.363636363636363,8.0,1.375
