case_stratum,queries,cases,raw_spearman,case_controlled_rank_correlation,case_relative_top_quartile_auc,alarm_rate,alarm_precision_top_quartile,alarm_recall_top_quartile,median_predicted_error,median_actual_error,median_prediction_to_actual_ratio,median_actual_error_alarm,median_actual_error_no_alarm,alarm_actual_error_lift,mean_absolute_log_error
all,2293,7,0.6981320558819704,0.6530119560688779,0.762544920787569,0.21238552115133014,0.5544147843942505,0.46956521739130436,0.051506932937454356,0.052657801657915115,0.9781443834678623,0.14459088444709778,0.036981724202632904,3.9097929467767667,0.7155628248773526
known_boundary,986,3,0.7511208357299668,0.6574644306306678,0.7746434891225148,0.2281947261663286,0.56,0.5101214574898786,0.04932241917683444,0.043331967666745186,1.1382455455556566,0.13078124821186066,0.02400580793619156,5.447900298106303,0.7003704738839976
new_ood_holdout,1307,4,0.6635071007771083,0.6496530119847734,0.750451555843444,0.20045906656465187,0.549618320610687,0.43902439024390244,0.05278674970089177,0.058476779609918594,0.9026959085814346,0.16590049862861633,0.04297584667801857,3.8603194922852255,0.7270239251676722
