case_id,suite,task_id,init_state_id,rollout_seed,success,planning_difficulty_threshold,candidate_value_mean,candidate_value_std,candidate_value_range,candidate_action_internal_consistency_mean,candidate_action_consensus_first_mean,difficulty_gate_on
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160000,True,0.088588,0.16288259625434875,0.0008080661064013839,0.0020733773708343506,0.024113338440656662,0.018331468105316162,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160097,True,0.088588,0.16138708591461182,0.0008475908543914557,0.0021670758724212646,0.024270247668027878,0.012219022028148174,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160194,True,0.088588,0.16144530475139618,0.0003867646446451545,0.0008850693702697754,0.02381248027086258,0.008156415075063705,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160291,True,0.088588,0.16206014156341553,0.0014939012471586466,0.004018932580947876,0.024024641141295433,0.008642579428851604,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160388,True,0.088588,0.16212356090545654,0.0020281528122723103,0.004930764436721802,0.023677682504057884,0.010641544125974178,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160485,True,0.088588,0.16280069947242737,0.0007605313439853489,0.0019625425338745117,0.024073760956525803,0.008374456316232681,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160582,True,0.088588,0.1621994972229004,0.0014160348800942302,0.0038453340530395508,0.024593351408839226,0.016029054298996925,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160679,True,0.088588,0.1608911007642746,0.0010296710534021258,0.0026606619358062744,0.023349568247795105,0.009684937074780464,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160776,True,0.088588,0.16180962324142456,0.0014821426011621952,0.0038811862468719482,0.023809436708688736,0.016529589891433716,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160873,True,0.088588,0.16167369484901428,0.0006605565431527793,0.0017869174480438232,0.024177322164177895,0.010142800398170948,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1160970,True,0.088588,0.16249017417430878,0.00034293418866582215,0.0008817911148071289,0.02377125434577465,0.008564251475036144,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161067,True,0.088588,0.16320475935935974,0.0013987208949401975,0.0038985610008239746,0.023712318390607834,0.010305207222700119,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161164,True,0.088588,0.16201251745224,0.0006416415562853217,0.0016530752182006836,0.024408644065260887,0.010134577751159668,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161261,True,0.088588,0.16278250515460968,0.0012162708444520831,0.0033285915851593018,0.02349899150431156,0.013704448007047176,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161358,True,0.088588,0.1601678431034088,0.0013573954347521067,0.0035737454891204834,0.02409668080508709,0.011598375625908375,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161455,True,0.088588,0.16153322160243988,0.0011041222605854273,0.0029415488243103027,0.023884283378720284,0.014442930929362774,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161552,True,0.088588,0.1617605984210968,0.0009042008896358311,0.0024321377277374268,0.02459300495684147,0.007899739779531956,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161649,True,0.088588,0.16195788979530334,0.0016963595990091562,0.004262179136276245,0.024297915399074554,0.007724570110440254,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161746,True,0.088588,0.16180136799812317,0.0009776989463716745,0.0023792386054992676,0.023851271718740463,0.009409107267856598,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161843,False,0.088588,0.16324996948242188,0.0013840763131156564,0.00353965163230896,0.02278931252658367,0.007447104901075363,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1161940,True,0.088588,0.16204524040222168,0.0014274558052420616,0.0036002397537231445,0.0240675900131464,0.01236285176128149,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1162037,True,0.088588,0.1609283983707428,0.0006855654064565897,0.0018768608570098877,0.023610375821590424,0.018642215058207512,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1162134,True,0.088588,0.16250711679458618,0.0007788483635522425,0.0019075870513916016,0.024419808760285378,0.014936771243810654,True
goal_mug_task9_init0_factorial,libero_goal_with_mug,9,0,1162231,True,0.088588,0.16171163320541382,0.001222214545123279,0.002660006284713745,0.023690171539783478,0.014546079561114311,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150000,False,0.088588,0.0907169058918953,0.00010380352614447474,0.00025588274002075195,0.019373713061213493,0.0029476769268512726,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150097,True,0.088588,0.09095604717731476,0.0006469629588536918,0.0018292367458343506,0.01946686953306198,0.00577244907617569,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150194,True,0.088588,0.09095992892980576,0.00024406271404586732,0.0006248652935028076,0.019840214401483536,0.004594235680997372,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150291,True,0.088588,0.09113380312919617,0.0005644686170853674,0.0015094280242919922,0.019684268161654472,0.004509292542934418,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150388,True,0.088588,0.09040322154760361,0.00041783819324336946,0.0010636746883392334,0.019966911524534225,0.0038001318462193012,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150485,True,0.088588,0.09040144085884094,0.0005926835583522916,0.0016015172004699707,0.01972813904285431,0.0033079953864216805,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150582,True,0.088588,0.09025140851736069,0.0004030841519124806,0.000919640064239502,0.019696161150932312,0.002140065422281623,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150679,False,0.088588,0.09086708724498749,0.0004555280029308051,0.0011966228485107422,0.020141229033470154,0.005224962718784809,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150776,False,0.088588,0.09025794267654419,0.0005658172885887325,0.0014526844024658203,0.01963544636964798,0.003978199325501919,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150873,True,0.088588,0.09118323028087616,0.0003031532105524093,0.0008541643619537354,0.01996513456106186,0.003043896984308958,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1150970,True,0.088588,0.09067533910274506,0.00031658029183745384,0.0008204877376556396,0.019653255119919777,0.0039407904259860516,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151067,False,0.088588,0.09042251855134964,0.00025872603873722255,0.00070151686668396,0.019735191017389297,0.0035383838694542646,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151164,True,0.088588,0.0908474400639534,0.0004031516727991402,0.0011357665061950684,0.01994839310646057,0.006932160351425409,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151261,True,0.088588,0.09045886248350143,0.0003402334114070982,0.00096169114112854,0.01916429027915001,0.003171836957335472,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151358,True,0.088588,0.09091775119304657,0.0006326373550109565,0.0016705095767974854,0.01990216225385666,0.003955918364226818,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151455,False,0.088588,0.09066760540008545,0.0002796086191665381,0.0007448196411132812,0.02030966803431511,0.004325136076658964,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151552,True,0.088588,0.09101604670286179,0.00039932323852553964,0.001117110252380371,0.019820645451545715,0.0035171767231076956,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151649,False,0.088588,0.0908898338675499,0.00012252361921127886,0.00034302473068237305,0.02002432756125927,0.0031536726746708155,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151746,True,0.088588,0.0905906930565834,0.000341127160936594,0.0009473264217376709,0.020194729790091515,0.005445859394967556,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151843,False,0.088588,0.09084370732307434,0.00035692009259946644,0.0009873807430267334,0.02008134312927723,0.005242239683866501,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1151940,True,0.088588,0.09100157022476196,0.0005748464027419686,0.0015278458595275879,0.019960951060056686,0.002954599680379033,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1152037,True,0.088588,0.09043904393911362,0.0003893393150065094,0.001062244176864624,0.019731085747480392,0.004131116904318333,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1152134,True,0.088588,0.09108845144510269,0.0005534578231163323,0.001379847526550293,0.020139874890446663,0.0036771013401448727,True
long_milk_task9_init0_factorial,libero_10_with_milk,9,0,1152231,True,0.088588,0.09116727113723755,0.0003820029378402978,0.0010121464729309082,0.02009626105427742,0.005489327013492584,True
