baseline_strategy_id,strategy_id,num_cases,paired_rollouts,baseline_successes,strategy_successes,baseline_success_rate,strategy_success_rate,delta_success_rate,delta_ci_low,delta_ci_high,min_case_delta,max_case_delta,wins,losses,ties,mcnemar_exact_p,baseline_mean_queries,mean_queries,query_overhead_ratio,actual_query_count_ratio,mean_requery_rate,mean_surrogate_alarm_rate,selection_category,selection_utility
max_value,requery_l1_h8,7,168,100,121,0.5952380952380952,0.7202380952380952,0.125,0.047619047619047616,0.20238095238095238,-0.08333333333333333,0.4166666666666667,38,17,113,0.006455803109956637,13.648809523809524,15.791666666666666,1.278185276635907,1.1569995638901003,0.42684966597473056,0.1658832806935005,non_surrogate_adaptive,0.07776962780061521
