planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value_scheduled_requery,0.0,libero_object_object,0,30,2,1,0.5,252.5,0.0
max_value,0.0,libero_object_object,0,30,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,31,2,2,1.0,159.5,0.0
max_value,0.0,libero_object_object,0,31,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,32,2,2,1.0,261.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,32,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,33,2,2,1.0,149.5,0.0
max_value,0.0,libero_object_object,0,33,2,1,0.5,194.0,0.0
max_value,0.0,libero_object_object,0,34,2,2,1.0,121.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,34,2,2,1.0,113.5,0.0
max_value,0.0,libero_object_object,0,35,2,2,1.0,121.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,35,2,2,1.0,129.5,0.0
max_value,0.0,libero_object_object,0,36,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,36,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,37,2,2,1.0,179.5,0.0
max_value,0.0,libero_object_object,0,37,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,38,2,1,0.5,266.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,38,2,1,0.5,268.5,0.0
max_value,0.0,libero_object_object,0,39,2,1,0.5,276.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,39,2,1,0.5,220.5,0.0
