case_id,evaluation_cohort,position_level,task_id,init_state_id,independent_group,trigger_passed,trigger_localization_world_x,trigger_localization_world_y,trigger_localization_world_z,trigger_localization_peak_probability,trigger_localization_entropy,trigger_localization_score_range,trigger_estimated_target_eef_distance_m,baseline_h8,workspace_calibrated,workspace_retreat_only,cell,router_selected_strategy,router_success,router_probability__baseline_h8,router_score__baseline_h8,router_probability__workspace_retreat_only,router_score__workspace_retreat_only,router_probability__workspace_calibrated,router_score__workspace_calibrated
p3d_development__x0p2__task2__init40__rollout0,novel_cell,x0.2,2,40,x0.2|task2|init40,1,-0.11985729645164822,-0.1057387676523716,0.07461410015821457,0.09684336221351203,0.3278740916094013,37.277832984924316,0.10839433136888048,1,1,1,x0.2|task2,workspace_calibrated,1,0.547748404868567,0.547748404868567,0.5684647580751454,0.565786186646574,0.8697458648194178,0.8474244362479892
p3d_development__x0p2__task2__init41__rollout0,novel_cell,x0.2,2,41,x0.2|task2|init41,1,-0.14677584124252063,-0.07452376768319538,0.25086441636085505,0.12024487559654563,0.3142171680103786,30.273624181747437,0.08333565501510218,1,0,1,x0.2|task2,workspace_retreat_only,1,0.5401320044891917,0.5401320044891917,0.6058191870663681,0.6031406156377966,0.5166335702327354,0.4943121416613068
p3d_development__x0p2__task2__init42__rollout0,novel_cell,x0.2,2,42,x0.2|task2|init42,1,-0.16392408057454988,-0.07574862646846414,0.2443043440580368,0.09143193971668642,0.3530422931552088,26.56977939605713,0.09542162439084925,1,0,1,x0.2|task2,workspace_retreat_only,1,0.47879398631778763,0.47879398631778763,0.5567225234801152,0.5540439520515438,0.446490362526898,0.42416893395546945
p3d_development__x0p2__task2__init43__rollout0,novel_cell,x0.2,2,43,x0.2|task2|init43,1,-0.12405553408625325,-0.10617550862312855,0.07223755121231079,0.09659420549292255,0.3303461798997019,36.427547454833984,0.11486108304950947,1,1,1,x0.2|task2,workspace_calibrated,1,0.535138951577309,0.535138951577309,0.556523091212367,0.5538445197837956,0.8652242388095807,0.8429028102381521
p3d_development__x0p2__task2__init44__rollout0,novel_cell,x0.2,2,44,x0.2|task2|init44,1,-0.12052883021007066,-0.10580862703887513,0.07423395663499832,0.09405459198134034,0.32988818930029373,36.41540336608887,0.11361209928213721,1,1,1,x0.2|task2,workspace_calibrated,1,0.5309643734682429,0.5309643734682429,0.5541640899106234,0.551485518482052,0.8625275386704752,0.8402061100990466
p3d_development__x0p2__task5__init40__rollout0,replication,x0.2,5,40,x0.2|task5|init40,1,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.10655485425934143,0.32350976883482524,39.00329399108887,0.16390592670918944,1,1,1,x0.2|task5,workspace_calibrated,1,0.4902926153011381,0.4902926153011381,0.4894594516553811,0.48678088022680965,0.8881513571303822,0.8658299285589536
p3d_development__x0p2__task5__init41__rollout0,replication,x0.2,5,41,x0.2|task5|init41,1,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.09926087770867692,0.3305843598392428,38.585726737976074,0.16244934912690312,0,1,0,x0.2|task5,workspace_calibrated,1,0.4807669191528951,0.4807669191528951,0.4845787521231777,0.4819001806946063,0.8837842781914622,0.8614628496200336
p3d_development__x0p2__task5__init42__rollout0,replication,x0.2,5,42,x0.2|task5|init42,1,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.08123825205969228,0.3507440628202414,35.049354553222656,0.1826934978202361,1,1,0,x0.2|task5,workspace_calibrated,1,0.3949625398312827,0.3949625398312827,0.41602683814280234,0.4133482667142309,0.848597007436208,0.8262755788647794
p3d_development__x0p2__task5__init43__rollout0,replication,x0.2,5,43,x0.2|task5|init43,1,-0.12149359199497911,-0.10760004053916691,0.03839259594678879,0.04410148003169653,0.5264522209096196,20.94766139984131,0.1335235313391957,1,1,1,x0.2|task5,workspace_calibrated,1,0.3191407928629553,0.3191407928629553,0.552886251488452,0.5502076800598806,0.7414950894720288,0.7191736609006002
p3d_development__x0p2__task5__init44__rollout0,replication,x0.2,5,44,x0.2|task5|init44,0,-0.4093823733344091,-0.09267259041990412,0.03839259594678879,0.019498938232862927,0.42619411354210646,28.30587100982666,0.35906678614945,0,0,0,x0.2|task5,baseline_h8,0,0.2114886762783855,0.2114886762783855,0.09796277709420091,0.09528420566562948,0.5902955842893032,0.5679741557178746
p3d_development__x0p2__task6__init40__rollout0,replication,x0.2,6,40,x0.2|task6|init40,0,0.03799664507177081,-0.23536006018623454,0.03473958745598793,0.026427028649874215,0.44524437659951377,24.579214096069336,0.06703732231571902,0,0,0,x0.2|task6,baseline_h8,0,0.7738477567077877,0.7738477567077877,0.9045579765624602,0.9018794051338888,0.9646360116669869,0.9423145830955583
p3d_development__x0p2__task6__init41__rollout0,replication,x0.2,6,41,x0.2|task6|init41,0,0.03498376745093268,-0.23569085497294093,0.03677406534552574,0.025013856392465138,0.4643966378669152,20.919593811035156,0.06316275665959833,1,1,1,x0.2|task6,baseline_h8,1,0.7730882322462781,0.7730882322462781,0.920098672517353,0.9174201010887816,0.9634507326569056,0.941129304085477
p3d_development__x0p2__task6__init42__rollout0,replication,x0.2,6,42,x0.2|task6|init42,0,0.042424942114330566,-0.23414614222134733,0.03791291266679764,0.028449623840748447,0.44938892963507315,23.256205558776855,0.06885309934574052,0,0,0,x0.2|task6,baseline_h8,0,0.7658225017388771,0.7658225017388771,0.9073496679075287,0.9046710964789573,0.9624746461297453,0.9401532175583167
