reference_id,replay_id,paired_rollouts,reference_success_rate,replay_success_rate,outcome_disagreements,outcome_disagreement_rate,q0_candidate_value_max_abs_diff_mean,q0_candidate_value_max_abs_diff_max
max_value,max_value_replay,36,0.5,0.5277777777777778,3,0.08333333333333333,0.00025008701615863375,0.0014154016971588135
action_l1,action_l1_replay,36,0.6111111111111112,0.6388888888888888,5,0.1388888888888889,0.0001295382777849833,0.0008835494518280029
