case_id,suite,task_id,init_state_id,rollout_seed,success_reference,success_replay,reference_id,replay_id,outcome_disagreement,q0_candidate_value_max_abs_diff
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630000,False,False,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630097,True,True,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630194,True,True,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630291,False,False,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630388,True,True,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630485,True,True,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630582,True,True,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630679,True,True,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630776,True,True,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630873,True,True,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630970,True,True,max_value,max_value_replay,False,0.0
long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,631067,False,False,max_value,max_value_replay,False,0.0
milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610000,True,True,max_value,max_value_replay,False,0.0
milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610097,False,False,max_value,max_value_replay,False,0.0
milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610194,False,False,max_value,max_value_replay,False,0.0
milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610291,False,False,max_value,max_value_replay,False,0.0
