source_run,strategy_id,case_id,suite,task_id,init_state_id,rollout_seed,planning_strategy,planning_risk_lambda,planning_difficulty_threshold,planning_value_margin,planning_uncertainty_margin,planning_phase_fraction,planning_short_open_loop_steps,experiment_split,num_open_loop_steps,success,final_t,num_queries,failure_type,target_drop_candidate,wrong_object_interaction_candidate,num_queries_observed,rerank_rate,gate_rate,requery_rate,mean_selected_open_loop_steps,nominal_queries_for_executed_steps,query_compute_ratio
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630194,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,True,227,15,success,True,False,15,0.0,0.0,0.0,16.0,15.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630291,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,False,520,33,target_drop_candidate,True,False,33,0.0,0.0,0.0,16.0,33.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630388,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,True,227,15,success,True,False,15,0.0,0.0,0.0,16.0,15.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630485,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,True,228,15,success,True,False,15,0.0,0.0,0.0,16.0,15.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630582,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,True,230,15,success,True,False,15,0.0,0.0,0.0,16.0,15.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630679,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,True,226,15,success,True,False,15,0.0,0.0,0.0,16.0,15.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630776,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,True,228,15,success,True,False,15,0.0,0.0,0.0,16.0,15.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630873,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,True,228,15,success,True,False,15,0.0,0.0,0.0,16.0,15.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,630970,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,True,229,15,success,True,False,15,0.0,0.0,0.0,16.0,15.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__long_mug_threshold_02__libero_10_with_mug__task4__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.2_h8,long_mug_task4_init0_adaptive_screen,libero_10_with_mug,4,0,631067,difficulty_gated_requery_action,1.0,0.2,0.002,0.0,0.5,8.0,calibration,16,False,520,33,target_drop_candidate,True,False,33,0.0,0.0,0.0,16.0,33.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610000,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,True,143,9,success,False,False,9,0.33333333333333337,1.0,0.0,16.0,9.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610097,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,False,220,14,target_drop_candidate,True,False,14,0.5,1.0,0.0,16.0,14.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610194,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,True,144,9,success,False,False,9,0.5555555555555556,1.0,0.0,16.0,9.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610291,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,False,220,14,target_drop_candidate,True,False,14,0.4285714285714286,1.0,0.0,16.0,14.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610388,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,True,145,10,success,False,False,10,0.6,1.0,0.0,16.0,10.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610485,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,True,117,8,success,False,False,8,0.5,1.0,0.0,16.0,8.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610582,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,False,220,14,target_drop_candidate,True,False,14,0.5,1.0,0.0,16.0,14.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610679,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,True,124,8,success,False,False,8,0.25,1.0,0.0,16.0,8.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610776,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,False,220,14,target_drop_candidate,True,False,14,0.2857142857142857,1.0,0.0,16.0,14.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610873,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,False,220,14,timeout_no_goal,False,False,14,0.5714285714285714,1.0,0.0,16.0,14.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610970,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,True,146,10,success,False,False,10,0.6,1.0,0.0,16.0,10.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_action__l1p0,difficulty_l1_t0.1,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,611067,difficulty_gated_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,False,220,14,target_drop_candidate,True,False,14,0.5,1.0,0.0,16.0,14.0,1.0
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.1_h8,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610000,difficulty_gated_requery_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,True,112,8,success,False,False,8,0.125,1.0,0.125,15.0,7.0,1.1428571428571428
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.1_h8,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610097,difficulty_gated_requery_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,False,220,16,timeout_no_goal,False,False,16,0.25,1.0,0.25,14.0,14.0,1.1428571428571428
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.1_h8,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610194,difficulty_gated_requery_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,True,117,9,success,False,False,9,0.33333333333333337,1.0,0.3333333333333333,13.333333333333334,8.0,1.125
adaptive_regime_threshold_20260813/adaptive_regime_threshold_20260813__milk_threshold_01__libero_spatial_with_milk__task5__init0__difficulty_gated_requery_action__l1p0,difficulty_requery_l1_t0.1_h8,milk_task5_init0_adaptive_screen,libero_spatial_with_milk,5,0,610291,difficulty_gated_requery_action,1.0,0.1,0.002,0.0,0.5,8.0,calibration,16,False,220,21,timeout_no_goal,False,False,21,0.6190476190476191,1.0,0.6190476190476191,11.047619047619047,14.0,1.5
