case_id,baseline_strategy_id,strategy_id,paired_rollouts,baseline_successes,strategy_successes,baseline_success_rate,strategy_success_rate,delta_success_rate,wins,losses,ties,mcnemar_exact_p,baseline_mean_queries,mean_queries,query_overhead_ratio,actual_query_count_ratio,mean_rerank_rate,mean_gate_rate,mean_requery_rate,mean_selected_open_loop_steps
long_mug_task4_init0_adaptive_screen,max_value,phase_l1_r0.3,12,9,10,0.75,0.8333333333333334,0.08333333333333333,1,0,11,1.0,19.5,18.0,1.0,0.9230769230769231,0.25707070707070706,0.6060606060606061,0.0,16.0
long_mug_task4_init0_adaptive_screen,max_value,phase_l1_r0.5,12,9,10,0.75,0.8333333333333334,0.08333333333333333,1,0,11,1.0,19.5,18.0,1.0,0.9230769230769231,0.40454545454545454,0.9191919191919192,0.0,16.0
long_mug_task4_init0_adaptive_screen,max_value,requery_l1_h12,12,9,12,0.75,1.0,0.25,3,0,9,0.25,19.5,15.666666666666666,1.1067460317460316,0.8034188034188033,0.4083333333333334,0.0,0.4083333333333334,14.366666666666667
long_mug_task4_init0_adaptive_screen,max_value,requery_l1_h4,12,9,11,0.75,0.9166666666666666,0.16666666666666666,2,0,10,0.5,19.5,23.25,1.4443195693195694,1.1923076923076923,0.4105572186706501,0.0,0.4105572186706501,11.073313375952198
long_mug_task4_init0_adaptive_screen,max_value,requery_l1_h8,12,9,12,0.75,1.0,0.25,3,0,9,0.25,19.5,17.75,1.239285714285714,0.9102564102564102,0.4045432719871575,0.0,0.4045432719871575,12.763653824102741
milk_task5_init0_adaptive_screen,max_value,action_l0.5,12,6,6,0.5,0.5,0.0,1,1,10,1.0,11.666666666666666,11.833333333333334,1.0,1.0142857142857145,0.30744047619047615,0.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,action_l1,12,6,7,0.5,0.5833333333333334,0.08333333333333333,2,1,9,1.0,11.666666666666666,11.416666666666666,1.0,0.9785714285714285,0.5369047619047619,0.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,action_l1_replay,12,6,8,0.5,0.6666666666666666,0.16666666666666666,3,1,8,0.625,11.666666666666666,11.583333333333334,1.0,0.992857142857143,0.4399470899470899,0.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,action_l2,12,6,8,0.5,0.6666666666666666,0.16666666666666666,5,3,4,0.7265625,11.666666666666666,11.333333333333334,1.0,0.9714285714285715,0.595238095238095,0.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,consensus_l0.5,12,6,4,0.5,0.3333333333333333,-0.16666666666666666,0,2,10,0.5,11.666666666666666,12.333333333333334,1.0,1.0571428571428572,0.2396825396825397,0.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,consensus_l1,12,6,3,0.5,0.25,-0.25,1,4,7,0.375,11.666666666666666,12.916666666666666,1.0,1.1071428571428572,0.3697089947089947,0.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,consensus_l2,12,6,7,0.5,0.5833333333333334,0.08333333333333333,3,2,7,1.0,11.666666666666666,11.0,1.0,0.942857142857143,0.5593253968253968,0.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,difficulty_l1_t0.088588,12,6,8,0.5,0.6666666666666666,0.16666666666666666,3,1,8,0.625,11.666666666666666,11.583333333333334,1.0,0.992857142857143,0.4399470899470899,1.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,difficulty_l1_t0.1,12,6,6,0.5,0.5,0.0,3,3,6,1.0,11.666666666666666,11.5,1.0,0.9857142857142858,0.4687169312169312,1.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,difficulty_l1_t0.2,12,6,8,0.5,0.6666666666666666,0.16666666666666666,3,1,8,0.625,11.666666666666666,11.583333333333334,1.0,0.992857142857143,0.4399470899470899,1.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.088588_h12,12,6,3,0.5,0.25,-0.25,2,5,5,0.453125,11.666666666666666,14.416666666666666,1.1101190476190474,1.2357142857142858,0.4079861111111111,1.0,0.4079861111111111,14.368055555555555
milk_task5_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.088588_h4,12,6,8,0.5,0.6666666666666666,0.16666666666666666,4,2,6,0.6875,11.666666666666666,14.916666666666666,1.4517045454545456,1.2785714285714287,0.37877908340369637,1.0,0.37877908340369637,11.454650999155644
milk_task5_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.088588_h8,12,6,8,0.5,0.6666666666666666,0.16666666666666666,2,0,10,0.5,11.666666666666666,12.666666666666666,1.3125,1.0857142857142856,0.4396659075645144,1.0,0.4396659075645144,12.482672739483887
milk_task5_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.1_h8,12,6,8,0.5,0.6666666666666666,0.16666666666666666,2,0,10,0.5,11.666666666666666,12.666666666666666,1.3125,1.0857142857142856,0.4396659075645144,1.0,0.4396659075645144,12.482672739483887
milk_task5_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.2_h8,12,6,8,0.5,0.6666666666666666,0.16666666666666666,2,0,10,0.5,11.666666666666666,12.666666666666666,1.3125,1.0857142857142856,0.4396659075645144,1.0,0.4396659075645144,12.482672739483887
milk_task5_init0_adaptive_screen,max_value,margin_l1_v0.0005_u0,12,6,6,0.5,0.5,0.0,2,2,8,1.0,11.666666666666666,12.083333333333334,1.0,1.0357142857142858,0.2048941798941799,0.20489417989417988,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,margin_l1_v0.002_u0,12,6,9,0.5,0.75,0.25,4,1,7,0.375,11.666666666666666,11.083333333333334,1.0,0.9500000000000001,0.3687169312169312,0.36871693121693117,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,margin_l1_v0.002_u0.5,12,6,9,0.5,0.75,0.25,4,1,7,0.375,11.666666666666666,11.166666666666666,1.0,0.9571428571428572,0.3751984126984127,0.3751984126984127,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,margin_l1_v0.01_u0,12,6,8,0.5,0.6666666666666666,0.16666666666666666,3,1,8,0.625,11.666666666666666,11.25,1.0,0.9642857142857143,0.4208994708994709,0.4208994708994709,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,max_value_replay,12,6,6,0.5,0.5,0.0,0,0,12,1.0,11.666666666666666,11.666666666666666,1.0,1.0,0.0,0.0,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,phase_l1_r0.3,12,6,8,0.5,0.6666666666666666,0.16666666666666666,3,1,8,0.625,11.666666666666666,11.166666666666666,1.0,0.9571428571428572,0.2078042328042328,0.4616402116402116,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,phase_l1_r0.5,12,6,7,0.5,0.5833333333333334,0.08333333333333333,3,2,7,1.0,11.666666666666666,11.583333333333334,1.0,0.992857142857143,0.2982804232804233,0.6231481481481481,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,phase_l1_r0.7,12,6,8,0.5,0.6666666666666666,0.16666666666666666,3,1,8,0.625,11.666666666666666,11.583333333333334,1.0,0.992857142857143,0.3863756613756613,0.8809523809523808,0.0,16.0
milk_task5_init0_adaptive_screen,max_value,requery_l1_h12,12,6,3,0.5,0.25,-0.25,2,5,5,0.453125,11.666666666666666,14.416666666666666,1.1101190476190474,1.2357142857142858,0.4079861111111111,0.0,0.4079861111111111,14.368055555555555
milk_task5_init0_adaptive_screen,max_value,requery_l1_h4,12,6,8,0.5,0.6666666666666666,0.16666666666666666,4,2,6,0.6875,11.666666666666666,14.916666666666666,1.4517045454545456,1.2785714285714287,0.37877908340369637,0.0,0.37877908340369637,11.454650999155644
milk_task5_init0_adaptive_screen,max_value,requery_l1_h8,12,6,8,0.5,0.6666666666666666,0.16666666666666666,2,0,10,0.5,11.666666666666666,12.666666666666666,1.3125,1.0857142857142856,0.4396659075645144,0.0,0.4396659075645144,12.482672739483887
yellow_task8_init0_adaptive_screen,max_value,action_l0.5,12,3,5,0.25,0.4166666666666667,0.16666666666666666,2,0,10,0.5,12.916666666666666,12.083333333333334,1.0,0.935483870967742,0.1765873015873016,0.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,action_l1,12,3,5,0.25,0.4166666666666667,0.16666666666666666,3,1,8,0.625,12.916666666666666,12.5,1.0,0.967741935483871,0.37129629629629624,0.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,action_l1_replay,12,3,5,0.25,0.4166666666666667,0.16666666666666666,3,1,8,0.625,12.916666666666666,12.5,1.0,0.967741935483871,0.37129629629629624,0.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,action_l2,12,3,6,0.25,0.5,0.25,5,2,5,0.453125,12.916666666666666,11.25,1.0,0.8709677419354839,0.55,0.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,consensus_l0.5,12,3,6,0.25,0.5,0.25,3,0,9,0.25,12.916666666666666,11.75,1.0,0.9096774193548387,0.25515873015873014,0.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,consensus_l1,12,3,4,0.25,0.3333333333333333,0.08333333333333333,3,2,7,1.0,12.916666666666666,12.416666666666666,1.0,0.9612903225806452,0.4154761904761905,0.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,consensus_l2,12,3,4,0.25,0.3333333333333333,0.08333333333333333,3,2,7,1.0,12.916666666666666,12.666666666666666,1.0,0.9806451612903225,0.5268111518111518,0.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,difficulty_l1_t0.088588,12,3,3,0.25,0.25,0.0,1,1,10,1.0,12.916666666666666,12.916666666666666,1.0,1.0,0.3718253968253969,1.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,difficulty_l1_t0.1,12,3,5,0.25,0.4166666666666667,0.16666666666666666,3,1,8,0.625,12.916666666666666,12.5,1.0,0.967741935483871,0.37129629629629624,1.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,difficulty_l1_t0.2,12,3,5,0.25,0.4166666666666667,0.16666666666666666,3,1,8,0.625,12.916666666666666,12.5,1.0,0.967741935483871,0.37129629629629624,1.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.088588_h12,12,3,7,0.25,0.5833333333333334,0.3333333333333333,4,0,8,0.125,12.916666666666666,11.666666666666666,1.111111111111111,0.9032258064516129,0.38645833333333335,1.0,0.38645833333333335,14.454166666666666
yellow_task8_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.088588_h4,12,3,3,0.25,0.25,0.0,2,2,8,1.0,12.916666666666666,17.833333333333332,1.457142857142857,1.3806451612903226,0.3990896934256572,1.0,0.3990896934256572,11.210923678892113
yellow_task8_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.088588_h8,12,3,9,0.25,0.75,0.5,6,0,6,0.03125,12.916666666666666,11.75,1.2391534391534391,0.9096774193548387,0.3849611309170133,1.0,0.38496113091701334,12.920310952663895
yellow_task8_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.1_h8,12,3,9,0.25,0.75,0.5,6,0,6,0.03125,12.916666666666666,11.75,1.2391534391534391,0.9096774193548387,0.3849611309170133,1.0,0.38496113091701334,12.920310952663895
yellow_task8_init0_adaptive_screen,max_value,difficulty_requery_l1_t0.2_h8,12,3,9,0.25,0.75,0.5,6,0,6,0.03125,12.916666666666666,11.75,1.2391534391534391,0.9096774193548387,0.3849611309170133,1.0,0.38496113091701334,12.920310952663895
yellow_task8_init0_adaptive_screen,max_value,margin_l1_v0.0005_u0,12,3,4,0.25,0.3333333333333333,0.08333333333333333,2,1,9,1.0,12.916666666666666,12.25,1.0,0.9483870967741936,0.0794973544973545,0.0794973544973545,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,margin_l1_v0.002_u0,12,3,5,0.25,0.4166666666666667,0.16666666666666666,2,0,10,0.5,12.916666666666666,12.166666666666666,1.0,0.9419354838709677,0.1906084656084656,0.1906084656084656,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,max_value_replay,12,3,4,0.25,0.3333333333333333,0.08333333333333333,2,1,9,1.0,12.916666666666666,12.416666666666666,1.0,0.9612903225806452,0.0,0.0,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,phase_l1_r0.3,12,3,7,0.25,0.5833333333333334,0.3333333333333333,4,0,8,0.125,12.916666666666666,11.416666666666666,1.0,0.8838709677419355,0.21957671957671954,0.45436507936507936,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,phase_l1_r0.5,12,3,5,0.25,0.4166666666666667,0.16666666666666666,3,1,8,0.625,12.916666666666666,12.583333333333334,1.0,0.9741935483870968,0.18994708994708998,0.5731481481481482,0.0,16.0
yellow_task8_init0_adaptive_screen,max_value,requery_l1_h12,12,3,5,0.25,0.4166666666666667,0.16666666666666666,3,1,8,0.625,12.916666666666666,13.166666666666666,1.1024369149369149,1.0193548387096774,0.40216600529100527,0.0,0.40216600529100527,14.391335978835977
yellow_task8_init0_adaptive_screen,max_value,requery_l1_h4,12,3,3,0.25,0.25,0.0,2,2,8,1.0,12.916666666666666,17.833333333333332,1.457142857142857,1.3806451612903226,0.3990896934256572,0.0,0.3990896934256572,11.210923678892113
yellow_task8_init0_adaptive_screen,max_value,requery_l1_h8,12,3,9,0.25,0.75,0.5,6,0,6,0.03125,12.916666666666666,11.75,1.2391534391534391,0.9096774193548387,0.3849611309170133,0.0,0.38496113091701334,12.920310952663895
