proposal,position_level,task_id,n_states,successes,success_rate,drop_rate,wrong_rate,safety_rate,mean_queries
perception_regrasp_h8,x0.2,5,3,2,0.6666666666666666,0.0,0.0,0.0,13.0
perception_regrasp_h8,x0.2,6,3,3,1.0,0.0,0.0,0.0,15.0
perception_regrasp_h8,x0.2,9,3,0,0.0,0.0,0.6666666666666666,0.0,23.0
perception_regrasp_h8,y0.2,4,3,0,0.0,0.0,0.3333333333333333,0.0,23.0
perception_regrasp_h8,y0.2,6,2,2,1.0,0.0,0.0,0.0,11.5
perception_regrasp_h8,y0.2,9,2,1,0.5,0.0,0.0,0.0,16.0
perception_regrasp_h8,y0.3,1,2,2,1.0,0.0,0.0,0.0,11.0
perception_regrasp_h8,y0.3,5,2,1,0.5,0.0,0.5,0.0,16.5
