baseline_strategy_id,strategy_id,num_cases,paired_rollouts,baseline_successes,strategy_successes,baseline_success_rate,strategy_success_rate,delta_success_rate,delta_ci_low,delta_ci_high,min_case_delta,max_case_delta,wins,losses,ties,mcnemar_exact_p,baseline_mean_queries,mean_queries,query_overhead_ratio,actual_query_count_ratio,mean_requery_rate,mean_surrogate_alarm_rate
action_l1,requery_l1_h8,12,240,151,161,0.6291666666666667,0.6708333333333333,0.041666666666666664,-0.004166666666666667,0.0875,-0.25,0.35,25,15,200,0.1538599441628321,13.729166666666666,16.904166666666665,1.2660074113479687,1.2312594840667677,0.410966937350776,0.1471276982038706
action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,12,240,151,147,0.6291666666666667,0.6125,-0.016666666666666666,-0.0625,0.029166666666666667,-0.45,0.25,16,20,204,0.617719317029696,13.729166666666666,15.645833333333334,1.107809922215167,1.1396054628224583,0.17704004992606834,0.17704004992606834
action_l1,max_value,12,240,151,146,0.6291666666666667,0.6083333333333333,-0.020833333333333332,-0.07083333333333333,0.029166666666666667,-0.25,0.1,17,22,201,0.5223973804968409,13.729166666666666,13.883333333333333,1.0,1.0112291350531109,0.0,0.13854790326346053
